Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4575.2 at 16:47 29/10/2009  Report at 19:05 Thursday 29/10/2009. Processed 20:07 Thursday 29/10/2009.,,,,,,,,,,,,


,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Alchemia Ltd,ACL,0.65,0.55,0.6,,,,,,,,
Capitol Health rts06novd,CAJR,0.007,-,-,,,,,,,,
CBH Res Ltd 7.25%cn12,CBHGA,540,530,530,,,,,,,,
Cyclopharm Ltd,CYC,0.135,0.095,0.09,,,,,,,,
Enviromission Ltd,EVM,0.089,0.054,0.049,,,,,,,,
Flight Centre,FLT,17.01,16.09,15.39,,,,,,,,
Macq (Tickets) tickets,MAZPA,106.649,106.41,105.98,,,,,,,,
Macq Fortress frn aug35,MFNHA,0.231,0.225,0.2,,,,,,,,
Meteoric Res ctg,MEICA,0.06,0.033,0.006,,,,,,,,
Midas Res rts06novd,MDSR,0.01,0.007,-
Mineral Res,MIN,7.4,7.34,6.28
Nexus Bonds Ltd frn dec09,NXBHB,96.5,95.5,95.4
New Yearly Lows,,,,
Clean Seas Tuna,CSS,0.235,0.28,0.45
Golden State Res,GDN,0.041,0.044,0.045
ICSGlobal Ltd,ICS,0.082,0.09,0.09
Integra Min Ltd opt nov09,IGROA,0.02,0.04,0.065
Matrixview Ltd cdi,MVU,0.072,0.13,0.09
Minemakers Ltd opt may10,MAKO,0.031,0.037,0.041
Royal Res rts 05nov,ROYR,0.13,0.175,-
Thomas Bryson Int,TBI,0.35,0.51,0.52
Triton Gold Ltd,TON,0.18,0.19,0.21
Westoz Inv Ltd,WIC,1,1.08,1.1
Willmott Forests,WFL,0.39,0.41,0.469
