Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4520.7 at 16:38 9/2/2010  Report at 19:05 Tuesday 9/2/2010. Processed 19:26 Tuesday 9/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Ampella Min,AMX,0.77,0.725,0.765,,,,,,,,
ARC Explore Ltd,ARX,0.05,0.04,0.036,,,,,,,,
  opt jun12,ARXO,0.016,0.005,0.005,,,,,,,,
  opt jan11,ARXOA,0.02,0.016,0.015,,,,,,,,
Global Iron Ltd,GFE,0.42,0.39,0.38,,,,,,,,
Golden Gate Pet opt aug12,GGPO,0.029,0.02,0.019,,,,,,,,
IAG Finance (Nz) exch.note,IANG,100.05,100,100,,,,,,,,
Indago Res Ltd opt oct14,IDGOA,0.16,0.08,0.09,,,,,,,,
Macq Harbour opt aug12,MHMO,0.215,0.16,0.2,,,,,,,,
Platina Res opt feb11,PGMO,0.045,0.02,-,,,,,,,,
Tusker Gold Ltd,TKA,0.775,0.42,0.46,,,,,,,,
Verus Invest,VIL,0.095,0.056,0.052,,,,,,,,
  opt jun10,VILO,0.03,0.009,0.011,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Admiralty Res,ADY,0.011,0.014,0.015,,,,,,,,
Allied Gold Ltd,ALD,0.25,0.29,0.28,,,,,,,,
Apex Min NL opt nov12,AXMO,0.008,0.009,0.01,,,,,,,,
Ausgold Ltd,AUC,0.155,0.17,0.18,,,,,,,,
Brisconnection Tr stpld,BCS,1.04,1.24,1.2,,,,,,,,
Coretrack Ltd opt feb10,CKKO,0.014,0.015,0.02,,,,,,,,
Elders Ltd,ELD,1.25,1.27,1.425,,,,,,,,
Eromanga Hydro,ERH,0.095,0.105,0.11,,,,,,,,
Fairstar Res opt aug11,FASOA,0.016,0.017,0.018,,,,,,,,
Farm Pride Foods,FRM,0.19,0.2,0.2,,,,,,,,
Forest Enterprises,FEA,0.049,0.054,0.064,,,,,,,,
Gascoyne Res Ltd,GCY,0.11,0.12,0.14,,,,,,,,
India Equities Fund opt aug10,INEO,0.08,0.09,0.1,,,,,,,,
Island Sky Aust,ISK,0.08,0.087,0.105,,,,,,,,
Kuth Energy Ltd,KEN,0.092,0.095,0.11,,,,,,,,
Laconia Res Ltd,LCR,0.11,0.12,0.14,,,,,,,,
Magnetic Res ctg,MAUCA,0.21,0.22,0.27,,,,,,,,
Marion Energy,MAE,0.095,0.099,0.11,,,,,,,,
Melbourne IT Ltd,MLB,1.52,1.56,1.6,,,,,,,,
Mintails Ltd,MLI,0.03,0.032,0.034,,,,,,,,
Raisama Ltd,RAI,0.35,0.37,0.43,,,,,,,,
Redbank Copper,RCP,0.008,0.009,0.01,,,,,,,,
