Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4559.7 at 16:39 4/8/2010  Report at 19:05 Wednesday 4/8/2010. Processed 19:26 Wednesday 4/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Atomic Res,ATQ,0.3,0.27,0.27,,,,,,,,
Coventry Grp,CYG,2.51,2.4,2.4,,,,,,,,
Equinox Min Ltd cdi,EQN,5.25,5.11,5.11,,,,,,,,
Globe Intl,GLB,0.66,0.55,0.62,,,,,,,,
Great Western Exp,GTE,0.265,0.2,0.2,,,,,,,,
Guildford Coal,GUF,0.31,0.245,0.245,,,,,,,,
Horseshoe Metals,HOR,0.285,0.28,0.28,,,,,,,,
  opt jun12,HORO,0.12,0.09,0.09,,,,,,,,
IAG Finance (Nz) exch.note,IANG,103.5,101.49,101.6,,,,,,,,
Integra Min Ltd,IGR,0.395,0.355,0.36,,,,,,,,
Ishine Int Res,ISH,0.33,0.3,0.3,,,,,,,,
Macq Telecom Gp,MAQ,5.61,5.35,5.35,,,,,,,,
Magellan Fin Grp,MFG,1.21,1.19,1.19,,,,,,,,
Noble Min Res opt jul13,NMGOA,0.077,0.075,0.075,,,,,,,,
Orica Ltd pref,ORIPB,96.99,96,96.2,,,,,,,,
Regis Res,RRL,1.11,1.025,1.025,,,,,,,,
Resource And Invest,RNI,0.75,0.51,0.51,,,,,,,,
Run Corp Ltd,RNC,0.072,0.065,0.065,,,,,,,,
Sandfire Res,SFR,5.3,5.26,5.26,,,,,,,,
Sihayo Gold Ltd,SIH,0.155,0.145,0.145,,,,,,,,
Silver Lake Resource,SLR,2.15,1.97,1.98,,,,,,,,
Sterihealth Ltd,STP,2.15,1.8,1.8,,,,,,,,
Summit Res,SMM,2.5,2.41,2.41,,,,,,,,
Thundelarra Explor,THX,0.975,0.675,0.675,,,,,,,,
  opt mar13,THXOA,0.77,0.485,0.485,,,,,,,,
Trafford Res opt jul12,TRFO,0.155,-,-,,,,,,,,
Tutt Bryant Grp,TBG,0.915,0.91,0.91,,,,,,,,
US Masters Hldgs,USH,0.44,0.08,0.08,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Benitec Ltd,BLT,0.026,0.027,0.027,,,,,,,,
Bone Medical Ltd,BNE,0.065,0.08,0.08,,,,,,,,
Cbio Ltd,CBZ,0.2,0.25,0.25,,,,,,,,
Emerald Oil & Gas,EMR,0.019,0.02,0.02,,,,,,,,
Envirogold Ltd opt dec11,EVGO,0.005,0.006,0.006,,,,,,,,
Genetic Tech,GTG,0.03,0.034,0.034,,,,,,,,
Icon Res Ltd,III,0.062,0.065,0.065,,,,,,,,
Kathmandu Hldgs,KMD,1.39,1.645,1.55,,,,,,,,
Legacy Iron Ore opt dec12,LCYOB,0.031,0.068,0.044,,,,,,,,
Mundo Min,MUN,0.083,0.086,0.086,,,,,,,,
Oaks Hotels & Resort,OAK,0.28,0.36,0.32,,,,,,,,
Pac Environment,PEH,0.1,0.11,0.11,,,,,,,,
Victorian Gold Mines ctg,VGMCA,0.053,-,-,,,,,,,,
