Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4599.7 at 16:38 12/5/2010  Report at 19:05 Wednesday 12/5/2010. Processed 19:14 Wednesday 12/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Ampella Min,AMX,1.88,1.66,1.55,,,,,,,,
  opt jul10,AMXO,1.7,1.45,1.3,,,,,,,,
Andean Res Ltd,AND,3.49,3.3,3.45,,,,,,,,
Burleson Energy,BUR,0.125,0.105,0.12,,,,,,,,
  opt aug10,BURO,0.029,0.025,0.026,,,,,,,,
Chesser Res,CHZ,0.44,0.37,0.38,,,,,,,,
Dart Min NL,DTM,0.21,0.115,0.09,,,,,,,,
Eldorado Gold cdi,EAU,19.79,18.42,16.56,,,,,,,,
ETFS Metals etfs ag,ETPMAG,21.68,20.25,19.95,,,,,,,,
  etfs pm,ETPMPM,112.61,108.6,104.34,,,,,,,,
ETFS Metals etfs gold,GOLD,135.64,133.64,124.52,,,,,,,,
HOT Chili Ltd,HCH,0.26,0.225,-,,,,,,,,
IPGA Ltd,IPP,0.42,0.39,0.375,,,,,,,,
Lihir Gold Ltd,LGL,4.09,3.95,4.05,,,,,,,,
Medical Develop,MVP,0.23,0.225,0.205,,,,,,,,
Olympus Pacific Min,OYM,0.41,0.39,0.395,,,,,,,,
ResMed Inc cdi,RMD,7.54,7.52,7.12,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Ardent Leisure stp,AAD,1.135,1.26,1.33,,,,,,,,
Avexa Ltd,AVX,0.024,0.115,0.115,,,,,,,,
Bluglass Ltd,BLG,0.105,0.11,0.11,,,,,,,,
Brainz Instruments opt may11,BZIO,0.03,-,-,,,,,,,,
Calliden Grp,CIX,0.23,0.245,0.24,,,,,,,,
CO2 Grp Ltd opt nov11,COZO,0.029,0.038,0.038,,,,,,,,
Diatreme Res,DRX,0.07,0.078,0.079,,,,,,,,
East Coast Min,ECM,0.035,0.045,0.045,,,,,,,,
Eastland Medical opt may11,EMSO,0.007,0.016,0.016,,,,,,,,
Energy And Min,EMA,0.17,0.175,0.175,,,,,,,,
Eromanga Hydro,ERH,0.065,0.074,0.08,,,,,,,,
Farm Pride Foods,FRM,0.15,0.18,0.18,,,,,,,,
Greater Bendigo Gold,GBM,0.023,0.028,0.025,,,,,,,,
Greenpower Enrgy,GPP,0.045,0.069,0.064,,,,,,,,
Hire Intelligence,HII,0.105,0.12,0.14,,,,,,,,
Karmelsonix Ltd,KSX,0.023,0.026,0.027,,,,,,,,
Magnetic Res ctg,MAUCA,0.12,0.15,0.2,,,,,,,,
Monaro Min NL,MRO,0.054,0.065,0.069,,,,,,,,
Novarise Renew Res,NOE,0.2,0.22,0.245,,,,,,,,
Nufarm Ltd,NUF,6.24,6.62,7.034,,,,,,,,
ORH Ltd,ORH,0.027,0.028,0.03,,,,,,,,
Paradigm Metals,PDM,0.027,0.032,0.034,,,,,,,,
Probiotec Ltd,PBP,1.425,1.47,1.6,,,,,,,,
Sigma Pharmaceutical,SIP,0.36,0.365,0.41,,,,,,,,
Sino Gas Energy,SEH,0.046,0.065,0.07,,,,,,,,
Willmott Forests pref,WFLPA,55.101,56,60.5,,,,,,,,
