Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4856.7 at 16:34 29/12/2009  Report at 17:15 Tuesday 29/12/2009. Processed 17:24 Tuesday 29/12/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Antares Energy,AZZ,0.635,0.57,0.485,,,,,,,,
APA Grp stpld,APA,3.59,3.5,3.29,,,,,,,,
Aquarius Platinum,AQP,7.45,7.05,6.66,,,,,,,,
Aquila Res,AQA,10.65,10.3,10.455,,,,,,,,
Ardent Leisure Grp stp,AAD,1.715,1.68,1.525,,,,,,,,
Asciano Grp stpld,AIO,1.885,1.78,1.67,,,,,,,,
Astivita Renewables,AIR,1.1,1.05,-,,,,,,,,
Aust Bauxite Ltd,ABZ,0.46,0.31,-,,,,,,,,
AXA Asia Pacific,AXA,6.58,6.56,6,,,,,,,,
Batavia Min,BTV,0.145,0.135,0.12,,,,,,,,
BHP Billiton Ltd,BHP,43.2,42.65,41.99,,,,,,,,
Brockman Res,BRM,2.5,2.3,2.15,,,,,,,,
Buka Gold Ltd,BKG,0.14,0.1,0.1,,,,,,,,
Centennial Coal,CEY,4.11,3.95,3.62,,,,,,,,
Chandler Macleod,CMG,0.24,0.23,0.2,,,,,,,,
Charter Hall Grp forus,CHC,0.72,0.715,0.65,,,,,,,,
Cochlear Ltd,COH,69.67,69.09,64.41,,,,,,,,
C'wlth Bank  of Aust  perls v,CBAPA,207.4,207.2,206.98,,,,,,,,
Computershare Ltd,CPU,11.5,11.45,11.14,,,,,,,,
CSG Ltd,CSV,2.12,1.995,1.85,,,,,,,,
E-Com Multi Ltd,ECE,0.01,0.008,0.004,,,,,,,,
Eldorado Gold cdi 1:1,EAU,16.21,16,-,,,,,,,,
Fantastic Hldgs,FAN,4.29,3.99,4.15,,,,,,,,
Forge Grp Ltd,FGE,2.5,2.27,2.08,,,,,,,,
Gloucester Coal,GCL,9.18,8.5,6.38,,,,,,,,
Healthscope Ltd,HSP,5.14,5.09,4.93,,,,,,,,
Hillgrove Res Ltd,HGO,0.43,0.41,0.355,,,,,,,,
IMX Res Ltd,IXR,0.425,0.385,0.4,,,,,,,,
Incitec Pivot,IPL,3.57,3.49,3.01,,,,,,,,
iShares MSCI Em Mkts cdi 1:1,IEM,48.29,48.1,45.59,,,,,,,,
iShares S&P Mcap 400 cdi 1:1,IJH,83.43,82.8,76.28,,,,,,,,
Macarthur Coal,MCC,11.13,10.4,10.62,,,,,,,,
Magellan Fin Grp,MFG,0.92,0.87,0.82,,,,,,,,
Magellan Flagship,MFF,0.63,0.625,0.62,,,,,,,,
Marion Energy opt dec11,MAEO,0.034,0.032,-,,,,,,,,
Matrix C & E Ltd,MCE,1.9,1.85,1.53,,,,,,,,
Matsa Res,MAT,0.35,0.32,0.315,,,,,,,,
Milton Corp,MLT,18.29,18.19,18.14,,,,,,,,
Multiplex Sites sites,MXUPA,84.75,82.5,76.5,,,,,,,,
Murchison Metals,MMX,2.53,2.4,1.83,,,,,,,,
Nexus Bonds Ltd nexus3,NXBHC,80,72,75.5,,,,,,,,
Panax Geothermal opt dec11,PAXO,0.032,0.031,-,,,,,,,,
PaperlinX Sps Tr pref,PXUPA,57,56,48,,,,,,,,
Patties Foods Ltd,PFL,1.545,1.365,1.29,,,,,,,,
Perilya Ltd,PEM,0.7,0.65,0.53,,,,,,,,
Powerlan Ltd,PWR,0.087,0.084,0.074,,,,,,,,
REA Grp,REA,9.6,9.35,8.73,,,,,,,,
Red River Res,RVR,0.165,0.13,0.08,,,,,,,,
Regis Reources,RRL,0.685,0.655,0.615,,,,,,,,
  opt jan14,RRLO,0.35,0.29,0.33,,,,,,,,
Robust Res,ROL,2.39,1.92,0.695,,,,,,,,
SAI Global Ltd,SAI,4.07,3.9,3.7,,,,,,,,
Sirtex Medical,SRX,7.35,7.26,7.238,,,,,,,,
Sonic Healthcare,SHL,15.26,15.12,14.44,,,,,,,,
Stanmore Coal Ltd,SMR,0.8,0.77,-,,,,,,,,
Starpharma Hldgs,SPL,0.715,0.695,0.615,,,,,,,,
Summit Res rts 29dec,SMMR,0.2,0.005,-,,,,,,,,
Ten Network Hldgs,TEN,1.645,1.59,1.59,,,,,,,,
Tiaro Coal Ltd,TCM,0.335,0.26,0.23,,,,,,,,
Toll Option/Basket,TO2,11.912,11.724,11.517,,,,,,,,
Trafford Res,TRF,0.78,0.72,0.285,,,,,,,,
Virgin Blue Hldgs,VBA,0.585,0.575,0.55,,,,,,,,
Wesfarmers Ltd,WES,31.24,30.28,29.95,,,,,,,,
  part prot,WESN,31.26,30.33,30.07,,,,,,,,
Whitehaven Coal,WHC,5,4.94,4.55,,,,,,,,
Wotif Com Hldgs,WTF,6.96,6.55,6.6,,,,,,,,
Wridgways Aust,WWA,2.88,2.8,2.72,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Alcyone Res Ltd,AYN,0.039,0.04,0.044,,,,,,,,
Aspermont Ltd,ASP,0.135,0.14,0.14,,,,,,,,
Brumby Res opt jan10,BMYO,0.003,0.004,0.01,,,,,,,,
Energy And Min opt jul11,EMAO,0.042,0.048,0.057,,,,,,,,
Exoma Energy Ltd opt sep12,EXEOA,0.075,0.08,0.1,,,,,,,,
Fairstar Res opt aug11,FASOA,0.018,0.019,0.02,,,,,,,,
Outback Metals opt dec10,OUMO,0.005,0.012,0.01,,,,,,,,
White Canyon Uranium opt jan10,WCUO,0.01,0.012,0.02,,,,,,,,
