Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4588.8 at 16:39 12/2/2010  Report at 19:05 Friday 12/2/2010. Processed 19:16 Friday 12/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Adelphi Energy,ADI,0.22,0.2,0.185,,,,,,,,
Aurora Min Ltd,ARM,1.26,1.07,1.12,,,,,,,,
Ausgold Ltd opt mar13,AUCO,0.06,0.039,-,,,,,,,,
Australand Assets assets,AAZPB,87.49,83.6,85.3,,,,,,,,
Chandler Macleod,CMG,0.255,0.245,0.25,,,,,,,,
Logicamms Ltd,LCM,1.02,0.95,0.96,,,,,,,,
Macq Telecom Gp,MAQ,5.35,5.14,5.15,,,,,,,,
OceanaGold Corp cdi,OGC,2.37,2.14,2.19,,,,,,,,
PaperlinX Sps Tr pref,PXUPA,63.5,63.3,62.5,,,,,,,,
Samson Oil & Gas,SSN,0.031,0.02,0.018,,,,,,,,
  opt dec12,SSNO,0.02,0.011,0.011,,,,,,,,
Seven Network   ,SEV,7.29,6.82,7.09,,,,,,,,
SMS Management,SMX,6.46,6.15,6.29,,,,,,,,
Ten Network Hldgs,TEN,1.825,1.65,1.745,,,,,,,,
Wilson Htm Invest,WIG,2.06,2.05,2.05,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Austin Explore opt nov11,AKKO,0.012,0.013,0.017,,,,,,,,
Boss Energy Ltd,BOE,0.039,0.046,0.046,,,,,,,,
Energia Min Ltd,EMX,0.115,0.14,0.155,,,,,,,,
Forest Enterprises,FEA,0.047,0.054,0.064,,,,,,,,
Geodynamics Ltd,GDY,0.74,0.75,0.8,,,,,,,,
Goldminex Res,GMX,0.305,0.365,0.43,,,,,,,,
Humanis Grp Ltd opt aug11,HUMO,0.001,0.002,0.002,,,,,,,,
Mineral Commodities,MRC,0.027,0.036,0.038,,,,,,,,
Palamedia Ltd,PMX,0.003,0.004,0.004,,,,,,,,
Rubianna Res Ltd,RRE,0.185,0.2,0.195,,,,,,,,
Skywest Airlines cdi 1:1,SXR,0.215,0.235,0.23,,,,,,,,
