Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4412.8 at 16:36 24/5/2010  Report at 19:05 Monday 24/5/2010. Processed 19:07 Monday 24/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Ideas Intl,IDE,0.38,0.35,0.25,,,,,,,,
Midwinter Resourc,MWN,0.18,0.175,0.17,,,,,,,,
Orion Metals Ltd opt feb11,ORMO,0.011,0.01,-,,,,,,,,
Siburan Res Ltd,SBU,0.255,0.245,-,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Advance Energy,AVD,0.025,0.037,0.037,,,,,,,,
Aii200industrials etf unt,IDD,3.48,3.78,3.94,,,,,,,,
Altium Ltd,ALU,0.21,0.23,0.235,,,,,,,,
Bowen Energy Ltd,BWN,0.06,0.071,0.074,,,,,,,,
Capital Min,CMY,0.03,0.037,0.044,,,,,,,,
Cauldron Energy,CXU,0.225,0.255,0.285,,,,,,,,
Eldore Min opt dec12,EDMOA,0.005,0.006,0.006,,,,,,,,
Energy And Min opt jul11,EMAO,0.029,0.03,0.031,,,,,,,,
Fluorotechnics,FLS,0.15,0.171,0.171,,,,,,,,
Geodynamics Ltd,GDY,0.49,0.5,0.555,,,,,,,,
Gulf Res,GLF,0.017,0.018,0.018,,,,,,,,
Imugene Ltd,IMU,0.038,0.04,0.043,,,,,,,,
Miclyn Exp Offshr,MIO,1.41,1.5,1.66,,,,,,,,
Minotaur Explore,MEP,0.18,0.19,0.2,,,,,,,,
Nufarm Ltd,NUF,5.63,5.73,7.034,,,,,,,,
Orbital Corp Ltd,OEC,0.031,0.032,0.038,,,,,,,,
Orion Pet Ltd opt sep10,OIPO,0.001,0.002,0.002,,,,,,,,
Primary Health Care,PRY,3.7,3.71,4.06,,,,,,,,
Pro Medicus Ltd   ,PME,0.545,0.56,0.585,,,,,,,,
Probiotec Ltd,PBP,1.25,1.3,1.6,,,,,,,,
Razor Risk Tech,RZR,0.023,0.027,0.025,,,,,,,,
Seven Grp Hldgs,SVW,6.22,6.49,7.4,,,,,,,,
Sth American Cor,SAY,0.04,0.044,0.042,,,,,,,,
Sthn Hem Min cdi,SUH,0.33,0.35,0.465,,,,,,,,
Terrain Min,TMX,0.028,0.033,0.036,,,,,,,,
USCOM Ltd,UCM,0.4,0.455,0.49,,,,,,,,
Verticon Grp Ltd,VGP,0.003,0.004,0.004,,,,,,,,
