Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4500.7 at 16:37 17/5/2010  Report at 19:05 Monday 17/5/2010. Processed 19:11 Monday 17/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Adamus Res,ADU,0.58,0.555,0.505,,,,,,,,
Adelphi Energy,ADI,0.42,0.295,0.33,,,,,,,,
Alpha Financial Prod ser1frn12,AFPHA,34,33.5,31,,,,,,,,
ASG Grp Ltd,ASZ,1.48,1.46,1.475,,,,,,,,
Aurora Oil & Gas,AUT,0.8,0.71,0.68,,,,,,,,
BCD Res NL,BCD,0.18,0.098,0.095,,,,,,,,
Bougainville Copper,BOC,0.85,0.68,0.62,,,,,,,,
CBH Res Ltd,CBH,0.24,0.235,0.235,,,,,,,,
Cochlear Ltd,COH,77.65,77.15,77.12,,,,,,,,
Consolidated Global,CGI,0.037,0.035,0.035,,,,,,,,
DMC Min Ltd,DMM,0.55,0.545,0.52,,,,,,,,
Eldorado Gold cdi,EAU,20.15,20.05,16.56,,,,,,,,
ETFS Metals etfs ag,ETPMAG,22.06,21.8,19.95,,,,,,,,
ETFS Metals etfs gold,GOLD,138.97,135.64,124.52,,,,,,,,
Eureka Energy Ltd,EKA,0.21,0.16,0.14,,,,,,,,
Gryphon Min Ltd,GRY,0.9,0.76,0.78,,,,,,,,
Intrepid Mines,IAU,0.555,0.5,0.47,,,,,,,,
IPGA Ltd,IPP,0.58,0.475,0.375,,,,,,,,
Macarthurcook Ind Pr unt,MIF,0.41,0.39,0.335,,,,,,,,
Medusa Min Ltd,MML,4.89,4.87,4.73,,,,,,,,
Nyota Min Ltd,NYO,0.29,0.27,0.25,,,,,,,,
OceanaGold Corp cdi,OGC,3.15,3.1,2.76,,,,,,,,
Perseus Min Ltd,PRU,2.26,2.07,2.1,,,,,,,,
Pharmaxis Ltd,PXS,3.41,3.4,3.35,,,,,,,,
Royalco Res,RCO,0.55,0.5,0.48,,,,,,,,
Sierra Min opt dec10,SRMO,0.03,0.028,0.02,,,,,,,,
Silver Lake Resource,SLR,1.44,1.38,1.275,,,,,,,,
Viking Ash,VKA,0.37,0.36,-,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Aacl Hldgs Ltd,AAY,0.2,0.24,0.22,,,,,,,,
Aeris Environmental,AEI,0.062,0.078,0.075,,,,,,,,
Aii200financials etf unt,FIN,4.6,4.61,4.95,,,,,,,,
Apollo Min Ltd,AON,0.14,0.145,0.15,,,,,,,,
Arafura Pearls,APB,0.014,0.015,0.018,,,,,,,,
Ardent Leisure stp,AAD,1.1,1.125,1.33,,,,,,,,
Austock Grp Ltd,ACK,0.195,0.2,0.22,,,,,,,,
AWE Ltd,AWE,2.18,2.28,2.42,,,,,,,,
Black Range Min opt feb11,BLRO,0.012,0.013,0.016,,,,,,,,
Boart Longyear def,BLYDA,3.24,3.35,-,,,,,,,,
Carnarvon Pet,CVN,0.35,0.365,0.415,,,,,,,,
Contl Coal Ltd,CCC,0.042,0.046,0.048,,,,,,,,
Excela Ltd,EXA,0.46,0.48,0.485,,,,,,,,
Frankland River,FLR,0.013,0.022,0.02,,,,,,,,
GPT Grp stp  d,GPTDA,2.65,2.74,-,,,,,,,,
Graincorp Ltd,GNC,5.19,5.48,5.65,,,,,,,,
Green Rock Energy,GRK,0.019,0.022,0.025,,,,,,,,
Kuth Energy Ltd,KEN,0.065,0.078,0.08,,,,,,,,
Mastermyne Grp,MYE,0.97,1,-,,,,,,,,
Millepede Intl,MPD,0.005,0.006,0.006,,,,,,,,
Myer Hldgs Ltd,MYR,2.99,3.04,3.1,,,,,,,,
Nex Metals Explor opt nov11,NMEO,0.016,0.026,0.036,,,,,,,,
Po Valley Energy,PVE,0.28,0.295,0.35,,,,,,,,
Probiotec Ltd,PBP,1.3,1.425,1.6,,,,,,,,
Red Fork Energy,RFE,0.48,0.56,0.635,,,,,,,,
Runge Ltd,RUL,0.45,0.485,0.63,,,,,,,,
Russell High Div Etf etf unt,RDV,24.75,25.28,-,,,,,,,,
Seven Grp Hldgs pref,SVWPA,84.1,85,86.1,,,,,,,,
Superwoman Grp,SPG,0.005,0.007,0.008,,,,,,,,
Telecom Corp,TEL,1.59,1.67,1.635,,,,,,,,
Thomas & Coffey,THO,0.29,0.35,0.45,,,,,,,,
Transfield Serv Infr stp,TSI,0.7,0.72,0.794,,,,,,,,
TWT Grp Ltd,TWT,0.07,0.1,0.1,,,,,,,,
Uranium Equities,UEQ,0.087,0.09,0.115,,,,,,,,
