Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4676.1 at 16:47 16/12/2009  Report at 19:05 Wednesday 16/12/2009. Processed 19:20 Wednesday 16/12/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Ainsworth Game Tech 8% cn11,AGIG,0.95,0.82,0.82,,,,,,,,
AP Eagers Ltd,APE,12.9,10.85,11.65,,,,,,,,
Apollo Gas Ltd,AZO,0.48,-,-,,,,,,,,
Aurox Res 7%cnjun10,AXOG,0.82,0.81,0.81,,,,,,,,
Blackham Res opt oct11,BLKO,0.085,0.07,-,,,,,,,,
Centennial Coal,CEY,3.69,3.44,3.62,,,,,,,,
Colonial Res,CLN,0.19,0.1,0.091,,,,,,,,
Global Nickel Invest,GNI,0.066,0.044,0.045,,,,,,,,
Hansen Tech,HSN,0.67,0.655,0.64,,,,,,,,
Ideas Intl,IDE,0.25,0.2,0.2,,,,,,,,
iShares Glb Cons cdi 1:1,IXI,64.34,63.68,62.59,,,,,,,,
iShares MSCI Em Mkts cdi 1:1,IEM,46.12,46.11,45.59,,,,,,,,
Legend Corp,LGD,0.14,0.125,0.135,,,,,,,,
Lincoln Min opt jun10,LMLO,0.125,0.115,0.105,,,,,,,,
Ludowici Ltd,LDW,2.9,2.72,2.36,,,,,,,,
Marest tickets,MAZPA,107.852,107.8,107.6,,,,,,,,
MCM Entertainment Gr,MEG,0.23,0.205,0.2,,,,,,,,
Merchant House,MHI,0.17,0.145,0.145,,,,,,,,
Monitor Energy,MHL,0.01,0.006,0.004,,,,,,,,
  opt aug11,MHLO,0.003,0.002,0.001,,,,,,,,
News Corp b voting,NWS,17.07,16.29,16.16,,,,,,,,
  a nonvote,NWSLV,14.44,13.76,13.79,,,,,,,,
Noni B Ltd,NBL,1.35,1.18,1.26,,,,,,,,
Norfolk Grp,NFK,0.905,0.9,0.9,,,,,,,,
Polaris Metals NL,POL,0.82,0.77,0.815,,,,,,,,
REA Grp,REA,9.25,8.65,8.73,,,,,,,,
Robust Res,ROL,1.4,1.3,0.695,,,,,,,,
Trafford Res,TRF,0.485,0.42,0.285,,,,,,,,
Vita Life Sciences,VSC,0.22,0.21,0.2,,,,,,,,
Wilson Htm Invest,WIG,1.9,1.8,1.7,,,,,,,,
Wotif Com Hldgs,WTF,6.65,6.55,6.6,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Alchemia Ltd rts 16dec,ACLR,0.026,0.085,0.06,,,,,,,,
Apex Min NL,AXM,0.034,0.037,0.039,,,,,,,,
Aviva Corp,AVA,0.061,0.062,0.065,,,,,,,,
Carpathian Res,CPN,0.027,0.039,0.044,,,,,,,,
Citigold Corp Ltd,CTO,0.125,0.14,0.135,,,,,,,,
Commonwealth Prop new,CPAN,0.89,0.9,0.915,,,,,,,,
Ethan Min Ltd,ETH,0.15,0.165,-,,,,,,,,
Golden Gate Pet,GGP,0.028,0.035,0.036,,,,,,,,
  opt aug12,GGPO,0.011,0.014,0.014,,,,,,,,
Golden State Res,GDN,0.037,0.039,0.04,,,,,,,,
Goldminex Res,GMX,0.455,0.6,0.6,,,,,,,,
IDT Aust Ltd,IDT,1.36,1.38,1.39,,,,,,,,
Island Sky Aust,ISK,0.095,0.12,0.13,,,,,,,,
Marion Energy,MAE,0.105,0.12,0.115,,,,,,,,
Tatts Grp Ltd,TTS,2.33,2.36,2.37,,,,,,,,
