ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5060.6 at 2015-09-04T15:48:05. Report at Friday, September 4, 2015. Processed Saturday at 2015-09-05T01:00:11+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
BetaShares US Dollar etf unt,USD,14.08,13.80,13.80,,
Blackwall Prop Tr unt,BWR,1.26,1.25,1.25,,
Gateway Lifestyle stp,GTY,2.415,2.28,2.38,,
Globe Int'l,GLB,1.47,1.23,1.38,,
IPH,IPH,5.85,5.30,5.70,,
K2 Energy,KTE,.035,.026,.03,,
Kunene Res,KNE,.175,.031,.031,,
Longreach Oil,LGO,.007,.006,.006,,
oOh! Media,OML,3.07,2.90,2.90,,
Pilbara Minerals,PLS,.19,.12,.13,,
QMS Media,QMS,.96,.90,.90,,
Radar Iron,RAD,.04,.015,.015,,
UXC,UXC,1.135,1.115,1.115,,
West Wits Min,WWI,.02,.013,.014,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
Acrux,ACR,.575,.61,.61,,
Adairs,ADH,2.56,2.60,2.60,,
Alumina,AWC,1.18,1.21,1.21,,
Aust Foundation,AFI,5.76,5.80,5.80,,
Aust Vintage,AVG,.32,.335,.335,,
Avita Medical,AVH,.059,.066,.066,,
AWE,AWE,.72,.80,.80,,
Barrack St Invest,BST,.74,.78,.78,,
Beach Energy,BPT,.602,.65,.65,,
Cabcharge Aust,CAB,2.885,2.92,2.92,,
C'wlth Bank  of Aust,CBA,71.26,71.42,71.42,,
  nyr3qut,CBAPC,98.80,99.50,99.50,,
  nyr3qut,CBAPD,88.01,89.80,89.80,,
Costa Hldgs,CGC,1.77,1.89,1.89,,
Crown Resorts,CWN,10.67,11.21,11.21,,
  hym3qut,CWNHA,98.50,99.00,99.00,,
  hym3qut,CWNHB,90.30,91.00,91.00,,
CSR,CSR,2.95,3.05,3.05,,
Dick Smith Hldgs,DSH,1.345,1.527,1.485,,
Drillsearch Energy,DLS,.525,.60,.60,,
E & A,EAL,.095,.13,.13,,
Elemental Min opt jan16,ELMO,.024,.03,.025,,
Fletcher Bldg,FBU,6.32,6.33,6.33,,
Genworth Mortg Ins,GMA,2.42,2.50,2.50,,
"GI Dynamics, Inc cdi",GID,.032,.036,.036,,
Global Geoscience,GSC,.002,.004,.003,,
Lend Lease Grp stp,LLC,13.18,13.40,13.40,,
Minotaur Explore,MEP,.055,.058,.058,,
MMA Offshore,MRM,.44,.46,.46,,
National Aust Bank,NAB,29.19,29.40,29.40,,
  hyr3qu,NABHA,70.06,70.20,70.20,,
  lpyr3ut,NABPB,92.27,92.42,92.42,,
Netccentric cdi,NCL,.16,.175,.175,,
Northern Manganese,NTM,.008,.017,.013,,
Orocobre,ORE,1.56,1.565,1.565,,
Qld Mining Corp,QMN,.004,.005,.005,,
Qube Holdings,QUB,1.955,2.10,2.10,,
Retail Food Grp,RFG,4.29,4.70,4.62,,
Santos,STO,4.28,4.71,4.71,,
Seven West Media,SWM,.677,.76,.76,,
Silver Lake Res,SLR,.125,.135,.13,,
Sky Network TV,SKT,4.15,4.40,4.40,,
SPDR 200 Financials etf unt,OZF,18.75,18.94,18.94,,
Stockland stp,SGP,3.77,3.90,3.89,,
TPI Enterprises,TPE,2.80,3.00,2.90,,
Woolworths,WOW,25.065,25.12,25.12,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
