Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4882.7 at 14:54 31/12/2009  Report at 16:45 Thursday 31/12/2009. Processed 17:00 Thursday 31/12/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Abacus Prop new,ABPNA,0.435,0.43,-,,,,,,,,
Apollo Gas Ltd,AZO,0.675,0.48,-,,,,,,,,
Aquila Res,AQA,11.34,10.3,10.455,,,,,,,,
Augur Res Ltd,AUK,0.12,0.09,0.09,,,,,,,,
Austin Engineer,ANG,3.21,3,2.99,,,,,,,,
Batavia Min,BTV,0.175,0.135,0.12,,,,,,,,
  opt jun12,BTVO,0.075,0.045,0.043,,,,,,,,
BHP Billiton Ltd,BHP,43.32,42.65,41.99,,,,,,,,
Djerriwarrh Invest,DJW,4.65,4.63,4.51,,,,,,,,
Domino Pizza Enterpr,DMP,5.49,5.09,4.67,,,,,,,,
Downer EDI Ltd,DOW,9.35,9.05,9.24,,,,,,,,
Elders Ltd def,ELDDA,1.58,1.53,-,,,,,,,,
Gindalbie Metals,GBG,1.08,1,0.98,,,,,,,,
IOR Grp Ltd,IOR,1.25,-,-,,,,,,,,
Kasbah Res,KAS,0.074,0.061,0.063,,,,,,,,
Kilgore Oil & Gas opt jun12,KOGO,0.01,0.006,-,,,,,,,,
Macarthur Coal,MCC,11.25,10.4,10.62,,,,,,,,
Magellan Flagship,MFF,0.64,0.625,0.62,,,,,,,,
MAP Grp forus,MAP,3.04,2.94,2.91,,,,,,,,
Matrix C & E Ltd,MCE,2.05,1.85,1.53,,,,,,,,
McPherson's Ltd,MCP,3.48,3.27,3.36,,,,,,,,
Metrocoal Ltd,MTE,0.235,0.21,-,,,,,,,,
Monadelphous Grp,MND,14.49,13.85,13.99,,,,,,,,
Mooter Media Ltd,MMZ,0.01,0.008,0.008,,,,,,,,
Nex Metals Explor opt nov11,NMEO,0.075,0.07,0.07,,,,,,,,
Norfolk Grp,NFK,1.065,0.975,0.9,,,,,,,,
NRW Hldgs Ltd,NWH,2,1.96,1.9,,,,,,,,
OM Hldgs Ltd,OMH,1.99,1.85,1.975,,,,,,,,
Orica Ltd,ORI,26.14,25.76,25.91,,,,,,,,
Panax Geothermal opt dec11,PAXO,0.045,0.031,-,,,,,,,,
Regis Reources opt oct12,RRLOB,0.1,0.07,0.07,,,,,,,,
Sonic Healthcare,SHL,15.44,15.12,14.44,,,,,,,,
Southerncross Gold opt nov10,SXGO,0.016,0.013,-,,,,,,,,
Summit Res,SMM,2.24,2.08,2.168,,,,,,,,
Tandou Ltd,TAN,0.36,0.305,0.35,,,,,,,,
Tiaro Coal Ltd,TCM,0.37,0.26,0.23,,,,,,,,
Toll Option/Basket,TO2,11.839,11.724,11.517,,,,,,,,
Tower Ltd fpo nz,TWR,1.625,1.6,1.54,,,,,,,,
Virgin Blue Hldgs,VBA,0.59,0.575,0.55,,,,,,,,
Vngd Aus Shares etf unt,VAS,66,62.39,64,,,,,,,,
Wesfarmers Ltd,WES,31.5,30.28,29.95,,,,,,,,
  part prot,WESN,31.5,30.33,30.07,,,,,,,,
Whitehaven Coal,WHC,5.23,4.94,4.55,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Aspermont Ltd,ASP,0.11,0.14,0.14,,,,,,,,
Gateway Min,GML,0.06,0.065,0.074,,,,,,,,
Hydrotech Inter,HTI,0.006,0.007,0.008,,,,,,,,
IOR Grp Ltd,IOR,1.175,-,-,,,,,,,,
Spitfire Res opt jun10,SPIO,0.003,0.019,0.019,,,,,,,,
Victorian Gold Mines,VGM,0.16,0.17,-,,,,,,,,
