Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4689.6 at 16:47 17/12/2009  Report at 19:05 Thursday 17/12/2009. Processed 20:02 Thursday 17/12/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
3D Oil Ltd,TDO,0.34,0.275,0.285,,,,,,,,
Altera Res Ltd,AEA,0.125,0.115,0.12,,,,,,,,
AP Eagers Ltd,APE,13,10.85,11.65,,,,,,,,
APA Grp stpld,APA,3.4,3.33,3.29,,,,,,,,
Apollo Gas Ltd,AZO,0.5,-,-,,,,,,,,
Ausmelt Ltd,AET,0.98,0.95,0.77,,,,,,,,
AXA Asia Pacific,AXA,6.39,5.9,6,,,,,,,,
Centennial Coal,CEY,3.73,3.44,3.62,,,,,,,,
Global Nickel Invest,GNI,0.075,0.044,0.045,,,,,,,,
  opt jun12,GNIOA,0.02,-,-,,,,,,,,
Hansen Tech,HSN,0.68,0.655,0.64,,,,,,,,
iShares Glb Cons cdi 1:1,IXI,64.5,63.68,62.59,,,,,,,,
iShares MSCI Em Mkts cdi 1:1,IEM,46.67,46.11,45.59,,,,,,,,
iShares MSCI Sing cdi 1:1,ISG,12.92,12.8,12.63,,,,,,,,
Legend Corp,LGD,0.17,0.125,0.135,,,,,,,,
Lincoln Min,LML,0.455,0.4,0.35,,,,,,,,
Ludowici Ltd,LDW,2.97,2.72,2.36,,,,,,,,
Metrocoal Ltd,MTE,0.215,0.185,-,,,,,,,,
Navigator Res optnov11d,NAVO,0.047,-,-,,,,,,,,
News Corp b voting,NWS,17.49,16.29,16.16,,,,,,,,
  a nonvote,NWSLV,14.92,13.76,13.79,,,,,,,,
NKWE Platinum com,NKP,0.51,0.45,0.46,,,,,,,,
Noni B Ltd,NBL,1.38,1.18,1.26,,,,,,,,
Robust Res,ROL,1.63,1.3,0.695,,,,,,,,
Trafford Res,TRF,0.62,0.42,0.285,,,,,,,,
Virgin Blue Hldgs,VBA,0.575,0.54,0.55,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Apex Min NL,AXM,0.032,0.037,0.039,,,,,,,,
Energy And Min opt jul11,EMAO,0.048,0.056,0.057,,,,,,,,
Island Sky Aust,ISK,0.089,0.12,0.13,,,,,,,,
Marion Energy,MAE,0.1,0.12,0.115,,,,,,,,
Navigator Res optnov11d,NAVO,0.033,-,-,,,,,,,,
Raisama Ltd,RAI,0.48,0.49,-,,,,,,,,
Samson Oil & Gas opt dec12,SSNO,0.003,0.004,0.004,,,,,,,,
Sino Strategic Intl,SSI,0.3,0.53,0.315,,,,,,,,
Webster Ltd 9% cum pf,WBAPA,1.29,1.295,1.295,,,,,,,,
