Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4803.3 at 14:41 24/12/2009  Report at 15:41 Thursday 24/12/2009. Processed 15:58 Thursday 24/12/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Antares Energy,AZZ,0.57,0.45,0.485,,,,,,,,
APA Grp stpld,APA,3.5,3.41,3.29,,,,,,,,
Astivita Renewables,AIR,1.05,0.87,-,,,,,,,,
BHP Billiton Ltd,BHP,42.65,41.72,41.99,,,,,,,,
Blackham Res opt oct11,BLKO,0.12,0.095,-,,,,,,,,
Brookfield Bonds B 8.79%3m12,BZBHA,103,102,101.5,,,,,,,,
Carsales Com Ltd,CRZ,5.7,5.1,4.65,,,,,,,,
Colonial Res,CLN,0.26,0.19,0.091,,,,,,,,
  opt dec10,CLNO,0.06,0.001,0.001,,,,,,,,
C'wlth Bank  of Aust  perls v,CBAPA,207.2,205.6,206.98,,,,,,,,
Crusader Res,CAS,0.34,0.26,0.27,,,,,,,,
Djerriwarrh Invest,DJW,4.63,4.55,4.51,,,,,,,,
E-Com Multi Ltd,ECE,0.008,0.004,0.004,,,,,,,,
Eldorado Gold cdi 1:1,EAU,16,15.06,-,,,,,,,,
General Min Corp,GMM,0.21,-,-,,,,,,,,
GLG Corp Ltd,GLE,0.4,0.39,0.3,,,,,,,,
Gloucester Coal,GCL,8.5,7,6.38,,,,,,,,
GWA Intl,GWT,3.3,3.17,2.94,,,,,,,,
Healthscope Ltd,HSP,5.09,4.97,4.93,,,,,,,,
Hillgrove Res Ltd,HGO,0.41,0.4,0.355,,,,,,,,
Ideas Intl,IDE,0.3,0.28,0.2,,,,,,,,
iShares Glb Cons cdi 1:1,IXI,64.97,64.5,62.59,,,,,,,,
iShares MSCI Em Mkts cdi 1:1,IEM,48.1,47.78,45.59,,,,,,,,
iShares MSCI Sing cdi 1:1,ISG,13.5,13.04,12.63,,,,,,,,
iShares MSCI Taiwan cdi 1:1,ITW,18.5,14,14.01,,,,,,,,
iShares Russell 2000 cdi 1:1,IRU,72.12,69.08,64.88,,,,,,,,
iShares S&P Scap 600 cdi 1:1,IJR,63.65,60.79,57,,,,,,,,
Macq Telecom Gp,MAQ,5.3,4.75,4.1,,,,,,,,
Marion Energy opt dec11,MAEO,0.032,0.02,-,,,,,,,,
Matsa Res,MAT,0.32,0.26,0.315,,,,,,,,
Octanex NL,OXX,0.51,0.4,0.445,,,,,,,,
  opt dec10,OXXO,0.23,0.21,0.2,,,,,,,,
Ozgrowth Ltd,OZG,0.175,0.17,0.17,,,,,,,,
Panax Geothermal opt dec11,PAXO,0.031,-,-,,,,,,,,
Patties Foods Ltd,PFL,1.365,1.265,1.29,,,,,,,,
Perilya Ltd,PEM,0.65,0.61,0.53,,,,,,,,
Sirtex Medical,SRX,7.26,7.04,7.238,,,,,,,,
Stanmore Coal Ltd,SMR,0.77,0.46,-,,,,,,,,
Starpharma Hldgs,SPL,0.695,0.65,0.615,,,,,,,,
Summit Res rts 29dec,SMMR,0.005,-,-,,,,,,,,
United Overseas Aust,UOS,0.285,0.25,0.24,,,,,,,,
Warrnambool Cheese,WCB,3.52,2.9,2.06,,,,,,,,
Wesfarmers Ltd,WES,30.28,29.89,29.95,,,,,,,,
  part prot,WESN,30.33,29.98,30.07,,,,,,,,
Whitehaven Coal,WHC,4.94,4.7,4.55,,,,,,,,
Wridgways Aust,WWA,2.8,2.7,2.72,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
CMA Corp Ltd,CMV,0.053,0.059,0.074,,,,,,,,
Corum Grp Ltd,COO,0.01,0.03,0.018,,,,,,,,
Elders Ltd def,ELDDA,1.42,-,-,,,,,,,,
Proto Resource & opt dec11,PRWOB,0.013,0.02,0.015,,,,,,,,
Robe Aust Ltd,ROB,0.01,0.014,0.015,,,,,,,,
Sihayo Gold Ltd opt jan10,SIHOA,0.001,0.004,0.004,,,,,,,,
