ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4472.6 at 2012-10-04T16:49:06. Report at Thursday, October 4, 2012. Processed Friday at 2012-10-05T01:00:07+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Acer Energy,ACN,.27,.21,.21,,
AGL Energy frn jun39,AGKHA,102.60,101.60,101.60,,
Air New Zealand,AIZ,1.02,.93,.93,,
ANZ Banking Grp,ANZ,25.36,24.83,24.98,,
  frn jun22,ANZHA,105.00,102.15,102.15,,
Asian Masters Fund,AUF,.96,.92,.92,,
Aust Leaders Fund,ALF,1.305,1.295,1.295,,
Aust Oriental Min,AOM,.003,.002,.002,,
Australand Prop stp,ALZ,3.13,2.98,2.98,,
BetaShares Gold etf unt,QAU,18.66,18.17,18.17,,
Beyond Int'l,BYI,.90,.82,.85,,
Breville Grp,BRG,6.03,5.75,5.75,,
BWP Trust unt,BWP,2.07,2.02,2.03,,
Caltex Aust notesep37,CTXHA,102.60,102.00,102.00,,
Carlton Invest,CIN,18.15,17.65,17.65,,
carsales.com,CRZ,7.99,7.77,7.77,,
Cash Convert,CCV,.835,.79,.80,,
Cauldron Energy,CXU,.35,.23,.23,,
Citation Res opt dec15,CTRO,.025,-,-,,
Clime Capital,CAM,1.00,.975,.975,,
Coral Sea Pet,CSP,.355,.30,.32,,
Cryosite,CTE,.31,.30,.30,,
Elders hybrids,ELDPA,44.80,42.00,42.00,,
Energio,EIO,.265,.235,.235,,
Energy Developments,ENE,2.95,2.86,2.86,,
ETFS Natural Gas,ETPGAS,.13,.125,.125,,
Excelsior Gold,EXG,.19,.18,.18,,
Fisher & Paykel App,FPA,1.03,.96,.96,,
Flight Centre,FLT,25.55,23.99,25.13,,
G8 Education,GEM,1.365,1.36,1.36,,
Goodman Grp forus,GMG,4.345,4.11,4.20,,
Hunter Hall Global,HHV,.775,.76,.76,,
iiNet,IIN,4.01,3.73,3.83,,
Insurance Aust Grp,IAG,4.56,4.43,4.46,,
iShares Glb Health cdi,IXJ,64.09,62.50,62.50,,
iShares Global 100 cdi,IOO,62.12,61.60,61.60,,
iShares S&P 500 cdi,IVV,143.90,141.90,142.50,,
iShares S&P Mcap 400 cdi,IJH,97.39,96.90,97.38,,
Isonea rts18octd,ISNRA,.002,-,-,,
Korvest,KOV,6.55,6.12,6.12,,
Mesbon China Nylon,MES,.34,.335,.335,,
Mirvac Grp stp,MGR,1.53,1.455,1.465,,
Mortgage Choice,MOC,1.60,1.56,1.56,,
MZI Resources,MZI,.037,.033,.035,,
  opt dec13,MZIO,.016,.014,.015,,
National Aust Bank notejun22,NABHB,102.60,101.95,101.95,,
News Corp b voting,NWS,24.83,24.19,24.25,,
  a nonvote,NWSLV,24.51,23.92,24.04,,
Objective Corp,OCL,.55,.52,.52,,
Payce Consolidated,PAY,3.40,3.33,3.33,,
Peak Res opt jul14,PEKO,.055,.04,.045,,
Phoenix Gold,PXG,.39,.35,.38,,
REA Grp,REA,17.26,15.91,16.45,,
Russell  Aust Value etf unt,RVL,26.50,26.03,26.10,,
Silver Chef,SIV,4.43,4.24,4.25,,
