Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4702.7 at 16:39 15/9/2010  Report at 19:05 Wednesday 15/9/2010. Processed 19:07 Wednesday 15/9/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
Regis Res,RRL,1.57,1.52,1.25,,,,,,,,
Renaissance Min,RNS,0.27,0.205,0.215,,,,,,,,
Resolute Min,RSG,1.305,1.235,0.92,,,,,,,,
  12% cn12,RSGG,1.295,1.21,0.9,,,,,,,,
  opt dec11,RSGO,0.71,0.63,0.38,,,,,,,,
Resource Star Ltd opt sep12,RSLO,0.027,0.024,0.025,,,,,,,,
Richmond Min,RHM,0.375,0.37,0.35,,,,,,,,
Russell High Div Etf etf unt,RDV,25.86,25.52,24.95,,,,,,,,
Saracen Min,SAR,0.575,0.54,0.485,,,,,,,,
  opt jun13,SARO,0.36,0.195,0.195,,,,,,,,
Scott Corp,SCC,0.525,0.48,0.395,,,,,,,,
Silver Mines Ltd,SVL,0.18,0.17,0.17,,,,,,,,
Sovereign Metals,SVM,0.17,0.15,0.14,,,,,,,,
St Barbara Ltd,SBM,0.45,0.39,0.345,,,,,,,,
Technology One,TNE,0.92,0.89,0.895,,,,,,,,
Troy Res NL,TRY,3.07,2.92,2.69,,,,,,,,
Webfirm Grp Ltd,WFM,0.19,0.16,0.165,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Gulf Mines Ltd,GLM,0.014,0.015,0.016,,,,,,,,
Karmelsonix Ltd,KSX,0.013,0.014,0.016,,,,,,,,
Legacy Iron Ore opt dec12,LCYOA,0.016,0.018,0.017,,,,,,,,
Mineral Commodities opt dec12,MRCO,0.006,0.01,0.01,,,,,,,,
Odyssey Gaming,ODG,0.02,0.03,0.03,,,,,,,,
Panorama Synergy,PSY,0.098,0.11,0.1,,,,,,,,
Patrys Ltd,PAB,0.08,0.085,0.091,,,,,,,,
Phylogica Ltd rts 17sep,PYCR,0.001,0.002,-,,,,,,,,
Powerlan Ltd,PWR,0.03,0.032,0.032,,,,,,,,
Prime Financial,PFG,0.15,0.155,0.16,,,,,,,,
Prophecy Intl ,PRO,0.23,0.25,0.29,,,,,,,,
Stirling Res,SRE,0.044,0.051,0.05,,,,,,,,
Two Way Ltd,TTV,0.027,0.03,0.028,,,,,,,,
