ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5007.0 at 2013-03-27T16:54:05. Report at Wednesday, March 27, 2013. Processed Thursday at 2013-03-28T01:00:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
360 Cap Indust Fund ord unt,TIX,.51,.47,.50,,
Ambassador Oil & Gas,AQO,.245,.22,.235,,
AMCB Fund No 5,AKY,81.46,80.98,80.51,,
Atrum Coal,ATU,1.09,.86,.70,,
Axiom Prop,AXI,.039,.031,.031,,
Brierty,BYL,.49,.445,.43,,
Cash Convert,CCV,1.49,1.32,1.35,,
Chandler Macleod,CMG,.607,.59,.60,,
DUET Grp forus,DUE,2.305,2.265,2.24,,
Ecosave Hldgs,ECV,1.80,1.56,1.43,,
ERM Power,EPW,2.70,2.64,2.50,,
Esperance Min,ESM,.17,.12,.077,,
Fiducian Portfolio,FPS,1.11,1.10,1.10,,
Fonterra S/H Fund ord unt,FSF,6.05,5.65,6.00,,
G8 Education,GEM,2.13,2.10,1.955,,
GBST Hldgs,GBT,1.30,1.27,1.28,,
Lion Selection Grp opt dec14,LSXO,.085,.08,-,,
Mongolian Res,MRF,.20,.004,.004,,
National Aust Bank cps,NABPA,99.90,99.75,-,,
Navitas,NVT,5.35,5.30,5.23,,
Pacific Brands,PBG,.90,.87,.847,,
Premier Invest,PMV,8.53,8.18,7.98,,
RBS Google,RBSGOO,771.53,767.93,770.00,,
REA Grp,REA,28.14,27.49,27.24,,
Rubik Financial,RFL,.16,.145,.145,,
Silver Chef,SIV,7.42,6.85,6.40,,
SPDRWorld ex Aust etf unt,WXOZ,15.20,15.10,-,,
Specialty Fashion,SFH,1.22,1.12,1.045,,
Supply Net,SNL,1.82,1.77,1.66,,
Villa World Grp,VLW,1.03,1.025,.96,,
Vita Life Sciences,VSC,1.25,1.04,.81,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
A-Cap Res,ACB,.09,.095,.11,,
Alligator Energy,AGE,.048,.055,.06,,
Arafura Resources,ARU,.135,.145,.165,,
Audio Pixels,AKP,3.60,4.05,4.60,,
Auroch Min,AOU,.195,.23,.22,,
Avalon Minerals,AVI,.058,.06,.067,,
Bandanna Energy,BND,.165,.17,.24,,
BCD Res,BCD,.04,.042,.046,,
Carbine Tungsten,CNQ,.063,.066,.067,,
Carnarvon Pet,CVN,.049,.052,.058,,
Cobar Cons Res,CCU,.265,.30,.33,,
Cockatoo Coal,COK,.065,.076,.11,,
Dart Energy,DTE,.10,.11,.125,,
Eumeralla Res,EUM,.092,.10,.11,,
Galaxy Res,GXY,.29,.33,.37,,
GBM Resources,GBZ,.02,.022,.027,,
General Min Corp,GMM,.029,.032,.035,,
Geodynamics,GDY,.085,.093,.10,,
Gladiator Res,GLA,.014,.015,.018,,
Golden Deeps,GED,.04,.049,.042,,
Gunson Res,GUN,.048,.05,.051,,
Hastings Rare Metals,HAS,.06,.062,.08,,
Hawkley Oil & Gas,HOG,.092,.096,.125,,
Int'l Goldfields,IGS,.012,.013,.018,,
Ironbark Zinc,IBG,.054,.064,.077,,
Ivanhoe Aust,IVA,.27,.295,.365,,
Lachlan Star,LSA,.50,.595,.79,,
Lindian Res,LIN,.05,.055,.066,,
Marengo Min cdi,MMC,.12,.125,.13,,
Matrix C & E,MCE,1.08,1.09,1.46,,
MetroCoal,MTE,.087,.09,.125,,
MGT Res,MGS,.06,.08,.095,,
Naracoota Res opt sep15,NRRO,.004,.005,.006,,
New Horizon Coal,NHO,.06,.07,.07,,
Nex Metals Explore,NME,.013,.021,.021,,
OBJ opt jun13,OBJO,.002,.007,.006,,
OZ Minerals,OZL,5.14,5.24,6.25,,
Pharmaxis,PXS,.315,.43,.555,,
Red 5,RED,.825,.85,.855,,
Regalpoint Res,RGU,.015,.02,.017,,
Sandfire Res,SFR,6.03,6.14,6.68,,
Sovereign Gold,SOC,.18,.195,.19,,
Southern Gold,SAU,.029,.03,.034,,
Straits Resources,SRQ,.04,.041,.047,,
Tanami Gold,TAM,.135,.16,.205,,
Tap Oil,TAP,.605,.61,.64,,
Teranga Gold cdi,TGZ,1.06,1.13,1.225,,
Terramin Aust,TZN,.017,.019,.021,,
Trafford Res,TRF,.135,.14,.165,,
Unity Min,UML,.092,.095,.098,,
Vector Res opt jan15,VECOA,.003,.009,.007,,
Viking Ashanti,VKA,.045,.054,.063,,
Whitehaven Coal,WHC,2.015,2.16,2.755,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
