Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4479.7 at 16:36 11/8/2010  Report at 19:05 Wednesday 11/8/2010. Processed 19:18 Wednesday 11/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Advanced Share,ASW,0.75,0.68,0.695,,,,,,,,
ANZ Banking Grp pref,ANZPA,104.75,104.5,104.3,,,,,,,,
Burey Gold Ltd opt jun11,BYRO,0.02,0.015,0.013,,,,,,,,
Exco Res Ltd,EXS,0.395,0.355,0.295,,,,,,,,
Great Western Exp,GTE,0.365,0.32,0.2,,,,,,,,
iiNet Ltd,IIN,3.13,2.97,2.92,,,,,,,,
Metminco Ltd opt dec12,MNCO,0.089,0.084,0.08,,,,,,,,
Pac Niugini Ltd,PNR,0.22,0.21,0.19,,,,,,,,
Richfield Internat,RIS,0.13,0.12,0.1,,,,,,,,
Silver Chef Ltd,SIV,3.2,2.9,3.07,,,,,,,,
Sterihealth Ltd,STP,2.18,2.15,1.8,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
A1 Min Ltd,AAM,0.12,0.15,0.15,,,,,,,,
Computershare Ltd,CPU,8.7,10.12,9.97,,,,,,,,
Dominion Min,DOM,1.935,2.07,2.15,,,,,,,,
Fisher & Paykel App,FPA,0.4,0.42,0.425,,,,,,,,
Gateway Min,GML,0.037,0.04,0.04,,,,,,,,
Golden State Res,GDN,0.024,0.028,0.028,,,,,,,,
Goodman Fielder,GFF,1.265,1.275,1.3,,,,,,,,
Kairiki Energy,KIK,0.09,0.099,0.095,,,,,,,,
Modena Res Ltd,MDA,0.023,0.025,0.028,,,,,,,,
OM Hldgs Ltd,OMH,1.335,1.385,1.405,,,,,,,,
Poseidon Nick Ltd,POS,0.17,0.175,0.18,,,,,,,,
Success Res Global,SGU,0.007,0.015,0.01,,,,,,,,
Trafford Res opt jul12,TRFO,0.115,0.12,-,,,,,,,,
Warehouse Grp,WHS,2.7,2.77,2.71,,,,,,,,
