Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4825.5 at 16:34 11/3/2010  Report at 19:05 Thursday 11/3/2010. Processed 19:11 Thursday 11/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Atlas Iron Ltd,AGO,2.47,2.16,2.27,,,,,,,,
Aurox Res,AXO,0.8,0.29,0.37,,,,,,,,
Aussie Q Res,AQR,0.79,0.54,0.47,,,,,,,,
BKM Management,BKM,0.013,0.004,0.004,,,,,,,,
Codan Ltd,CDA,1.43,1.34,1.3,,,,,,,,
Decmil Grp Ltd,DCG,1.6,1.48,1.55,,,,,,,,
Diploma Grp Ltd,DGX,0.55,0.5,0.52,,,,,,,,
Dulhunty Power,DUL,0.042,0.04,0.038,,,,,,,,
Finbar Grp Ltd,FRI,1.1,1.07,1.08,,,,,,,,
Giralia Res NL,GIR,2.1,1.88,1.74,,,,,,,,
Gladiator Res,GLA,0.38,0.315,0.245,,,,,,,,
GWA Intl,GWT,3.46,3.31,3.27,,,,,,,,
Headline Grp Ltd,HLD,0.34,0.23,0.235,,,,,,,,
Hunnu Coal Ltd,HUN,0.51,0.46,0.47,,,,,,,,
IPGA Ltd,IPP,0.265,0.189,0.156,,,,,,,,
Iron Ore Hldgs,IOH,2.71,2.4,2.5,,,,,,,,
iShares Russell 2000  1:1,IRU,74.31,72.29,70.76,,,,,,,,
iShares S&P SCap 600  1:1,IJR,64.68,61.88,60.98,,,,,,,,
MAC Services (The),MSL,2.85,2.65,2.55,,,,,,,,
Macmahon Hldgs,MAH,0.795,0.755,0.715,,,,,,,,
Mantra Res,MRU,5.86,5.8,5.75,,,,,,,,
Mooter Media Ltd,MMZ,0.022,0.016,0.019,,,,,,,,
OceanaGold Corp cdi,OGC,2.83,2.59,2.46,,,,,,,,
Orotongrp Ltd,ORL,7,6.35,6.2,,,,,,,,
Pac Star Net,PNW,0.06,0.05,0.041,,,,,,,,
Ramsay Health Care,RHC,13.85,13.08,12.66,,,,,,,,
REA Grp,REA,11.05,10.7,10.87,,,,,,,,
ResMed Inc cdi  10:1,RMD,6.66,6.64,6.55,,,,,,,,
Riviera Res opt dec14,RVEO,0.018,0.013,0.013,,,,,,,,
RP Data Ltd,RPX,1.255,1.08,0.99,,,,,,,,
Scott Corp,SCC,0.34,0.31,0.32,,,,,,,,
Sphere Min Ltd,SPH,1.7,1.29,1.34,,,,,,,,
Sth Cross Media stp,SXL,2.18,2.03,1.99,,,,,,,,
Vesture Ltd,VES,0.1,0.081,0.085,,,,,,,,
Virax Hldgs,VHL,0.155,0.14,0.15,,,,,,,,
  cn dec11,VHLG,0.27,0.23,0.23,,,,,,,,
Wild Acre Metals,WAC,0.25,0.225,-,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Admiralty Res,ADY,0.01,0.012,0.011,,,,,,,,
Bannerman Res,BMN,0.465,0.49,0.48,,,,,,,,
Carpathian Res,CPN,0.023,0.025,0.028,,,,,,,,
Eumundi Grp Ltd,EBG,0.055,0.065,0.065,,,,,,,,
Geodynamics Ltd,GDY,0.62,0.66,0.68,,,,,,,,
Marion Energy,MAE,0.047,0.055,0.064,,,,,,,,
Metal Storm Ltd,MST,0.013,0.015,0.017,,,,,,,,
Nexbis Ltd,NBS,0.135,0.145,0.15,,,,,,,,
Northern Uranium rts24mard,NTURA,0.017,0.026,-,,,,,,,,
ORH Ltd,ORH,0.03,0.032,0.032,,,,,,,,
Rand Min NL,RND,0.21,0.35,0.35,,,,,,,,
Republic Gold Ltd opt jun10,RAUO,0.001,0.002,0.002,,,,,,,,
Reverse Corp Ltd,REF,0.17,0.18,0.265,,,,,,,,
Shree Min Ltd,SHH,0.15,0.155,0.155,,,,,,,,
