Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4570.4 at 16:34 15/2/2010  Report at 19:05 Monday 15/2/2010. Processed 19:15 Monday 15/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Adelphi Energy,ADI,0.23,0.22,0.185,,,,,,,,
Aurora Oil & Gas,AUT,0.445,0.41,0.35,,,,,,,,
Ausgold Ltd opt mar13,AUCO,0.07,0.06,-,,,,,,,,
Australand Assets assets,AAZPB,87.5,87.49,85.3,,,,,,,,
Bendigo & Adelaide,BEN,10.48,10,10.44,,,,,,,,
Chandler Macleod,CMG,0.28,0.255,0.25,,,,,,,,
Clover Corp,CLV,0.315,0.295,0.31,,,,,,,,
Diploma Grp Ltd,DGX,0.47,0.4,0.4,,,,,,,,
GEO Prop Grp stpld,GPM,0.22,0.19,0.195,,,,,,,,
Hunnu Coal Ltd,HUN,0.42,0.41,-,,,,,,,,
Iron Ore Hldgs,IOH,2.5,2.4,2.46,,,,,,,,
Logicamms Ltd,LCM,1.05,1.02,0.96,,,,,,,,
OceanaGold Corp cdi,OGC,2.38,2.37,2.19,,,,,,,,
Samson Oil & Gas,SSN,0.037,0.031,0.018,,,,,,,,
  opt dec12,SSNO,0.023,0.02,0.011,,,,,,,,
SMS Management,SMX,6.5,6.46,6.29,,,,,,,,
Ten Network Hldgs,TEN,1.845,1.825,1.745,,,,,,,,
Warrnambool Cheese,WCB,3.75,3.6,3.65,,,,,,,,
Western Uranium,WTN,0.895,0.72,0.79,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Advance Energy 9.5% cn15,AVDG,1.02,1.025,-,,,,,,,,
Bannerman Res,BMN,0.505,0.575,0.655,,,,,,,,
Digislide Hldgs,DGI,0.23,0.24,0.235,,,,,,,,
Forest Enterprises,FEA,0.045,0.047,0.064,,,,,,,,
Geothermal Res,GHT,0.28,0.295,0.33,,,,,,,,
Gulf Mines Ltd,GLM,0.021,0.023,0.038,,,,,,,,
Helix Res opt may11,HLXOA,0.02,0.025,0.03,,,,,,,,
ICSGlobal Ltd,ICS,0.02,0.024,0.021,,,,,,,,
Imugene Ltd,IMU,0.053,0.063,0.07,,,,,,,,
Lindian Res opt dec11,LINOA,0.035,0.05,0.1,,,,,,,,
Marion Energy,MAE,0.075,0.077,0.11,,,,,,,,
Media Grp Int Ltd,MUI,0.01,0.011,0.011,,,,,,,,
Norfolk Grp rts 19feb,NFKR,0.005,0.022,-,,,,,,,,
Telezon Ltd,TLZ,0.1,0.12,0.15,,,,,,,,
Thomas & Coffey,THO,0.49,0.5,0.53,,,,,,,,
Universal Res def,URLDA,0.16,0.18,-,,,,,,,,
