Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4506.2 at 16:37 3/6/2010  Report at 19:05 Thursday 3/6/2010. Processed 19:13 Thursday 3/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Austex Oil Ltd opt dec11,AOKO,0.035,0.034,0.034,,,,,,,,
Eldorado Gold cdi,EAU,20.78,20.4,20.4,,,,,,,,
Healthscope Ltd,HSP,5.62,5.3,5.56,,,,,,,,
Heartware Int Inc cdi,HIN,2.08,1.89,1.925,,,,,,,,
HGL Ltd,HNG,1.39,1.19,1.28,,,,,,,,
India Equities Fund,INE,0.61,0.585,0.605,,,,,,,,
Silver Lake Resource,SLR,1.685,1.425,1.44,,,,,,,,
STW Comms,SGN,1.015,0.94,0.97,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Adelaide Energy,ADE,0.1,0.135,0.135,,,,,,,,
Advance Energy,AVD,0.017,0.025,0.025,,,,,,,,
Augur Res Ltd opt jun10,AUKO,0.005,0.03,0.03,,,,,,,,
Ausamerican Min,AIW,0.038,0.049,0.045,,,,,,,,
Axiom Prop,AXI,0.022,0.025,0.025,,,,,,,,
CO2 Grp Ltd opt nov11,COZO,0.011,0.02,0.02,,,,,,,,
Fluorotechnics,FLS,0.13,0.15,0.15,,,,,,,,
GBM Rsources Ltd opt jun10,GBZO,0.001,0.008,0.005,,,,,,,,
Goldminex Res,GMX,0.205,0.215,0.215,,,,,,,,
Greater Bendigo Gold opt mar12,GBMOA,0.008,0.009,0.009,,,,,,,,
Hill End Gold,HEG,0.105,0.115,0.115,,,,,,,,
iSOFT Group Ltd,ISF,0.34,0.545,0.465,,,,,,,,
Metal Storm Ltd,MST,0.006,0.009,0.008,,,,,,,,
Mintails Ltd,MLI,0.017,0.019,0.019,,,,,,,,
Mithril Res opt sep11,MTHO,0.045,0.05,0.05,,,,,,,,
Mutiny Gold Ltd opt jun11,MYGO,0.01,0.013,0.013,,,,,,,,
Neptune Marine,NMS,0.21,0.235,0.235,,,,,,,,
Nexbis Ltd,NBS,0.1,0.11,0.105,,,,,,,,
Nomad Bld,NOD,0.115,0.15,0.15,,,,,,,,
Oilex Ltd,OEX,0.083,0.086,0.085,,,,,,,,
Panorama Synergy,PSY,0.105,0.15,0.15,,,,,,,,
Qmastor Ltd,QML,0.2,0.21,0.21,,,,,,,,
Rimfire Pacific,RIM,0.013,0.014,0.013,,,,,,,,
Rivercity Motorway stp,RCY,0.044,0.046,0.045,,,,,,,,
Rubicon Res,RBR,0.038,0.043,0.043,,,,,,,,
Scantech Ltd,SCD,0.21,0.235,0.235,,,,,,,,
Sinovus Min Ltd,SNV,0.016,0.019,0.019,,,,,,,,
Skilled Grp Ltd,SKE,1.18,1.26,1.19,,,,,,,,
Telecom Corp,TEL,1.475,1.5,1.5,,,,,,,,
United Orogen,UOG,0.027,0.03,0.03,,,,,,,,
White Canyon Uranium,WCU,0.09,0.099,0.095,,,,,,,,
