Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4654.2 at 16:36 13/9/2010  Report at 19:05 Monday 13/9/2010. Processed 19:13 Monday 13/9/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Adamus Res,ADU,0.69,0.645,0.6,,,,,,,,
Advanced Share,ASW,0.89,0.86,0.78,,,,,,,,
Agenix Ltd,AGX,0.047,0.035,0.017,,,,,,,,
AGL Energy Ltd,AGK,15.77,15.7,15.6,,,,,,,,
Ampella Min,AMX,2.49,2.48,1.95,,,,,,,,
ANZ Banking Grp pref,ANZPA,106,105,105.4,,,,,,,,
ARB Corp,ARP,7.46,7.2,6.85,,,,,,,,
Aurora Oil & Gas,AUT,1.18,1.1,1.17,,,,,,,,
Aust Education unt,AEU,0.695,0.68,0.69,,,,,,,,
Base Res Ltd,BSE,0.2,0.19,0.14,,,,,,,,
Bathurst Res,BTU,0.425,0.33,0.27,,,,,,,,
  opt dec10,BTUO,0.13,0.08,0.05,,,,,,,,
Bendigo & Adelaide pref,BENPC,95,94.95,93.2,,,,,,,,
CUE Energy Resource,CUE,0.36,0.35,0.31,,,,,,,,
Dart Energy Ltd,DTE,0.99,0.915,0.84,,,,,,,,
Decmil Grp Ltd,DCG,2.21,2.16,1.78,,,,,,,,
Elemental Min opt jan12,ELMO,0.3,0.25,0.25,,,,,,,,
Equatorial Res,EQX,0.74,0.66,0.5,,,,,,,,
European Gas,EPG,0.3,0.295,0.25,,,,,,,,
Forge Grp Ltd,FGE,3.93,3.82,3.5,,,,,,,,
Gryphon Min Ltd,GRY,1.25,1.18,0.97,,,,,,,,
Guildford Coal,GUF,0.385,0.355,0.345,,,,,,,,
Independence Grp,IGO,6.58,6.22,5.8,,,,,,,,
Infratil Ltd,IFZ,1.37,1.36,1.28,,,,,,,,
Jacka Res Ltd,JKA,0.235,0.23,0.195,,,,,,,,
Lynas Corp,LYC,1.34,1.275,1.05,,,,,,,,
Macq Atlas Roads stp,MQA,1.45,1.445,1.335,,,,,,,,
Magnum Min & Exp,MGU,0.15,0.14,0.14,,,,,,,,
Mastermyne Grp,MYE,1.2,1.19,1.165,,,,,,,,
McMillan Shakespeare,MMS,6.98,6.97,6.45,,,,,,,,
Medic Vision Ltd,MVH,0.08,0.075,0.064,,,,,,,,
Mineral Res,MIN,10.14,10.04,8.99,,,,,,,,
Mt Isa Metals,MET,0.3,0.26,0.24,,,,,,,,
Noble Min Res opt jul13,NMGOA,0.12,0.105,0.08,,,,,,,,
Northern Star,NST,0.125,0.12,0.11,,,,,,,,
Orica Ltd pref,ORIPB,98.25,97.05,96.99,,,,,,,,
Orotongrp Ltd,ORL,7.99,7.91,7.15,,,,,,,,
OZ Minerals,OZL,1.435,1.425,1.275,,,,,,,,
PanAust Ltd,PNA,0.705,0.685,0.61,,,,,,,,
Reckon Ltd,RKN,2.4,2.31,2.29,,,,,,,,
Regis Res,RRL,1.55,1.52,1.25,,,,,,,,
  opt jan14,RRLO,1.04,1.02,0.895,,,,,,,,
Resource And Invest,RNI,0.83,0.76,0.75,,,,,,,,
Rex Min Ltd,RXM,2.58,2.36,2.5,,,,,,,,
Ridley Corp,RIC,1.305,1.3,1.25,,,,,,,,
Ross Human Direction,RHD,0.76,0.675,0.64,,,,,,,,
Sandfire Res,SFR,6.33,6.13,5.94,,,,,,,,
Saracen Min,SAR,0.545,0.54,0.485,,,,,,,,
Scott Corp,SCC,0.51,0.48,0.395,,,,,,,,
Sedgman Ltd,SDM,1.93,1.9,1.77,,,,,,,,
Seymour Whyte Ltd,SWL,1.41,1.38,1.25,,,,,,,,
Stuart Pet Ltd,STU,0.73,0.7,0.62,,,,,,,,
Sundance Res,SDL,0.26,0.22,0.16,,,,,,,,
Super Cheap Auto ,SUL,6.24,6.18,5.88,,,,,,,,
Tawana Res NL,TAW,0.03,0.028,0.022,,,,,,,,
The Reject Shop,TRS,17.64,17.25,16.95,,,,,,,,
Truscott Min Corp,TRM,0.15,0.115,0.098,,,,,,,,
Wattyl Ltd,WYL,1.67,1.665,1.665,,,,,,,,
Wesfarmers Ltd,WES,34.24,34.18,32.28,,,,,,,,
  part prot,WESN,34.5,34.46,32.55,,,,,,,,
XState Res opt jun13,XSTO,0.082,0.021,0.08,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
AJ Lucas Grp,AJL,1.7,1.75,1.88,,,,,,,,
Austar United,AUN,0.835,0.855,0.915,,,,,,,,
AXG Min Ltd,AXC,0.011,0.012,0.014,,,,,,,,
Biotech Capital,BTC,0.125,0.145,0.145,,,,,,,,
Callabonna Uranium,CUU,0.006,0.007,0.007,,,,,,,,
Carpathian Res,CPN,0.02,0.021,0.025,,,,,,,,
Global Nickel Invest,GNI,0.023,0.025,0.03,,,,,,,,
GTI Res,GTR,0.038,0.041,0.045,,,,,,,,
Lincoln Min,LML,0.18,0.185,0.2,,,,,,,,
Medigard Ltd,MGZ,0.058,0.06,0.065,,,,,,,,
Patrys Ltd,PAB,0.082,0.085,0.091,,,,,,,,
Phylogica Ltd,PYC,0.052,0.054,0.056,,,,,,,,
Po Valley Energy,PVE,0.215,0.23,0.245,,,,,,,,
Sabina Corp,SAP,0.032,0.044,0.044,,,,,,,,
Schaffer Corp Ltd,SFC,4.45,4.65,4.61,,,,,,,,
