ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4344.9 at 2012-02-07T16:39:20. Report at Tuesday, February 7, 2012. Processed Thursday at 2012-02-09T12:10:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Aust Foundat 6.25% cn,AFIG,106.00,105.55,105.55,,
Baru Res Ltd opt dec16,BACO,.034,-,-,,
Beach Energy,BPT,1.63,1.56,1.54,,
Buru Energy,BRU,1.54,1.46,1.37,,
Cardno,CDD,6.37,6.01,6.01,,
Contango Capital,CCQ,.96,.91,.94,,
Copper Strike,CSE,.05,.047,.048,,
Draig Res Ltd,DRG,.535,.52,.52,,
Equator Resources,EQU,.24,.225,.23,,
Ironclad Min,IFE,.85,.765,.84,,
Jumbo Interactive,JIN,.62,.55,.575,,
Killara Res,KRA,.25,.22,.185,,
Korvest,KOV,4.84,4.55,4.55,,
Macmahon Hldgs,MAH,.76,.705,.68,,
Mantle Min Corp opt dec13,MNMOA,.088,.065,.052,,
MaxiTRANS Ind,MXI,.465,.44,.425,,
Minerals Corp,MSC,.025,.024,.022,,
Monadelphous Grp,MND,23.11,22.79,22.79,,
Nexus Bonds Ltd nexus4,NXBHD,76.01,71.60,71.60,,
NRW Hldgs,NWH,3.42,3.24,3.18,,
Papillon Res,PIR,1.00,.91,.805,,
  opt dec12,PIROA,.75,.69,.585,,
Razor Risk Tech,RZR,.035,.034,.034,,
RBS RICI EGI,RBSRIG,5.36,5.24,5.24,,
Strickland Resources,STK,.21,.205,.205,,
  opt may15,STKO,.032,.03,.028,,
Syrah Res,SYR,.50,.43,.38,,
Telstra Corp,TLS,3.45,3.38,3.42,,
Trade Me Grp,TME,2.38,2.30,2.35,,
Trafalgar Corp stp,TGP,.70,.665,.670,,
Volta Min Ltd opt jun14,VTMO,.045,.038,.035,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
Argentina Min,AVK,.08,.082,.085,,
  opt mar15,AVKO,.017,.03,.028,,
Atlas Southsea Pearl,ATP,.06,.08,.078,,
Biotech Capital,BTC,.066,.067,.07,,
BluGlass,BLG,.077,.079,.08,,
Central Asia Res,CVR,.025,.031,.029,,
Global Gold Hldgs,GGH,.03,.035,.035,,
Global Masters Fund,GFL,.58,.65,.64,,
Green Rock Energy,GRK,.005,.006,.006,,
Gujarat NRE Coal,GNM,.175,.18,.18,,
Kentor Gold Ltd def,KGLDA,1.165,1.22,1.22,,
pieNETWORKS,PIE,.008,.011,.011,,
Regalpoint Res,RGU,.075,.10,.10,,
Solagran,SLA,.049,.05,.055,,
Sthn Hem Min cdi,SUH,.195,.20,.22,,
Titan Energy Service,TTN,.65,.795,.78,,
Uranium Equities,UEQ,.043,.044,.044,,
Xiaoxiao Education,XXL,.022,.085,.085,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
