Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4670.0 at 16:34 27/1/2010  Report at 19:05 Wednesday 27/1/2010. Processed 19:19 Wednesday 27/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Amcom Telecomm,AMM,0.33,0.32,0.28,,,,,,,,
Anchor Res,AHR,0.23,0.22,0.18,,,,,,,,
Artemis Res opt jun11,ARVOB,0.058,0.045,0.04,,,,,,,,
Aurora Min Ltd,ARM,1.06,0.985,0.79,,,,,,,,
Bendigo & Adelaide pref,BENPB,89,84.99,85,,,,,,,,
Biotron Ltd opt dec11,BITO,0.037,0.035,-,,,,,,,,
Clime Invest,CIW,0.5,0.48,0.49,,,,,,,,
Dourado Res Ltd opt nov14,DUOO,0.09,0.069,0.07,,,,,,,,
Entek Energy Ltd,ETE,0.305,0.295,0.25,,,,,,,,
Envirogold Ltd opt dec11,EVGO,0.025,-,-,,,,,,,,
GBST Hldgs,GBT,1.22,1.2,1.09,,,,,,,,
Hansen Tech,HSN,0.73,0.68,0.68,,,,,,,,
Indo Mines Ltd,IDO,0.55,0.37,0.2,,,,,,,,
Ironclad Min,IFE,1.58,1.4,0.8,,,,,,,,
Kresta Hldgs,KRS,0.315,0.255,0.22,,,,,,,,
Mantra Res,MRU,5.32,5.1,4.75,,,,,,,,
Metal Storm Ltd sec cn11,MSTGA,0.15,0.12,0.12,,,,,,,,
NSL Cons Ltd,NSL,0.048,0.041,0.042,,,,,,,,
Orocobre Ltd,ORE,2.35,2.15,1.3,,,,,,,,
Pharmanet Grp,PNO,0.023,0.022,0.009,,,,,,,,
Soul Pattinson,SOL,14.5,13.95,13.68,,,,,,,,
Tiger Res,TGS,0.32,0.305,0.205,,,,,,,,
Unilife Corp def,UNS,1.6,1.345,-,,,,,,,,
Zimplats Hldgs,ZIM,12.65,12.55,11.6,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
ARK Fund Ltd (The),ARJ,0.395,0.4,0.405,,,,,,,,
Central Pet opt jun10,CTPOA,0.014,0.016,0.022,,,,,,,,
Dominion Min,DOM,3.16,3.31,3.36,,,,,,,,
Esperance,ESM,0.084,0.1,-,,,,,,,,
Gascoyne Res Ltd,GCY,0.15,0.155,0.16,,,,,,,,
ICSGlobal Ltd,ICS,0.023,0.025,0.038,,,,,,,,
LBT Innovations optjun13c,LBTOA,0.025,0.03,0.03,,,,,,,,
Myer Hldgs Ltd,MYR,3.3,3.43,3.63,,,,,,,,
Oilex Ltd,OEX,0.13,0.15,0.155,,,,,,,,
Sinovus Min Ltd,SNV,0.03,0.036,0.04,,,,,,,,
