Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4673.9 at 16:34 18/2/2010  Report at 19:05 Thursday 18/2/2010. Processed 19:31 Thursday 18/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Adtrans Grp,ADG,3.55,3.5,3.5,,,,,,,,
Ampella Min,AMX,0.95,0.85,0.765,,,,,,,,
  opt jul10,AMXO,0.68,0.63,0.595,,,,,,,,
ANZ Banking Grp pref,ANZPA,100.6,100.15,100.2,,,,,,,,
Brockman Res,BRM,3.23,3.02,2.97,,,,,,,,
Burey Gold Ltd,BYR,0.048,0.043,0.045,,,,,,,,
Chandler Macleod,CMG,0.285,0.255,0.25,,,,,,,,
CPI Grp Ltd,CPI,0.3,0.24,0.225,,,,,,,,
Diploma Grp Ltd,DGX,0.52,0.4,0.4,,,,,,,,
Ferrum Crescent,FCR,0.18,0.12,0.125,,,,,,,,
Global Gold Hld,GGH,0.077,0.05,0.05,,,,,,,,
Global Iron Ltd,GFE,0.545,0.52,0.38,,,,,,,,
Hunnu Coal Ltd,HUN,0.47,0.41,-,,,,,,,,
Noni B Ltd,NBL,1.4,1.25,1.3,,,,,,,,
NT Res Ltd,NTR,0.225,0.2,-,,,,,,,,
Pro-Pac Packaging,PPG,0.29,0.27,0.28,,,,,,,,
Riversdale Min,RIV,8.69,8.04,8.5,,,,,,,,
Seek Ltd,SEK,7.54,6.57,7.03,,,,,,,,
Silver Chef Ltd,SIV,1.77,1.72,1.6,,,,,,,,
The Reject Shop,TRS,15.29,13.68,14.49,,,,,,,,
Unilife Corp cdi 6:1,UNS,1.78,1.44,1.6,,,,,,,,
WAM Active Ltd,WAA,1.2,1.15,1.07,,,,,,,,
Western Plains Res,WPG,0.56,0.53,0.53,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Alcyone Res Ltd,AYN,0.029,0.034,0.036,,,,,,,,
Circadian Tech,CIR,0.57,0.615,0.65,,,,,,,,
CO2 Grp Ltd opt nov11,COZO,0.053,0.07,0.09,,,,,,,,
Doray Min Ltd,DRM,0.16,0.18,-,,,,,,,,
Geodynamics Ltd,GDY,0.705,0.74,0.8,,,,,,,,
Hire Intelligence,HII,0.13,0.14,0.14,,,,,,,,
IDT Aust Ltd,IDT,1.05,1.385,1.36,,,,,,,,
Infomedia Ltd,IFM,0.24,0.28,0.295,,,,,,,,
Lindian Res opt dec11,LINOA,0.031,0.05,0.1,,,,,,,,
Minerals Corp def,MSCDC,0.093,0.105,-,,,,,,,,
Stirling Min opt jun10,SMZO,0.004,0.005,0.005,,,,,,,,
