Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4978.4 at 16:34 13/4/2010  Report at 19:05 Tuesday 13/4/2010. Processed 19:11 Tuesday 13/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Aii200res etf unt,RSR,5.62,5.58,5.47,,,,,,,,
Aii300metals&Min etf unt,MAM,4.83,-,-,,,,,,,,
Altera Res Ltd,AEA,0.34,0.31,0.26,,,,,,,,
Amcor Ltd,AMC,6.49,6.39,6.42,,,,,,,,
Anvil Min cdi,AVM,4.56,4.3,4.43,,,,,,,,
APA Grp stp,APA,3.73,3.6,3.61,,,,,,,,
ARB Corp,ARP,5.89,5.65,5.78,,,,,,,,
ASG Grp Ltd,ASZ,1.41,1.38,1.38,,,,,,,,
Atlas Iron Ltd,AGO,3.05,2.93,2.55,,,,,,,,
Aurox Res,AXO,0.985,0.93,0.81,,,,,,,,
  7%cnjun10,AXOG,0.975,0.955,0.95,,,,,,,,
Aust Oil Co,AOC,0.16,0.105,0.095,,,,,,,,
  opt dec11,AOCOA,0.03,0.015,0.012,,,,,,,,
Aust Power,APK,0.5,0.44,0.44,,,,,,,,
Austereo Grp Ltd,AEO,1.82,1.79,1.71,,,,,,,,
BC Iron Ltd,BCI,2.23,1.93,1.65,,,,,,,,
Berkeley Res,BKY,1.595,1.49,1.37,,,,,,,,
  opt may13,BKYO,0.8,0.7,0.65,,,,,,,,
Capitol Health,CAJ,0.071,0.053,0.055,,,,,,,,
Cazaly Res,CAZ,0.6,0.545,0.49,,,,,,,,
CBH Res Ltd,CBH,0.195,0.185,0.19,,,,,,,,
  7.25%cn12,CBHGA,900,850,855,,,,,,,,
Coalspur Mines,CPL,0.63,0.585,0.54,,,,,,,,
Coca-Cola Amatil,CCL,11.73,11.62,11.48,,,,,,,,
C'wlth Bank  of Aust  perls iv,CBAPB,196.5,196,194,,,,,,,,
Dyesol Ltd,DYE,1.41,1.18,1.07,,,,,,,,
Ferrum Crescent,FCR,0.235,0.23,0.195,,,,,,,,
Finbar Grp Ltd,FRI,1.25,1.12,1.13,,,,,,,,
First Opportunity,FOF,0.65,0.42,0.42,,,,,,,,
Fleetwood Corp,FWD,9.72,9.5,9.1,,,,,,,,
Garratt's Ltd,GRT,0.56,0.5,0.5,,,,,,,,
Gindalbie Metals,GBG,1.45,1.39,1.28,,,,,,,,
Grange Res,GRR,0.695,0.69,0.585,,,,,,,,
Gujarat Nre Coal,GNM,0.765,0.755,0.725,,,,,,,,
Heartware Int Inc cdi  35:1,HIN,1.425,1.42,1.39,,,,,,,,
IMX Res Ltd,IXR,0.5,0.47,0.475,,,,,,,,
IRESS Market Tech,IRE,9.3,8.64,8.53,,,,,,,,
Iron Road Ltd opt sep10,IRDO,0.625,0.58,0.56,,,,,,,,
Ironclad Min,IFE,1.67,1.57,1.5,,,,,,,,
iShares S&P MCap 400  1:1,IJH,87.3,87.28,86.69,,,,,,,,
Kathmandu Hldgs,KMD,1.97,1.945,1.925,,,,,,,,
Medusa Min Ltd,MML,4.33,4.2,4.05,,,,,,,,
Mineral Res,MIN,7.9,7.84,7.47,,,,,,,,
Ramsay Health Care,RHC,14.35,14.34,14.19,,,,,,,,
Royal Res opt oct11,ROYO,0.25,0.18,0.16,,,,,,,,
Run Corp Ltd,RNC,0.064,0.059,0.061,,,,,,,,
Sphere Min Ltd,SPH,2,1.855,1.86,,,,,,,,
Treyo Leisure,TYO,0.35,0.32,0.3,,,,,,,,
Van Eyk Three Pillar,VTP,0.955,0.94,0.915,,,,,,,,
Vngd US Total Market  1:1,VTS,66.05,65.85,66.03,,,,,,,,
Wotif Com Hldgs,WTF,8.08,7.71,7.87,,,,,,,,
Zambezi Res cdi,ZRL,0.065,0.02,0.02,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Alcoa Inc cdi,AAI,39.12,44,45.19,,,,,,,,
Allied Brands Ltd,ABQ,0.097,0.1,0.115,,,,,,,,
Apex Min NL,AXM,0.021,0.023,0.022,,,,,,,,
Carpentaria Exp opt jun10,CAPO,0.001,0.004,0.002,,,,,,,,
Galileo Japan Tr unt,GJT,0.03,0.034,0.034,,,,,,,,
Greater Bendigo Gold,GBM,0.025,0.037,0.037,,,,,,,,
Manas Res Ltd,MSR,0.081,0.09,0.088,,,,,,,,
  opt sep11,MSRO,0.019,0.022,0.02,,,,,,,,
Metal Storm Ltd,MST,0.012,0.013,0.013,,,,,,,,
Minerals Corp 10.5%db11,MSCHF,0.52,0.64,0.64,,,,,,,,
Netcomm Ltd,NTC,0.12,0.135,0.155,,,,,,,,
Nufarm Ltd,NUF,7.49,8.19,8.12,,,,,,,,
Razor Risk Tech,RZR,0.025,0.03,0.03,,,,,,,,
Real Estate Cap unt,RCU,0.1,0.11,0.11,,,,,,,,
Strzelecki Metals,STZ,0.038,0.039,0.04,,,,,,,,
Vita Life Sciences,VSC,0.1,0.24,0.23,,,,,,,,
WAM Active Ltd opt apr11,WAAO,0.021,0.03,0.022,,,,,,,,
Xiaoxiao Education,XXL,0.155,0.165,0.18,,,,,,,,
