Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4983.2 at 16:35 7/4/2010  Report at 19:05 Wednesday 7/4/2010. Processed 19:09 Wednesday 7/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
Nexus Bonds Ltd nexus3,NXBHC,93.999,92.25,92.9,,,,,,,,
Noni B Ltd,NBL,1.5,1.44,1.42,,,,,,,,
Northern Energy,NEC,1.47,1.345,1.33,,,,,,,,
Nucoal Res NL,NCR,0.275,0.26,0.27,,,,,,,,
Orocobre Ltd,ORE,2.62,2.3,2.392,,,,,,,,
Papillon Res Ltd,PIR,0.135,0.095,0.12,,,,,,,,
  opt dec12,PIROA,0.034,0.033,0.033,,,,,,,,
Paragon Care Ltd opt may12,PGCOA,0.015,0.014,0.014,,,,,,,,
PharmAust Ltd,PAA,0.07,0.059,0.053,,,,,,,,
Ramsay Health Care,RHC,14.34,14.19,14.19,,,,,,,,
REA Grp,REA,12.6,11.95,11.96,,,,,,,,
Rectifier Technolog,RFT,0.006,0.003,0.004,,,,,,,,
Rialto Energy,RIA,0.3,0.18,0.18,,,,,,,,
Rio Tinto Ltd,RIO,81.25,79.75,79.75,,,,,,,,
Riversdale Min,RIV,9.84,9.43,9.43,,,,,,,,
Samson Oil & Gas,SSN,0.039,0.032,0.035,,,,,,,,
Seek Ltd,SEK,8.4,8.17,8.18,,,,,,,,
Soul Pattinson,SOL,15.16,14.9,14.5,,,,,,,,
SPDR 200 Fd etf unt,STW,47.15,46.68,46.68,,,,,,,,
Sth Boulder Mines,STB,0.68,0.475,0.475,,,,,,,,
Sthn Uranium,SNU,0.22,0.175,0.16,,,,,,,,
Tishman Speyer unt,TSO,0.475,0.435,0.435,,,,,,,,
Treyo Leisure,TYO,0.32,0.3,0.3,,,,,,,,
Tribune Res NL,TBR,1.22,1.2,1.15,,,,,,,,
Victorian Gold Mines optmar14d,VGMO,0.035,-,-,,,,,,,,
Western Plains Res,WPG,1.06,0.94,0.9,,,,,,,,
Westside Corp,WCL,0.76,0.555,0.585,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Antisense Therapeutic,ANP,0.017,0.02,0.021,,,,,,,,
Atlantic Gold NL opt jan11,ATVOA,0.012,0.014,0.013,,,,,,,,
Elementos Ltd,ELT,0.18,0.19,0.19,,,,,,,,
Gowing Bros Ltd,GOW,2.36,2.39,2.39,,,,,,,,
Health Corp,HEA,0.032,0.04,0.04,,,,,,,,
Miclyn Exp Offshr,MIO,1.715,1.75,1.75,,,,,,,,
Mintails Ltd,MLI,0.028,0.029,0.029,,,,,,,,
Mount Magnet South opt sep10,MUMO,0.001,0.002,0.002,,,,,,,,
Po Valley Energy,PVE,1.14,1.22,1.22,,,,,,,,
Pro Medicus Ltd   ,PME,0.61,0.675,0.67,,,,,,,,
Rivercity Motorway stp,RCY,0.1,0.125,0.15,,,,,,,,
Sunshine Heart cdi,SHC,0.03,0.033,0.033,,,,,,,,
Viridis Clean stp,VIR,0.068,0.081,0.086,,,,,,,,
Wallace Absolute,WAB,0.03,0.045,0.037,,,,,,,,
Xiaoxiao Education,XXL,0.165,0.205,0.18,,,,,,,,
