Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4590.8 at 16:34 16/2/2010  Report at 19:05 Tuesday 16/2/2010. Processed 19:29 Tuesday 16/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Adelphi Energy,ADI,0.245,0.22,0.185,,,,,,,,
Ampella Min opt jul10,AMXO,0.65,0.63,0.595,,,,,,,,
Aust Central 9% un15,ACDHC,100,99.5,99.5,,,,,,,,
Australand Assets assets,AAZPB,87.503,87.49,85.3,,,,,,,,
Bendigo & Adelaide pref,BENPC,91,90,89.5,,,,,,,,
Diploma Grp Ltd,DGX,0.5,0.4,0.4,,,,,,,,
Eureka Energy Ltd,EKA,0.14,0.11,0.135,,,,,,,,
Global Gold Hld,GGH,0.06,0.05,0.05,,,,,,,,
Iron Ore Hldgs opt apr11,IOHO,1.45,1.4,1.44,,,,,,,,
Power Res Ltd opt oct11,PWWO,0.011,0.01,0.01,,,,,,,,
RP Data Ltd,RPX,0.96,0.925,0.95,,,,,,,,
Seek Ltd,SEK,7.07,6.57,7.03,,,,,,,,
Tusker Gold Ltd,TKA,0.795,0.775,0.46,,,,,,,,
Warrnambool Cheese,WCB,3.8,3.6,3.65,,,,,,,,
Wide Bay Aust Ltd,WBB,10.8,10.5,10.61,,,,,,,,
Wilson Htm Invest,WIG,2.15,2.06,2.05,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Alcyone Res Ltd,AYN,0.031,0.034,0.036,,,,,,,,
Bannerman Res,BMN,0.5,0.575,0.655,,,,,,,,
China West Hldgs,CWH,0.065,0.09,0.21,,,,,,,,
Geodynamics Ltd,GDY,0.73,0.74,0.8,,,,,,,,
ICSGlobal Ltd,ICS,0.018,0.024,0.021,,,,,,,,
iSOFT Group Ltd,ISF,0.535,0.59,0.675,,,,,,,,
Lake Res,LKE,0.042,0.07,0.07,,,,,,,,
Marion Energy,MAE,0.068,0.077,0.11,,,,,,,,
Raisama Ltd,RAI,0.33,0.35,0.43,,,,,,,,
Sinovus Min Ltd,SNV,0.022,0.026,0.029,,,,,,,,
Souls Private Equity optfeb15d,SOEOA,0.013,0.015,-,,,,,,,,
Thomas & Coffey,THO,0.445,0.5,0.53,,,,,,,,
