Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4929.4 at 16:34 14/1/2010  Report at 19:05 Thursday 14/1/2010. Processed 19:29 Thursday 14/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Aberdeen Leaders,ALR,1.45,1.43,1.415,,,,,,,,
Alchemia Ltd,ACL,0.78,0.73,0.76,,,,,,,,
Ambition Grp Ltd,AMB,0.39,0.33,0.35,,,,,,,,
Anteo Diagnostics,ADO,0.098,0.01,0.009,,,,,,,,
  opt sep10,ADOO,0.07,0.003,0.002,,,,,,,,
Archer Explore,AXE,0.18,0.16,0.155,,,,,,,,
AWE Ltd,AWE,3.17,3.15,2.82,,,,,,,,
Bandanna Energy,BND,0.735,0.59,0.64,,,,,,,,
Blackthorn Res,BTR,1.025,0.79,0.89,,,,,,,,
Buxton Res Ltd,BUX,0.09,0.085,0.07,,,,,,,,
Cash Convert ord/div   ,CCV,0.71,0.7,0.7,,,,,,,,
Cazaly Res,CAZ,0.415,0.29,0.325,,,,,,,,
CBH Res Ltd 7.25%cn12,CBHGA,750,585,570,,,,,,,,
Centrebet Internat,CIL,1.39,1.3,1.29,,,,,,,,
CGA Min Ltd,CGX,2.56,2.32,2.42,,,,,,,,
Choiseul Investments   ,CHO,5.26,5.14,5.14,,,,,,,,
C'wlth Bank  of Aust ,CBA,57.09,56.47,55.14,,,,,,,,
  perls v,CBAPA,208.9,208,207.4,,,,,,,,
Computershare Ltd,CPU,11.88,11.62,11.5,,,,,,,,
Computronics,CPS,0.036,0.035,0.035,,,,,,,,
Condor Nickel,CNK,0.23,0.1,0.1,,,,,,,,
Early Learning Serv,ELY,0.345,0.25,0.3,,,,,,,,
Eureka Energy Ltd,EKA,0.135,0.13,0.1,,,,,,,,
FerrAus Ltd,FRS,0.91,0.76,0.74,,,,,,,,
Focus Min Ltd,FML,0.079,0.077,0.066,,,,,,,,
Generator Income gennote2,GINHA,57.25,56,53,,,,,,,,
Giralia Res NL,GIR,1.83,1.73,1.475,,,,,,,,
Glengarry Res,GGY,0.075,0.055,0.052,,,,,,,,
Global Nickel Invest,GNI,0.085,0.059,0.075,,,,,,,,
  opt jun12,GNIOA,0.035,0.02,0.025,,,,,,,,
Global Resource,GRF,1.7,1.69,1.64,,,,,,,,
Hannans Reward,HNR,0.275,0.225,0.195,,,,,,,,
Image Res NL,IMA,1,0.86,0.92,,,,,,,,
Iron Ore Hldgs,IOH,2.2,1.815,1.7,,,,,,,,
  opt apr11,IOHO,1.15,0.75,0.74,,,,,,,,
Manhattan Corp,MHC,1.82,1.6,1.38,,,,,,,,
Merchant House,MHI,0.18,0.175,0.17,,,,,,,,
Metrocoal Ltd,MTE,0.26,0.24,0.235,,,,,,,,
Navitas Ltd,NVT,4.5,4.35,4.22,,,,,,,,
NKWE Platinum com,NKP,0.68,0.57,0.565,,,,,,,,
  opt aug11,NKPO,0.385,0.295,0.29,,,,,,,,
Nuenergy Capital,NGY,0.18,0.155,0.15,,,,,,,,
Peak Res opt dec10,PEKOA,0.12,0.092,0.051,,,,,,,,
Perilya Ltd,PEM,0.75,0.715,0.7,,,,,,,,
Platinum Aust,PLA,1.29,1.1,1.055,,,,,,,,
Prime Financial,PFG,0.32,0.28,0.235,,,,,,,,
Reed Res Ltd,RDR,0.83,0.765,0.67,,,,,,,,
Resonance Health,RHT,0.035,0.027,0.032,,,,,,,,
Saferoads Hldgs,SRH,1.05,0.84,0.805,,,,,,,,
Samson Oil & Gas opt dec12,SSNO,0.01,0.008,0.006,,,,,,,,
Sky Net fpo nz,SKT,4.08,4.07,4.05,,,,,,,,
Stanmore Coal Ltd,SMR,0.9,0.815,0.8,,,,,,,,
Sthn Hem Min cdi 1:1,SUH,0.575,0.45,-,,,,,,,,
Tiger Res,TGS,0.275,0.215,0.205,,,,,,,,
Viento Grp Ltd,VIE,0.17,0.13,0.13,,,,,,,,
Wotif Com Hldgs,WTF,7.45,7.19,7.01,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Alcyone Res Ltd,AYN,0.036,0.039,0.039,,,,,,,,
Elementos Ltd,ELT,0.2,0.225,0.24,,,,,,,,
M2M Corp,MCL,0.002,0.003,0.003,,,,,,,,
Raisama Ltd,RAI,0.43,0.45,0.48,,,,,,,,
