Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4503.2 at 16:37 17/8/2010  Report at 19:05 Tuesday 17/8/2010. Processed 19:13 Tuesday 17/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
3D Res Ltd,DDD,0.04,0.032,0.029,,,,,,,,
Andean Res Ltd,AND,4.52,4.42,3.88,,,,,,,,
Aurora Oil & Gas,AUT,1.115,1.06,0.87,,,,,,,,
Avoca Res,AVO,3.08,2.94,2.99,,,,,,,,
Bendigo & Adelaide pref,BENPB,91.25,90,87.7,,,,,,,,
Burey Gold Ltd,BYR,0.084,0.068,0.05,,,,,,,,
  opt jun11,BYRO,0.031,0.021,0.013,,,,,,,,
Clancy Explore opt jul13,CLYO,0.025,0.022,-,,,,,,,,
Exco Res Ltd,EXS,0.435,0.41,0.295,,,,,,,,
Forge Grp Ltd,FGE,3.31,3.16,3.17,,,,,,,,
Great Western Exp opt jun12,GTEO,0.12,0.1,0.05,,,,,,,,
Kasbah Res,KAS,0.125,0.115,0.085,,,,,,,,
Landmark White,LMW,0.45,0.4,0.41,,,,,,,,
Lynas Corp,LYC,1.005,0.95,0.82,,,,,,,,
Metminco Ltd opt dec12,MNCO,0.09,0.089,0.08,,,,,,,,
Nexus Bonds Ltd nexus4,NXBHD,65.5,65,64.999,,,,,,,,
Nusep Ltd opt sep12,NSPO,0.07,0.061,0.05,,,,,,,,
Papillon Res Ltd,PIR,0.21,0.205,0.15,,,,,,,,
  opt dec12,PIROA,0.09,0.08,0.057,,,,,,,,
Regis Res,RRL,1.16,1.15,1.025,,,,,,,,
Resource Star Ltd opt sep12,RSLO,0.025,0.02,-,,,,,,,,
Run Corp Ltd,RNC,0.079,0.072,0.065,,,,,,,,
Scandinavian Res,SCR,0.21,0.145,0.16,,,,,,,,
Silver Mines Ltd opt may11,SVLO,0.045,-,-,,,,,,,,
Suncorp-Metway 5.068%prf,SUNPA,102.2,101.5,102,,,,,,,,
Viagold Capital,VIA,1.09,1.02,0.95,,,,,,,,
Victorian Gold Mines,VGM,0.23,0.18,0.17,,,,,,,,
  ctg,VGMCA,0.086,0.058,-,,,,,,,,
  opt mar14,VGMO,0.06,0.045,0.045,,,,,,,,
Webfirm Grp Ltd,WFM,0.165,0.15,0.16,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Aacl Hldgs Ltd,AAY,0.055,0.07,0.07,,,,,,,,
Carnavale Res opt feb13,CAVO,0.039,0.055,0.045,,,,,,,,
CI Res Ltd,CII,0.58,0.76,0.68,,,,,,,,
E & A Ltd,EAL,0.215,0.24,0.225,,,,,,,,
Euroz Ltd opt mar14,EZLO,0.435,0.47,0.47,,,,,,,,
Excelsior Gold,EXG,0.03,0.033,0.033,,,,,,,,
Fletcher Bld,FBU,5.61,5.82,6.07,,,,,,,,
iCash Payment Sys def,ICPDA,0.41,0.42,-,,,,,,,,
James Hardie Ind cdi,JHX,5.38,5.45,5.99,,,,,,,,
Kairiki Energy,KIK,0.08,0.086,0.095,,,,,,,,
King Island,KIS,0.14,0.16,0.16,,,,,,,,
Mirabela Nickel,MBN,1.8,1.825,1.955,,,,,,,,
Primary Health Care,PRY,3.17,3.39,3.46,,,,,,,,
Probiotec Ltd,PBP,1.22,1.27,1.26,,,,,,,,
Prophecy Intl ,PRO,0.29,0.3,0.37,,,,,,,,
Sky City Entertain,SKC,2.27,2.35,2.28,,,,,,,,
Sunland Grp Ltd,SDG,0.605,0.615,0.655,,,,,,,,
Sunset Energy Ltd opt jun12,SEYO,0.02,0.025,-,,,,,,,,
Treasury Grp,TRG,4.54,4.55,4.8,,,,,,,,
TZ Ltd,TZL,0.27,0.34,0.35,,,,,,,,
Van Eyk Three Pillar,VTP,0.04,0.905,0.78,,,,,,,,
Virax Hldgs,VHL,0.03,0.074,0.066,,,,,,,,
XState Res opt jun13,XSTO,0.025,0.04,0.045,,,,,,,,
