Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4324.8 at 16:36 30/6/2010  Report at 19:05 Wednesday 30/6/2010. Processed 23:12 Wednesday 30/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Ammtec Ltd,AEC,3.55,3.4,3.36,,,,,,,,
Avoca Res,AVO,2.75,2.64,2.36,,,,,,,,
Fat Prophets,FAT,1.005,0.835,0.88,,,,,,,,
FFI Hldgs,FFI,4.5,4.2,4.11,,,,,,,,
Ideas Intl,IDE,0.44,0.425,0.4,,,,,,,,
Range Res Ltd,RRS,0.086,0.084,0.078,,,,,,,,
Rialto Energy opt jun11,RIAO,0.08,0.07,0.075,,,,,,,,
Samson Oil & Gas opt dec12,SSNO,0.029,0.026,0.022,,,,,,,,
Wattyl Ltd,WYL,1.64,1.27,1.31,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
A'asian Resour,ARH,0.21,0.255,0.215,,,,,,,,
Abra Min Ltd,AII,0.095,0.1,0.11,,,,,,,,
Adcorp Aust,AAU,0.145,0.15,0.17,,,,,,,,
Adelaide Energy,ADE,0.085,0.098,0.135,,,,,,,,
Admiralty Res,ADY,0.005,0.006,0.009,,,,,,,,
AED Oil Ltd,AED,0.435,0.49,0.485,,,,,,,,
Aii200energy etf unt,ENY,14.05,14.92,14.36,,,,,,,,
Aii200financials etf unt,FIN,4.24,4.35,4.32,,,,,,,,
Aii200finxareit etf unt,FIX,4.83,5.27,5.08,,,,,,,,
Aii200industrials etf unt,IDD,3.21,3.35,3.48,,,,,,,,
Alesco Corp,ALS,2.31,2.46,2.37,,,,,,,,
Alkane Res Ltd,ALK,0.23,0.255,0.26,,,,,,,,
Alliance Res,AGS,0.28,0.29,0.33,,,,,,,,
Ardent Leisure stp,AAD,0.97,1.035,1,,,,,,,,
Astro Jap Prop stp,AJA,0.3,0.325,0.35,,,,,,,,
Astro Res NL,ARO,0.003,0.004,0.005,,,,,,,,
ASX Ltd,ASX,28.79,29.42,30.7,,,,,,,,
Atcor Medical,ACG,0.11,0.135,0.115,,,,,,,,
Aurora Sandringham ,AOD,0.98,0.995,0.99,,,,,,,,
Ausenco Ltd,AAX,1.76,2.05,2.16,,,,,,,,
AWE Ltd,AWE,1.72,1.795,1.915,,,,,,,,
Bannerman Res,BMN,0.24,0.255,0.305,,,,,,,,
Bauxite Resource,BAU,0.145,0.19,0.265,,,,,,,,
Becton Prop Grp stp,BEC,0.037,0.04,0.048,,,,,,,,
Bendigo Min Ltd,BDG,0.18,0.195,0.195,,,,,,,,
Bentley Capital,BEL,0.22,0.23,0.23,,,,,,,,
BioProspect Ltd,BPO,0.011,0.014,0.017,,,,,,,,
Black Range Min,BLR,0.023,0.026,0.032,,,,,,,,
Blue Energy Ltd,BUL,0.12,0.15,0.155,,,,,,,,
Bondi Min Ltd,BOM,0.05,0.063,0.06,,,,,,,,
Brambles Ltd,BXB,5.36,5.54,6.36,,,,,,,,
Callabonna Uranium,CUU,0.008,0.009,0.01,,,,,,,,
Calzada Ltd,CZD,0.022,0.025,0.028,,,,,,,,
Capitol Health,CAJ,0.025,0.031,0.035,,,,,,,,
Cardia Bioplastics,CNN,0.015,0.017,0.016,,,,,,,,
Carnegie Wave Energy,CWE,0.077,0.088,0.08,,,,,,,,
Carrick Gold Ltd,CRK,0.455,0.48,0.515,,,,,,,,
Caspian Oil & Gas,CIG,0.007,0.008,0.008,,,,,,,,
Cauldron Energy,CXU,0.215,0.25,0.225,,,,,,,,
Central Pet,CTP,0.061,0.065,0.062,,,,,,,,
China Yunnan Copper,CYU,0.091,0.115,0.15,,,,,,,,
Circadian Tech,CIR,0.5,0.555,0.625,,,,,,,,
Coffey Intl,COF,0.855,0.9,1.01,,,,,,,,
Contango Microcap,CTN,0.735,0.78,0.8,,,,,,,,
Contl Coal Ltd,CCC,0.033,0.037,0.035,,,,,,,,
Copper Strike Ltd,CSE,0.051,0.065,0.072,,,,,,,,
Crane Grp Ltd,CRG,7.92,8.17,8.45,,,,,,,,
De Grey Min,DEG,0.02,0.022,0.027,,,,,,,,
Deep Yellow Ltd,DYL,0.12,0.135,0.145,,,,,,,,
Digislide Hldgs,DGI,0.125,0.15,0.22,,,,,,,,
Dourado Res Ltd,DUO,0.12,0.16,0.175,,,,,,,,
Downer EDI Ltd,DOW,3.53,3.87,5.98,,,,,,,,
Elementos Ltd,ELT,0.13,0.15,0.15,,,,,,,,
Emergent Res,EMG,0.325,0.395,0.4,,,,,,,,
Endocoal Ltd,EOC,0.35,0.37,0.4,,,,,,,,
Eneabba Gas Ltd,ENB,0.1,0.11,0.12,,,,,,,,
Energia Min Ltd,EMX,0.09,0.125,0.1,,,,,,,,
Energy And Min,EMA,0.115,0.15,0.15,,,,,,,,
Enerji Ltd,ERJ,0.031,0.037,0.036,,,,,,,,
Enterprise Metals,ENT,0.15,0.16,0.16,,,,,,,,
Enviromission Ltd,EVM,0.022,0.03,0.037,,,,,,,,
Excelsior Gold,EXG,0.033,0.036,0.038,,,,,,,,
Fantastic Hldgs,FAN,1.9,2.2,2.36,,,,,,,,
Firestone Energy,FSE,0.013,0.015,0.018,,,,,,,,
Freedom Nutritional,FNP,0.28,0.33,0.32,,,,,,,,
Galilee Energy,GLL,0.15,0.215,0.215,,,,,,,,
Genera Biosystems,GBI,0.43,0.465,0.56,,,,,,,,
