ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5053.1 at 2013-02-27T16:59:35. Report at Wednesday, February 27, 2013. Processed Thursday at 2013-02-28T01:00:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
AEON Metals,AQR,.285,.28,.14,,
Ainsworth Game Tech,AGI,3.43,3.25,3.04,,
Aust Social Infra Fd unt,AZF,2.15,2.12,2.06,,
Aust Education unt,AEU,1.45,1.415,1.40,,
Bank of Qld pref,BOQPC,99.10,91.00,93.50,,
Bendigo & Adelaide Bk pref,BENPC,97.20,96.50,95.00,,
BT Invest Mgt,BTT,3.31,3.25,2.99,,
Cellmid,CDY,.031,.026,.028,,
  opt oct16,CDYO,.012,.01,.009,,
Clearview Wealth,CVW,.765,.75,.67,,
CSL,CSL,59.25,58.95,55.97,,
Empired,EPD,.54,.50,.48,,
Fiducian Portfolio,FPS,1.10,1.05,.91,,
Finbar Grp,FRI,1.37,1.36,1.27,,
G8 Education,GEM,1.895,1.795,1.72,,
Homeloans,HOM,.81,.79,.78,,
Insurance Aust Grp,IAG,5.80,5.71,5.075,,
InvoCare,IVC,10.91,10.66,9.44,,
Iron Mountain,IRM,.053,.042,.031,,
ITL,ITD,.245,.235,.22,,
Kinetiko Energy,KKO,.255,.235,.215,,
Laconia Res,LCR,.063,.045,.032,,
LogiCamms,LCM,1.67,1.605,1.38,,
Mamba Minerals,MAB,.55,.44,.535,,
MaxiTRANS Ind,MXI,1.41,1.20,1.08,,
McMillan Shakespeare,MMS,15.53,14.97,14.11,,
Mermaid Marine,MRM,4.19,4.17,4.06,,
MyState,MYS,4.22,4.10,3.89,,
Primary Health Care,PRY,4.935,4.815,4.66,,
Pro Medicus,PME,.52,.475,.43,,
Ramsay Health Care,RHC,32.24,31.35,30.00,,
RCG Corp,RCG,.545,.525,.48,,
Rubik Financial,RFL,.145,.135,.11,,
RXP Services,RXP,.60,.55,.57,,
Select Harvests,SHV,2.02,1.81,1.90,,
Seven Grp Hldgs,SVW,11.08,10.36,9.65,,
Silver Chef,SIV,6.40,5.91,6.30,,
SkyCity Entertain,SKC,3.40,3.33,3.23,,
Slater & Gordon,SGH,2.45,2.36,2.29,,
Sthn Cross Media,SXL,1.585,1.49,1.22,,
Stokes (A'asia),SKS,.32,.31,.28,,
Strategic Elements,SOR,.076,.07,.052,,
Sundance Energy,SEA,1.10,1.065,.945,,
The Trust Company,TRU,5.77,5.55,4.54,,
Trade Me Grp,TME,3.92,3.65,3.39,,
Transpacific SPS Tr stepup pf,TPAPA,92.50,91.39,92.00,,
Wesfarmers,WES,40.78,40.14,38.84,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
Alcyone Res,AYN,.029,.032,.036,,
ASG Grp,ASZ,.44,.51,.56,,
BBX Minerals,BBX,.03,.04,.10,,
Bioniche cdi,BNC,.20,.24,.25,,
Boss Resources,BOE,.023,.027,.04,,
Brumby Res,BMY,.02,.025,.024,,
Carabella Res,CLR,.32,.34,.34,,
Carpentaria Expl,CAP,.165,.185,.17,,
Chesser Res,CHZ,.225,.23,.315,,
Discovery Res,DIS,.061,.13,.13,,
Electro Optic Sys,EOS,.25,.275,.275,,
Emmerson Res,ERM,.085,.09,.091,,
Endeavour Mining cdi,EVR,1.67,1.68,1.945,,
ETFS Grains,ETPGRN,6.40,7.10,7.10,,
Golden Gate Pet,GGP,.002,.004,.004,,
HGL,HNG,.445,.48,.48,,
Kentor Gold,KGL,.28,.29,.33,,
Kuth Energy,KEN,.015,.016,.021,,
Macq Telecom Grp,MAQ,7.80,8.01,8.75,,
Metallica Min,MLM,.18,.20,.21,,
Metgasco,MEL,.098,.099,.15,,
Minbos Res,MNB,.054,.07,.095,,
MYOB Finance sub.nte17,MYBG,99.00,99.30,99.08,,
New Horizon Coal,NHO,.07,.071,.09,,
Northern Minerals,NTU,.155,.165,.17,,
PMI Gold cdi,PVM,.55,.60,.73,,
Predictive Discovery,PDI,.044,.046,.05,,
Resource Equipment,RQL,.245,.255,.33,,
Rialto Energy,RIA,.065,.07,.091,,
Stellar Res,SRZ,.054,.058,.056,,
Straits Resources,SRQ,.048,.05,.07,,
Talisman Min,TLM,.135,.15,.21,,
Tanami Gold rts 04mar,TAMR,.008,.024,-,,
UCL Resources,UCL,.11,.12,.125,,
Western Mining,WMN,.24,.26,.285,,
  opt jun13,WMNO,.04,.07,.05,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
