Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4584.9 at 16:36 5/8/2010  Report at 19:05 Thursday 5/8/2010. Processed 19:24 Thursday 5/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Actinogen Ltd,ACW,0.085,0.027,0.027,,,,,,,,
Adtrans Grp,ADG,4.18,3.5,3.6,,,,,,,,
Amcom Telecomm,AMM,0.365,0.325,0.325,,,,,,,,
Ammtec Ltd,AEC,3.71,3.61,3.61,,,,,,,,
Andean Res Ltd,AND,3.91,3.71,3.88,,,,,,,,
Atomic Res,ATQ,0.32,0.27,0.27,,,,,,,,
  opt aug11,ATQO,0.1,0.072,0.072,,,,,,,,
Aurora Oil & Gas,AUT,0.885,0.845,0.87,,,,,,,,
Ausgold Ltd opt mar13,AUCO,0.14,0.09,0.09,,,,,,,,
Aust Bauxite Ltd,ABZ,0.54,0.43,0.43,,,,,,,,
Campbell Brothers,CPB,32.35,31.31,31.31,,,,,,,,
Equinox Min Ltd cdi,EQN,5.31,5.11,5.11,,,,,,,,
Eureka Energy Ltd,EKA,0.24,0.215,0.22,,,,,,,,
Great Western Exp,GTE,0.32,0.2,0.2,,,,,,,,
  opt jun12,GTEO,0.064,0.05,0.05,,,,,,,,
Ideas Intl,IDE,0.5,0.47,0.47,,,,,,,,
Intrepid Mines,IAU,0.695,0.63,0.64,,,,,,,,
Lonrho Min Ltd,LOM,0.033,0.024,0.025,,,,,,,,
  opt nov10,LOMOA,0.021,0.013,0.014,,,,,,,,
Lynas Corp,LYC,0.855,0.82,0.82,,,,,,,,
Macq Atlas Roads stp,MQA,1.32,1.27,1.27,,,,,,,,
Magellan Fin Grp,MFG,1.24,1.19,1.19,,,,,,,,
Magnum Min & Exp,MGU,0.13,0.11,0.11,,,,,,,,
McMillan Shakespeare,MMS,5.62,5.48,5.48,,,,,,,,
Metminco Ltd opt dec12,MNCO,0.084,0.08,0.08,,,,,,,,
Mineral Res,MIN,8.92,8.43,8.43,,,,,,,,
Nexus Bonds Ltd nexus4,NXBHD,65,64.999,64.999,,,,,,,,
Oil Basins Ltd,OBL,0.081,0.053,0.065,,,,,,,,
  opt jun12,OBLOA,0.061,0.038,0.045,,,,,,,,
Pac Niugini Ltd,PNR,0.21,0.185,0.19,,,,,,,,
Perseus Min Ltd,PRU,2.51,2.4,2.4,,,,,,,,
Redstone Res,RDS,0.325,0.275,0.275,,,,,,,,
Richfield Internat,RIS,0.12,0.1,0.1,,,,,,,,
Sandfire Res,SFR,5.46,5.26,5.26,,,,,,,,
Shield Min,SHX,0.27,0.24,0.255,,,,,,,,
Sihayo Gold Ltd,SIH,0.16,0.145,0.145,,,,,,,,
Silver Lake Resource,SLR,2.18,1.97,1.98,,,,,,,,
Summit Res,SMM,2.53,2.41,2.41,,,,,,,,
Talga Gold Ltd,TLG,0.255,0.25,0.25,,,,,,,,
Thundelarra Explor,THX,1,0.675,0.675,,,,,,,,
Trafford Res opt jul12,TRFO,0.2,-,-,,,,,,,,
United Orogen,UOG,0.06,0.03,0.03,,,,,,,,
Viagold Capital,VIA,0.98,0.95,0.95,,,,,,,,
Whitehaven Coal,WHC,6.28,5.61,5.68,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
AJ Lucas Grp,AJL,1.96,2.04,2.02,,,,,,,,
Amcbf One,AKS,101.95,102,102,,,,,,,,
Benitec Ltd,BLT,0.025,0.027,0.027,,,,,,,,
Buderim Ginger,BUG,0.2,0.215,0.205,,,,,,,,
Dominion Min,DOM,2.11,2.2,2.15,,,,,,,,
Eneabba Gas Ltd,ENB,0.095,0.099,0.099,,,,,,,,
Fisher & Paykel App,FPA,0.42,0.425,0.425,,,,,,,,
Fisher & Paykel H,FPH,2.34,2.36,2.36,,,,,,,,
Genetic Tech,GTG,0.028,0.034,0.034,,,,,,,,
Hyro Ltd,HYO,0.016,0.017,0.017,,,,,,,,
India Equities Fund,INE,0.047,0.048,0.048,,,,,,,,
Island Sky Aust,ISK,0.023,0.025,0.025,,,,,,,,
Kathmandu Hldgs,KMD,1.38,1.645,1.55,,,,,,,,
Lachlan Star Ltd,LSA,0.007,0.008,0.008,,,,,,,,
NT Res Ltd,NTR,0.13,0.15,0.15,,,,,,,,
OM Hldgs Ltd,OMH,1.385,1.405,1.405,,,,,,,,
Panax Geothermal opt dec11,PAXO,0.005,0.008,0.006,,,,,,,,
Shree Min Ltd,SHH,0.088,0.095,0.095,,,,,,,,
Sth American Cor,SAY,0.027,0.03,0.03,,,,,,,,
Tag Pacific Ltd,TAG,0.12,0.14,0.13,,,,,,,,
TZ Ltd,TZL,0.33,0.35,0.35,,,,,,,,
Xtek Ltd,XTE,0.023,0.026,0.025,,,,,,,,
