ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5580.6 at 2014-07-29T16:37:06. Report at Tuesday, July 29, 2014. Processed Wednesday at 2014-07-30T01:00:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
ANZ Banking Grp frn jun22,ANZHA,105.91,104.95,104.899,,
  cap note,ANZPD,106.93,106.85,106.50,,
APA Fin Services,APP,.031,.016,.019,,
APA Grp stp,APA,7.40,7.29,7.14,,
Aurelia Metals,AMI,.37,.36,.25,,
Aust Ethical,AEF,41.00,40.05,35.50,,
Aust United Invest,AUI,8.65,8.58,8.22,,
AusTex Oil,AOK,.255,.24,.215,,
Boss Resources,BOE,.041,.031,.028,,
Burson Grp,BAP,2.27,2.16,2.17,,
Caltex Aust,CTX,24.46,24.34,22.52,,
Capilano Honey,CZZ,7.45,6.78,6.10,,
Carlton Invest,CIN,29.00,28.80,27.30,,
Cohiba Min,CHK,.07,.045,.052,,
Continuation Invest,COT,.10,.065,.07,,
Emerald Oil & Gas,EMR,.026,.023,.018,,
Empire Energy,EEG,.12,.105,.095,,
Greencross,GXL,10.48,10.30,9.95,,
GUD Hldgs,GUD,7.27,7.19,6.26,,
Hastings Rare Metals,HAS,.10,.08,.058,,
Healthscope def,HSO,2.26,-,-,,
ImpediMed,IPD,.30,.285,.20,,
Invigor Grp,IVO,.115,.08,.045,,
iShares MSCI Em Mkt cdi,IEM,48.00,47.73,47.19,,
KGL Res,KGL,.36,.335,.10,,
Manas Resources opt mar15,MSRO,.01,.009,.008,,
Market Vectors Eq Weight etf unt,MVW,20.97,20.96,20.53,,
National Aust Bank notejun22,NABHB,105.48,104.95,104.85,,
Objective Corp,OCL,1.76,1.585,1.24,,
Panoramic Res,PAN,1.015,.95,.855,,
Poseidon Nickel,POS,.24,.23,.088,,
Pryme Energy opt jul16,PYMO,.003,.002,-,,
RedHill Education,RDH,1.15,1.14,1.10,,
Rhype,RHP,.82,.77,.80,,
Russell High Div etf unt,RDV,30.49,30.47,30.39,,
Sims Metal Mgt,SGM,11.37,11.31,10.03,,
Strategic Energy,SER,.071,.056,.038,,
Technology One,TNE,2.87,2.74,2.76,,
Vngd MSCI Aust Large Co etf unt,VLC,63.34,63.32,62.96,,
Vngd FTSE Emerging etf unt,VGE,53.94,53.61,52.99,,
Westpac Banking frn aug22,WBCHA,105.33,104.97,105.00,,
  perpetual,WBCPD,104.90,104.60,103.45,,
Zimplats Hldgs,ZIM,8.90,8.50,8.50,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
Amex Res,AXZ,.85,1.035,1.00,,
Armour Energy,AJQ,.10,.125,.145,,
"GI Dynamics, Inc cdi",GID,.40,.42,.545,,
Guildford Coal,GUF,.054,.055,.055,,
Hastings High Yld unt,HHY,.13,.375,.325,,
ICollege opt jul17,ICTO,.025,.055,-,,
OzForex Grp,OFX,2.38,2.44,2.50,,
Titan Energy opt may15,TTEO,.002,.003,.003,,
Wild Acre Metals,WAC,.015,.017,.017,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
