ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5146.2 at 2013-12-10T16:48:36. Report at Tuesday, December 10, 2013. Processed Wednesday at 2013-12-11T01:00:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Base Res,BSE,.50,.44,.465,,
BetaShares Euro etf unt,EEU,14.96,14.94,14.82,,
BetaShares GBP etf unt,POU,18.02,17.94,17.93,,
ETS Bank of America,ETSBAC,16.90,15.88,15.88,,
Guinness Peat cdi,GPG,.555,.54,.53,,
iShares S&P MidCap cdi,IJH,144.92,143.94,144.55,,
Lamboo Res,LMB,.24,.20,.225,,
OBJ opt dec14,OBJOA,.03,.026,.025,,
Programmed Maint,PRG,3.17,3.09,3.14,,
Reward Minerals opt jun16,RWDO,.20,.091,.091,,
Uranex,UNX,.155,.14,.15,,
Vngd FTSE Emerging etf unt,VGE,51.09,51.03,50.98,,
Vngd US Total Market cdi,VTS,104.11,103.51,104.07,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
Aditya Birla,ABY,.315,.33,.335,,
Aruma Res,AAJ,.015,.016,.016,,
Aspen Grp stp,APZ,1.43,1.50,1.50,,
Aust Pacific Coal,AQC,.007,.008,.008,,
Azumah Res,AZM,.023,.026,.024,,
Bisalloy Steel,BIS,.775,.79,.82,,
Bluechiip,BCT,.09,.095,.096,,
Clean TeQ Hldgs,CLQ,.061,.062,.064,,
EBOS Grp,EBO,8.20,8.30,-,,
Equus Min,EQE,.008,.009,.011,,
Ferrowest,FWL,.015,.02,.018,,
Golden Deeps,GED,.01,.011,.011,,
GPT Grp stp,GPT,3.37,3.38,3.48,,
Imdex,IMD,.45,.49,.54,,
Incitec Pivot,IPL,2.305,2.43,2.56,,
Liontown Res,LTR,.009,.011,.011,,
McAleese,MCS,1.40,1.47,1.47,,
Market Vectors Emerg Res etf unt,MVE,9.11,9.73,9.73,,
MRG Metals,MRQ,.14,.15,.17,,
Newcrest Min,NCM,6.96,7.03,7.62,,
Nine Entertainment def,NEC,1.92,1.975,-,,
Qantas Airways,QAN,.952,.995,1.12,,
Ramelius Res,RMS,.09,.105,.099,,
Range Res,RRS,.023,.024,.025,,
Red Gum Res,RGX,.013,.017,.017,,
Sumatra Copper cdi,SUM,.056,.065,.07,,
Troy Resources,TRY,.907,.95,.99,,
Unity Min,UML,.043,.047,.049,,
Z Energy,ZNZ,3.10,3.19,3.28,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
