Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4656.3 at 16:34 19/2/2010  Report at 19:05 Friday 19/2/2010. Processed 19:35 Friday 19/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Adelphi Energy,ADI,0.28,0.22,0.185,,,,,,,,
Adtrans Grp,ADG,3.56,3.5,3.5,,,,,,,,
Altera Res Ltd,AEA,0.16,0.13,0.15,,,,,,,,
Ampella Min opt jul10,AMXO,0.7,0.63,0.595,,,,,,,,
Ansell Ltd,ANN,11.6,10.33,10.93,,,,,,,,
ARB Corp,ARP,5.55,5.33,5.48,,,,,,,,
AUS Gov Index Fund,AQF,1.68,1.65,-,,,,,,,,
Brockman Res,BRM,3.29,3.02,2.97,,,,,,,,
Embelton Ltd,EMB,4.76,3.97,4.75,,,,,,,,
Eureka Energy Ltd,EKA,0.145,0.11,0.135,,,,,,,,
Nick Scali Ltd,NCK,1.55,1.4,1.52,,,,,,,,
Noni B Ltd,NBL,1.41,1.25,1.3,,,,,,,,
Norfolk Grp rts 19feb,NFKR,0.06,0.035,-,,,,,,,,
Reece Aust Ltd,REH,26,24.99,25,,,,,,,,
Seven Network   ,SEV,7.47,7.29,7.09,,,,,,,,
Stirling Res opt jun12,SREOB,0.021,-,-,,,,,,,,
Ten Network Hldgs,TEN,1.875,1.825,1.745,,,,,,,,
The Reject Shop,TRS,15.4,13.68,14.49,,,,,,,,
Western Plains Res,WPG,0.6,0.53,0.53,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Apex Min NL opt nov12,AXMO,0.007,0.008,0.01,,,,,,,,
Athena Res opt apr12,AHNOA,0.017,0.02,0.02,,,,,,,,
Bannerman Res,BMN,0.48,0.575,0.655,,,,,,,,
BPH Corp Ltd opt may10,BPHO,0.003,0.004,0.004,,,,,,,,
Dominion Min,DOM,2.74,2.82,2.96,,,,,,,,
Geodynamics Ltd,GDY,0.69,0.74,0.8,,,,,,,,
Innamincka Pet,INP,0.12,0.135,0.16,,,,,,,,
iShares Glb Telco cdi 1:1,IXP,57.6,58.82,58.28,,,,,,,,
LBT Innovations optjun13c,LBTOA,0.019,0.02,0.025,,,,,,,,
Legacy Iron Ore opt dec12,LCYOB,0.04,0.065,0.11,,,,,,,,
Raisama Ltd,RAI,0.32,0.35,0.43,,,,,,,,
Stirling Min opt jun10,SMZO,0.002,0.005,0.005,,,,,,,,
Synergy Metals,SML,0.013,0.017,0.018,,,,,,,,
