ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5117.1 at 2015-09-01T16:38:06. Report at Tuesday, September 1, 2015. Processed Wednesday at 2015-09-02T01:00:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Aust Agricultural,AAP,.014,.01,.012,,
Aust Careers Network,ACO,3.20,2.95,2.95,,
Austal,ASB,2.28,2.05,2.10,,
Berkeley Res,BKY,.395,.37,.38,,
Beston Global,BFC,.36,.33,.35,,
Cardinal Res opt sep19,CDVOA,.05,.042,.047,,
Continuation Invest,COT,.17,.14,.15,,
Diversa,DVA,.53,.51,.51,,
EnviroMission,EVM,.17,.067,.078,,
HUB24,HUB,2.20,1.75,1.95,,
IPH,IPH,5.71,5.30,5.70,,
Mozambi Res,MOZ,.023,.02,.022,,
oOh! Media,OML,2.91,2.90,2.90,,
Pacific Brands,PBG,.68,.56,.595,,
Pacific Niugini opt aug17,PNRO,.02,-,.013,,
QMS Media,QMS,.91,.90,.90,,
Smartgroup Corp,SIQ,3.22,2.98,3.02,,
Sydney Airport forus,SYD,5.89,5.88,5.88,,
The Citadel Grp,CGL,4.35,4.10,4.20,,
XTB LLC20,YTMLL1,111.86,111.44,111.44,,
UXC,UXC,1.125,1.115,1.115,,
WAM Research,WAX,1.26,1.25,1.255,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
Anova Metals,AWV,.026,.035,.035,,
Antares Energy covm3qu,AZZG,1.65,1.68,1.67,,
Bailador Tech Invest,BTI,.76,.77,.77,,
Beach Energy,BPT,.63,.65,.65,,
Boart Longyear,BLY,.073,.077,.075,,
Brierty,BYL,.225,.26,.255,,
Calibre Grp,CGH,.105,.11,.11,,
Cassini Res,CZI,.042,.044,.044,,
Crown Resorts,CWN,11.05,11.21,11.21,,
CSR,CSR,3.01,3.05,3.05,,
Dick Smith Hldgs,DSH,1.45,1.527,1.485,,
DTI Grp,DTI,.245,.25,.25,,
Evolve Edu Grp,EVO,.77,.82,.80,,
Gentrack Grp,GTK,1.64,1.70,1.65,,
Hills,HIL,.365,.375,.375,,
Huon Aquaculture,HUO,3.11,3.30,3.15,,
Insurance Aust Grp,IAG,4.97,5.03,5.01,,
Kingston Res opt jun16,KSNOA,.001,.002,.002,,
Kogi Iron,KFE,.009,.01,.01,,
Mitchell Services,MSV,.016,.017,.017,,
Newzulu,NWZ,.035,.042,.039,,
NRW Hldgs,NWH,.11,.12,.12,,
Panterra Gold,PGI,.08,.105,.10,,
Phosphagenics,POH,.016,.017,.017,,
Resource Generation,RES,.037,.038,.038,,
Rox Resources,RXL,.015,.016,.016,,
Seafarms Grp,SFG,.054,.056,.056,,
Swick Min Services,SWK,.105,.12,.12,,
Tasmania Mines,TMM,1.10,1.25,1.25,,
Toro Energy,TOE,.053,.057,.057,,
Transpacific Indust,TPI,.622,.625,.625,,
Treasury Grp,TRG,6.85,7.02,7.02,,
Troy Resources,TRY,.27,.28,.275,,
Zenith Minerals,ZNC,.027,.034,.034,,
Zeta Res,ZER,.32,.355,.355,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
