ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4633.5 at 2013-06-25T16:23:09. Report at Tuesday, June 25, 2013. Processed Wednesday at 2013-06-26T01:00:14+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
ETFS Energy,ETPNRG,9.99,9.68,9.74,,
LBT Innovations,LBT,.075,.06,.05,,
Lion One Metals cdi,LLO,.49,.47,-,,
Nexus Bonds nexus4,NXBHD,90.00,87.701,88.35,,
Pulse Health,PHG,.084,.082,.076,,
RBS Google,RBSGOO,933.96,929.82,929.82,,
Sonic Healthcare,SHL,14.97,14.77,14.94,,
TTG Mobile Coupon cdi,TUP,1.98,1.97,1.85,,
Zeta Res,ZER,.45,.44,-,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
A1 Gold,AYC,.13,.145,.17,,
Adavale Resources,ADD,.002,.004,.004,,
Adcorp Aust,AAU,.07,.077,.10,,
ADG Global Supply,ADQ,.014,.02,.022,,
Alara Res,AUQ,.04,.048,.055,,
Aleator Energy,AWD,.005,.006,.008,,
Alkane Res,ALK,.245,.30,.395,,
Allegiance Coal,AHQ,.012,.014,.021,,
Alliance Res,AGS,.093,.10,.11,,
Altona Min,AOH,.115,.14,.15,,
Ampella Min,AMX,.135,.16,.18,,
Anatolia Energy,AEK,.039,.042,.045,,
Anglo Aust Res,AAR,.003,.004,.004,,
Anglogold Ashanti cdi,AGG,3.00,3.25,3.37,,
Apollo Minerals,AON,.023,.026,.03,,
Arafura Resources,ARU,.062,.08,.10,,
Argent Minerals,ARD,.035,.04,.048,,
ASK Funding,AKF,.125,.13,.13,,
Aspire Min,AKM,.033,.04,.06,,
ASX rts forus,ASXR,2.07,2.72,-,,
Atlas Iron,AGO,.685,.707,.74,,
Auroch Min,AOU,.084,.09,.09,,
Aurora Oil & Gas,AUT,2.63,2.71,2.78,,
Ausdrill,ASL,.93,.982,1.065,,
Ausenco,AAX,1.97,2.05,2.03,,
Ausgold,AUC,.013,.02,.025,,
AGB May21,GSBI21,114.508,-,118.711,,
AGB Dec13,GSBW13,101.65,-,104.19,,
Aust Infrastructure Fd,AIX,.003,.17,.160,,
Austpac Res,APG,.014,.015,.016,,
Azumah Res,AZM,.024,.028,.045,,
Balamara Res,BMB,.06,.071,.071,,
Beadell Resources,BDR,.505,.565,.575,,
Berkeley Res,BKY,.205,.23,.245,,
BetaSharesResources etf unt,QRE,4.82,4.86,5.13,,
Bluechiip,BCT,.165,.175,.18,,
Boom Logistics,BOL,.069,.077,.11,,
Buru Energy,BRU,1.18,1.23,1.33,,
Canyon Res,CAY,.045,.07,.08,,
Cape Lambert Res,CFE,.105,.115,.115,,
Caravel Min,CVV,.011,.013,.015,,
Carbine Res,CRB,.028,.032,.03,,
Carnavale Res,CAV,.011,.02,.02,,
Castillo Copper,CCZ,.035,.06,.044,,
Central Aus Phos,CEN,.012,.014,.015,,
Central Petroleum,CTP,.065,.068,.081,,
Chandler Macleod,CMG,.38,.40,.425,,
Chesser Res,CHZ,.10,.11,.145,,
Chorus,CNU,1.88,1.915,2.11,,
Cleveland Min,CDG,.096,.13,.15,,
Coalbank,CBQ,.005,.007,.011,,
Cobar Cons Res,CCU,.08,.095,.12,,
Condoto Platinum,CPD,.245,.30,.295,,
Copper Strike,CSE,.105,.135,.13,,
Core Exploration rts 27jun,CXOR,.001,.01,-,,
Cougar Metals,CGM,.005,.006,.006,,
Cove Res,CVE,.006,.01,.07,,
Crossland Metals opt nov14,CUXO,.005,.008,.007,,
CuDECO,CDU,2.21,2.57,3.55,,
Dampier Gold,DAU,.024,.028,.035,,
Digga Aust Mining Fd etf unt,DGA,1.45,1.575,1.695,,
Discovery Metals,DML,.135,.17,.17,,
East Energy Res,EER,.033,.04,.048,,
Elders hybrids,ELDPA,9.56,10.50,23.00,,
Emergent Res,EMG,.009,.01,.01,,
Emmerson Res,ERM,.032,.033,.042,,
Encounter Res,ENR,.14,.16,.20,,
Endeavour Mining cdi,EVR,.47,.57,.85,,
Engenco,EGN,.11,.145,.15,,
ETFS Physical Silver,ETPMAG,20.50,20.64,21.20,,
Evolution Mining,EVN,.535,.625,.70,,
Excela rts 27jun,EXAR,.005,.006,-,,
Firstfolio,FFF,.01,.011,.016,,
Geopacific Res,GPR,.035,.046,.06,,
Global Construct,GCS,.38,.415,.42,,
Global Geoscience,GSC,.021,.027,.035,,
Global Res Corp,GRM,.028,.03,.06,,
Gold Road Res,GOR,.034,.041,.06,,
Golden Rim Res,GMR,.012,.015,.022,,
Grandbridge,GBA,.033,.042,.04,,
Greenland Min & Energy,GGG,.215,.245,.24,,
Greenpower Energy,GPP,.011,.015,.03,,
GUD Hldgs,GUD,5.59,5.70,6.96,,
Guildford Coal,GUF,.11,.135,.16,,
Hastings Rare Metals,HAS,.039,.044,.043,,
Havilah Res opt mar14,HAVOA,.005,.015,.015,,
Hawkley Oil & Gas,HOG,.041,.048,.056,,
Hawthorn Res,HAW,.055,.058,.087,,
Healthscope Notes 10.25% cn,HLNGA,99.90,100.00,101.99,,
Hudson Res,HRS,.05,.08,.15,,
Hunter Hall Int'l,HHL,1.64,2.00,2.20,,
Imdex,IMD,.63,.66,.815,,
IMX Res,IXR,.055,.065,.065,,
Independence Grp,IGO,2.35,2.57,3.02,,
Indo Mines,IDO,.057,.062,.07,,
Intra Energy,IEC,.09,.10,.115,,
Invigor Grp,IVO,.028,.03,.03,,
Iselect def,ISU,1.48,-,-,,
iShares Small Ords,ISO,3.45,3.55,3.74,,
iShares UBS Gov Infl etf unt,ILB,99.08,101.01,105.01,,
Jacka Res,JKA,.077,.078,.08,,
Kasbah Res,KAS,.085,.099,.105,,
Key Petroleum,KEY,.007,.008,.009,,
Kingsgate Cons,KCN,1.315,1.395,1.425,,
Kingsrose Min,KRM,.275,.32,.31,,
Konekt,KKT,.027,.03,.042,,
Korab Res,KOR,.034,.04,.056,,
Legend Corp,LGD,.20,.22,.25,,
Leopard Res,LRR,.001,.002,.002,,
Living Cell Tech,LCT,.042,.043,.045,,
Lucapa Diamond Co,LOM,.005,.006,.007,,
MACA,MLD,1.73,1.765,1.82,,
MacPhersons Res,MRP,.12,.14,.15,,
Manas Resources,MSR,.051,.052,.067,,
Mantle Min Corp,MNM,.027,.03,.031,,
Marengo Min cdi,MMC,.028,.048,.047,,
Marenica Energy,MEY,.004,.005,.005,,
Marmota Energy,MEU,.023,.025,.048,,
Maxsec Grp,MSP,.005,.006,.007,,
McPherson's,MCP,1.18,1.285,1.84,,
Medusa Min,MML,1.265,1.54,2.18,,
Mighty River Power,MYT,1.855,1.88,1.95,,
Mincor Res,MCR,.445,.50,.51,,
Mineral Deposits,MDL,1.845,2.20,2.65,,
Mirabela Nickel,MBN,.10,.115,.11,,
Modun Res,MOU,.006,.007,.007,,
Molopo Energy,MPO,.205,.225,.225,,
Mount Gibson Iron,MGX,.405,.41,.475,,
Musgrave Min,MGV,.05,.062,.069,,
Mutiny Gold,MYG,.027,.031,.034,,
Nemex Res,NXR,.02,.025,.037,,
Newcrest Min,NCM,9.07,9.96,14.28,,
Nomad Bldg Solutions,NOD,.049,.059,.065,,
Noni B,NBL,.56,.62,.59,,
Northern Star Res,NST,.595,.635,.635,,
Northwest Res,NWR,.03,.04,.054,,
Norwest Energy,NWE,.018,.019,.022,,
NRW Hldgs,NWH,.86,.88,1.00,,
OceanaGold Corp cdi,OGC,1.18,1.255,1.715,,
Oil Basins,OBL,.011,.014,.015,,
