Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4483.1 at 16:36 30/8/2010  Report at 19:05 Monday 30/8/2010. Processed 19:17 Monday 30/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Ainsworth Game Tech 10% cn11,AGIG,1.03,0.99,0.9,,,,,,,,
Amcbf Thr,AKU,105,104,104,,,,,,,,
Andean Res Ltd,AND,4.92,4.53,3.88,,,,,,,,
ARB Corp,ARP,6.75,6.55,5.98,,,,,,,,
Aust Education unt,AEU,0.69,0.68,0.61,,,,,,,,
Azumah Res,AZM,0.58,0.525,0.42,,,,,,,,
Chandler Macleod,CMG,0.37,0.36,0.28,,,,,,,,
Eldorado Gold cdi,EAU,22,21.79,21.2,,,,,,,,
Fairfax Media Ltd pref,FXJPB,96,95.5,89.85,,,,,,,,
Gale Pacific Ltd,GAP,0.23,0.21,0.18,,,,,,,,
Gazal Corp,GZL,1.68,1.64,1.6,,,,,,,,
Generator Income gennote2,GINHA,81,80.5,78,,,,,,,,
Healthscope Ltd,HSP,6.2,6.15,6.05,,,,,,,,
Macq Telecom Gp,MAQ,6.05,5.98,5.35,,,,,,,,
Matrix C & E Ltd,MCE,4.47,4.41,2.85,,,,,,,,
Medic Vision Ltd,MVH,0.053,0.046,0.02,,,,,,,,
Mesbon China Nylon,MES,0.16,0.145,0.135,,,,,,,,
Northern Uranium opt mar12,NTUOB,0.105,0.085,0.035,,,,,,,,
Ross Human Direction,RHD,0.64,0.635,0.605,,,,,,,,
Saunders Intl Ltd,SND,0.51,0.5,0.45,,,,,,,,
Shield Min,SHX,0.29,0.265,0.255,,,,,,,,
Sino Gas Energy opt dec12,SEHOC,0.006,0.005,0.005,,,,,,,,
Tanami Gold NL def,TAMDA,0.65,0.59,-,,,,,,,,
Trafalgar Corp stp,TGP,1.025,1.02,0.945,,,,,,,,
Trojan Equity,TJN,0.62,0.59,0.56,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Aquacarotene Ltd,AQL,0.12,0.15,0.15,,,,,,,,
AUS Gov Index Fund,AQF,1.55,1.6,1.58,,,,,,,,
Aust United Invest,AUI,6.37,6.4,6.5,,,,,,,,
Bass Strait Oil Co,BAS,0.022,0.023,0.027,,,,,,,,
Breakaway Res,BRW,0.039,0.042,0.04,,,,,,,,
Carrick Gold Ltd,CRK,0.32,0.355,0.35,,,,,,,,
Central Pet opt mar14,CTPO,0.021,0.022,0.025,,,,,,,,
Central West Gold,CWG,0.025,0.037,0.035,,,,,,,,
Challenger Infra stp,CIF,1.225,1.23,1.28,,,,,,,,
Clancy Explore,CLY,0.069,0.074,0.079,,,,,,,,
Coal of Africa,CZA,1.275,1.3,1.65,,,,,,,,
Customers Ltd,CUS,1.76,1.95,2.44,,,,,,,,
Emergent Res,EMG,0.27,0.3,0.31,,,,,,,,
  opt sep10,EMGO,0.09,0.17,0.11,,,,,,,,
Euroz Ltd opt mar14,EZLO,0.31,0.44,0.47,,,,,,,,
Every Day Mine Serv,EDS,0.048,0.05,0.05,,,,,,,,
Growthpoint Prop rts 10sep,GOZRA,0.001,0.002,-,,,,,,,,
Horseshoe Metals,HOR,0.195,0.2,0.2,,,,,,,,
Metal Storm Ltd opt sep11,MSTO,0.001,0.002,0.002,,,,,,,,
Nexbis Ltd,NBS,0.063,0.066,0.077,,,,,,,,
Northern Min,NMI,0.045,0.046,0.07,,,,,,,,
Phoslock Water,PHK,0.057,0.06,0.093,,,,,,,,
Progen Pharmaceutic,PGL,0.3,0.31,0.33,,,,,,,,
TFS Corp Ltd,TFC,0.75,0.77,0.77,,,,,,,,
Thinksmart Ltd,TSM,0.54,0.65,0.89,,,,,,,,
TNG Ltd,TNG,0.038,0.042,0.04,,,,,,,,
Westoz Inv Ltd opt jun12,WICO,0.04,0.052,0.06,,,,,,,,
