Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4516.5 at 16:37 11/6/2010  Report at 19:05 Friday 11/6/2010. Processed 19:23 Friday 11/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Aquacarotene Ltd def,AQLDA,0.18,0.15,-,,,,,,,,
Coca-Cola Amatil,CCL,11.9,11.31,11.38,,,,,,,,
eServGlobal Ltd,ESV,0.65,0.58,0.575,,,,,,,,
GPT Grp stp,GPT,2.89,2.71,2.84,,,,,,,,
Growthpoint Prop stp,GOZ,1.88,1.85,1.85,,,,,,,,
Intermin Res opt may12,IRCO,0.045,0.041,0.042,,,,,,,,
Jindalee Res,JRL,1.41,1.325,1.325,,,,,,,,
Lihir Gold Ltd,LGL,4.22,4.04,4.18,,,,,,,,
Melbourne IT Ltd,MLB,2.21,2.1,1.92,,,,,,,,
Nusep Ltd opt sep12,NSPO,0.052,0.049,-,,,,,,,,
Orion Metals Ltd opt feb11,ORMO,0.012,0.011,0.011,,,,,,,,
Ramsay Health Care,RHC,14.79,14.59,14.67,,,,,,,,
Riversdale Min,RIV,10.39,9.93,9.56,,,,,,,,
Strathfield Grp,SRA,0.023,0.006,0.006,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
A-Cap Res,ACB,0.28,0.305,0.3,,,,,,,,
Admerex Ltd,ADL,0.003,0.004,0.004,,,,,,,,
Alinta Energy Grp stp,AEJ,0.041,0.05,0.045,,,,,,,,
Allied Brands Ltd,ABQ,0.035,0.065,0.071,,,,,,,,
Anaeco Ltd,ANQ,0.17,0.175,0.175,,,,,,,,
Argosy Min cdi,AGY,0.02,0.025,0.03,,,,,,,,
Austock Grp Ltd,ACK,0.19,0.195,0.195,,,,,,,,
Barra Res,BAR,0.058,0.063,0.065,,,,,,,,
Black Range Min opt feb11,BLRO,0.01,0.015,0.012,,,,,,,,
Central Asia Res,CVR,0.03,0.038,0.033,,,,,,,,
Coffey Intl,COF,0.92,1.105,1.01,,,,,,,,
Comet Res,CRL,0.036,0.04,0.052,,,,,,,,
Eneabba Gas Ltd,ENB,0.11,0.12,0.12,,,,,,,,
  opt jun10,ENBOA,0.001,0.024,0.024,,,,,,,,
Energy And Min,EMA,0.13,0.16,0.15,,,,,,,,
Eromanga Hydro,ERH,0.049,0.059,0.058,,,,,,,,
Greenearth Energy,GER,0.081,0.088,0.086,,,,,,,,
Hexima Ltd,HXL,0.24,0.27,0.275,,,,,,,,
Hot Rock Ltd,HRL,0.065,0.078,0.07,,,,,,,,
Intl Equities,IEQ,0.01,0.033,0.033,,,,,,,,
Key Pet,KEY,0.076,0.08,0.082,,,,,,,,
Marion Energy opt dec11,MAEO,0.004,0.005,0.005,,,,,,,,
Millennium Min opt feb13,MOYOA,0.008,-,-,,,,,,,,
Modena Res Ltd opt dec13,MDAOA,0.006,0.009,0.01,,,,,,,,
Mungana Gold Ltd,MUX,0.88,-,-,,,,,,,,
Nimrodel Res,NMR,0.029,0.035,0.035,,,,,,,,
ORH Ltd,ORH,0.024,0.027,0.026,,,,,,,,
Panax Geothermal,PAX,0.093,0.1,0.099,,,,,,,,
  opt dec11,PAXO,0.013,0.015,0.015,,,,,,,,
Pelorus Prop,PPI,0.12,0.155,0.145,,,,,,,,
Pro Medicus Ltd   ,PME,0.48,0.5,0.545,,,,,,,,
Pryme Oil & Gas,PYM,0.049,0.05,0.05,,,,,,,,
Regal Res,RER,0.022,0.027,0.027,,,,,,,,
Skilled Grp Ltd,SKE,1.09,1.18,1.19,,,,,,,,
Stratatel Ltd,STE,0.039,0.044,0.045,,,,,,,,
Synergy Plus Ltd,SNR,0.026,0.034,0.034,,,,,,,,
Techniche Ltd,TCN,0.031,0.035,0.034,,,,,,,,
Tower Aust rts 17jun,TALR,0.28,0.32,0.55,,,,,,,,
Undercoverwear,UCW,0.19,0.22,0.25,,,,,,,,
Universal Res,URL,0.09,0.1,0.1,,,,,,,,
Uranium Equities,UEQ,0.082,0.085,0.083,,,,,,,,
Victorian Gold Mines,VGM,0.073,0.12,0.12,,,,,,,,
Viralytics Ltd opt jun10,VLAO,0.006,0.01,0.01,,,,,,,,
Voyager Res opt sep11,VORO,0.005,0.006,0.006,,,,,,,,
Webster Ltd,WBA,0.37,0.38,0.38,,,,,,,,
