Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4936.1 at 16:37 18/1/2010  Report at 19:05 Monday 18/1/2010. Processed 19:08 Monday 18/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Adultshop Com,ASC,0.014,0.012,0.011,,,,,,,,
  opt dec11,ASCO,0.005,0.003,0.004,,,,,,,,
AFT Corp,AFT,0.002,0.001,0.001,,,,,,,,
Altera Res Ltd,AEA,0.15,0.14,0.13,,,,,,,,
Anchor Res,AHR,0.195,0.19,0.18,,,,,,,,
ARB Corp,ARP,5.45,5.29,5.14,,,,,,,,
Archer Explore,AXE,0.21,0.2,0.155,,,,,,,,
Atlas Iron Ltd,AGO,2.36,2.35,1.945,,,,,,,,
Bendigo & Adelaide,BEN,10.27,10.15,9.91,,,,,,,,
Beyond Intl,BYI,0.75,0.68,0.68,,,,,,,,
Cazaly Res,CAZ,0.515,0.415,0.325,,,,,,,,
  opt feb11,CAZO,0.32,0.19,0.115,,,,,,,,
Centrebet Internat,CIL,1.54,1.4,1.29,,,,,,,,
Codan Ltd,CDA,1.26,1.22,1.03,,,,,,,,
C'wlth Bank  of Aust ,CBA,58.65,58.1,55.14,,,,,,,,
Credit Corp Grp,CCP,3.29,3.06,2.85,,,,,,,,
Early Learning Serv,ELY,0.45,0.37,0.3,,,,,,,,
Fairfax Media Ltd,FXJ,1.87,1.79,1.745,,,,,,,,
Fat Prophets,FAT,0.95,0.945,0.94,,,,,,,,
Focus Min Ltd,FML,0.08,0.079,0.066,,,,,,,,
Generator Income gennote2,GINHA,58.5,57.25,53,,,,,,,,
Global Nickel Invest,GNI,0.115,0.096,0.075,,,,,,,,
  opt jun12,GNIOA,0.05,0.04,0.025,,,,,,,,
Global Resource,GRF,1.73,1.72,1.64,,,,,,,,
GME Res Ltd,GME,0.12,0.11,0.105,,,,,,,,
Goodman Plus Tr stepup pf,GMPPA,75,70.5,69.54,,,,,,,,
Hannans Reward,HNR,0.295,0.285,0.195,,,,,,,,
Hastings High Yld unt,HHY,1.44,1.395,1.365,,,,,,,,
Hunter Hall Global,HHV,0.86,0.85,0.85,,,,,,,,
Image Res NL,IMA,1.145,1.05,0.92,,,,,,,,
IOOF Hldgs Ltd,IFL,6.68,6.37,6.2,,,,,,,,
Jetset Travelworld,JET,1.6,1.55,1.43,,,,,,,,
Mesoblast Ltd,MSB,2.26,2.25,1.49,,,,,,,,
Mirrabooka Invest,MIR,2.28,2.19,2.15,,,,,,,,
Navigator Res opt nov11,NAVO,0.07,0.068,0.047,,,,,,,,
Nick Scali Ltd,NCK,1.48,1.45,1.36,,,,,,,,
Peak Res,PEK,0.225,0.18,0.125,,,,,,,,
  opt dec10,PEKOA,0.16,0.13,0.051,,,,,,,,
Perilya Ltd,PEM,0.78,0.765,0.7,,,,,,,,
PPK Grp Ltd,PPK,0.47,0.46,0.415,,,,,,,,
Reckon Ltd,RKN,1.98,1.95,1.88,,,,,,,,
Reed Res Ltd,RDR,0.84,0.83,0.67,,,,,,,,
Saferoads Hldgs,SRH,1.1,1.08,0.805,,,,,,,,
Stanmore Coal Ltd,SMR,1,0.9,0.8,,,,,,,,
Toll Hldgs Ltd,TOL,9.33,9.2,8.78,,,,,,,,
United Overseas Aust,UOS,0.34,0.32,0.29,,,,,,,,
Venture Min,VMS,0.5,0.44,0.385,,,,,,,,
Viento Grp Ltd,VIE,0.22,0.17,0.13,,,,,,,,
Village Roadshow 'a' pref,VRLPA,2.24,2.15,1.86,,,,,,,,
Waterco Ltd,WAT,1.01,1,0.95,,,,,,,,
Western Plains Res,WPG,0.5,0.42,0.32,,,,,,,,
Zinc Co Aust,ZNC,0.24,0.175,0.125,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
ARK Fund Ltd (The),ARJ,0.4,0.43,0.405,,,,,,,,
Aurium Res opt sep12,AGUOA,0.02,0.025,0.025,,,,,,,,
Mithril Res opt sep11,MTHO,0.07,0.075,0.093,,,,,,,,
White Canyon Uranium opt jan10,WCUO,0.005,0.006,0.01,,,,,,,,
