ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5621.3 at 2014-08-28T16:42:06. Report at Thursday, August 28, 2014. Processed Friday at 2014-08-29T01:00:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
AG Financial,AHA,.052,.049,.045,,
Altium,ALU,2.81,2.60,2.64,,
ARB Corp,ARP,13.40,13.16,12.49,,
Spur Ventures cdi,AGB,.50,-,-,,
Audio Pixels,AKP,14.10,9.40,6.50,,
Aurelia Metals,AMI,.43,.42,.395,,
AusNet Services stp,AST,1.427,1.41,1.37,,
AusTex Oil,AOK,.285,.27,.26,,
AXG Mining,AXC,.015,.012,.011,,
Blackmores,BKL,30.30,28.30,28.60,,
Cassini Res,CZI,.295,.275,.28,,
Clearview Wealth,CVW,.90,.845,.83,,
Coal FE Resources,CES,.022,.017,.011,,
Cochlear,COH,72.37,70.76,64.65,,
Collection House,CLH,2.29,2.15,1.99,,
Continuation Invest,COT,.16,.12,.12,,
Corporate Travel,CTD,7.62,7.24,6.82,,
Diversified United Inv,DUI,3.95,3.92,3.75,,
Elanor Investors stp,ENN,1.44,1.40,1.35,,
ETFS Physical Palladium,ETPMPD,93.32,92.00,92.53,,
Fiducian Portfolio,FPS,1.94,1.74,1.71,,
Fisher & Paykel Health,FPH,4.60,4.44,4.44,,
Flagship Invest,FSI,1.68,1.67,1.63,,
GR Engineering,GNG,.84,.77,.78,,
Greenland Min & Energy opt jun16,GGGOA,.04,.03,.02,,
Hunter Hall Global,HHV,1.12,1.095,1.06,,
Infomedia,IFM,1.13,.98,.885,,
Isentia Grp,ISD,2.67,2.60,2.60,,
iShares MSCI Em Mkt cdi,IEM,48.97,48.74,48.00,,
Kangaroo Isl Timber,KPT,3.20,3.10,3.10,,
NIB Hldgs,NHF,3.45,3.31,3.28,,
NSL Consolidated opt dec16,NSLO,.007,.004,.002,,
Odyssey Energy rts 29aug,ODYR,.02,-,-,,
Onevue Hldgs,OVH,.355,.34,.34,,
Orora,ORA,1.72,1.495,1.515,,
OTOC,OTC,.19,.145,.145,,
Power Res,PWW,.023,.021,.007,,
Ramsay Health Care,RHC,52.31,51.755,48.39,,
Roc Oil Co,ROC,.69,.685,.62,,
Sheffield Res,SFX,1.12,1.04,.93,,
Slater & Gordon,SGH,6.44,6.075,5.47,,
Vita Grp,VTG,1.07,.95,.83,,
Wilson HTM Inv,WIG,.80,.75,.62,,
YPB Grp,YPB,.34,.20,-,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
8common,8CO,.26,-,-,,
African Energy Res cdi,AFR,.059,.06,.07,,
Artist & Entertain,AEM,.009,.012,.012,,
Ausgold opt may15,AUCO,.012,.018,.025,,
Barrack St Invest opt aug16,BSTO,.04,.09,-,,
BC Iron,BCI,2.81,2.99,3.18,,
Carpentaria Expl,CAP,.051,.053,.062,,
ETFS Grains,ETPGRN,5.23,5.33,5.37,,
Hawkley Oil & Gas,HOG,.012,.013,.016,,
Japara Healthcare,JHC,2.17,2.29,2.24,,
Macq Telecom Grp,MAQ,4.56,5.17,5.30,,
Nevada Iron,NVI,.40,.60,.50,,
NSX,NSX,.067,.08,.10,,
QRxPharma,QRX,.029,.032,.075,,
Senex Energy,SXY,.58,.652,.68,,
Sth American Iron,SAY,.015,.018,.016,,
Sth American Ferro,SFZ,.033,.04,.04,,
Subzero Grp,SZG,.05,.078,.071,,
Sun Resources,SUR,.01,.015,.012,,
Tox Free Solutions,TOX,2.63,2.71,3.21,,
Vista Grp Intl,VGI,2.28,2.40,-,,
Western Desert Res,WDR,.19,.195,.22,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
