ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5519.2 at 2014-07-18T16:41:35. Report at Friday, July 18, 2014. Processed Saturday at 2014-07-19T01:00:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Adv Braking Tech opt aug16,ABVO,.003,.002,.002,,
Arena REIT unt,ARF,1.30,1.25,1.295,,
Aust United Invest,AUI,8.36,8.28,8.22,,
Barra Res,BAR,.016,.01,.011,,
Canyon Res,CAY,.11,.08,.095,,
  opt jan17,CAYOA,.04,.025,.022,,
Capilano Honey,CZZ,6.54,6.20,6.10,,
Dempsey Min,DMI,.092,.06,.051,,
Discovery Res,DIS,.073,.05,.05,,
Drake Res opt aug15,DRKOA,.014,.01,.009,,
ETFS Physical Palladium,ETPMPD,92.15,91.08,89.84,,
ETS Cisco Systems,ETSCSC,27.36,25.609,25.694,,
Gondwana Res,GDA,.12,.055,.055,,
GUD Hldgs,GUD,7.05,6.80,6.26,,
Independence Grp,IGO,4.94,4.85,4.52,,
Investa Office Fd stp,IOF,3.60,3.51,3.51,,
Ironbark Zinc,IBG,.10,.075,.07,,
KGL Res,KGL,.245,.125,.10,,
Kibaran Resources,KNL,.475,.255,.195,,
  opt aug15,KNLO,.27,.065,.10,,
Lonestar Res,LNR,.527,.485,.45,,
Malagasy Min,MGY,.055,.045,.038,,
Mantra Grp,MTR,1.965,1.845,1.85,,
Metals Of Africa,MTA,.29,.21,.125,,
  opt jan17,MTAO,.10,.055,.026,,
Northern Star Res,NST,1.832,1.70,1.35,,
OceanaGold Corp cdi,OGC,3.50,3.46,3.48,,
Pental opt jun15,PTLOA,.006,.003,.003,,
Platina Res opt sep15,PGMO,.017,.015,.013,,
Preferred Capital perls iii,PCAPA,197.40,196.28,197.25,,
Resource Star opt mar16,RSLO,.005,.002,.002,,
Rey Resources,REY,.14,.135,.105,,
Russell Aust Govt Bnd etf unt,RGB,20.66,20.47,20.56,,
Safety Medical,SFP,.007,.006,.006,,
Structural Systems,STS,.665,.64,.61,,
Telecom Corp of NZ,TEL,2.63,2.56,2.56,,
Triton Minerals,TON,.905,.69,.48,,
Venus Metals,VMC,.215,.07,.11,,
  opt nov16,VMCO,.06,.01,.01,,
Westpac TPS Tr pref,WCTPA,98.30,97.39,97.50,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
AJ Lucas Grp,AJL,.69,.87,.80,,
Auroch Min,AOU,.049,.055,.062,,
Blue Sky Access Fund,BAF,.97,.985,.99,,
Clime Capital,CAM,.96,.965,.965,,
Clover Corp,CLV,.36,.395,.39,,
Cott Oil & Gas opt dec15,CMTO,.03,.05,.035,,
Freelancer,FLN,.782,.90,.865,,
Mesoblast,MSB,4.12,4.28,4.18,,
NEXTDC,NXT,1.53,1.56,1.62,,
Resources&Energy Grp,REZ,.002,.038,.038,,
West Peak Iron,WPI,.01,.011,.011,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
