Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4418.7 at 16:46 20/7/2010  Report at 19:05 Tuesday 20/7/2010. Processed 19:11 Tuesday 20/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
1300 Smiles Ltd,ONT,3.25,3.22,3.2,,,,,,,,
Atomic Res,ATQ,0.26,0.23,0.185,,,,,,,,
Corazon Ltd opt apr13,CZNO,0.03,0.02,0.025,,,,,,,,
Globe Intl,GLB,0.6,0.55,0.46,,,,,,,,
Noble Min Res optjul11d,NMGO,0.05,0.04,-,,,,,,,,
Pac Niugini Ltd,PNR,0.19,0.165,0.155,,,,,,,,
Ross Human Direction,RHD,0.6,0.425,0.455,,,,,,,,
Samson Oil & Gas,SSN,0.07,0.068,0.044,,,,,,,,
  opt dec12,SSNO,0.058,0.054,0.029,,,,,,,,
Sandfire Res,SFR,4.72,4.45,3.48,,,,,,,,
Sundance Energy,SEA,0.27,0.265,0.185,,,,,,,,
Viagold Capital,VIA,0.87,0.83,0.45,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Amcbf One,AKS,104,104.17,104.17,,,,,,,,
Augustus Min opt jul10,AUJO,0.001,0.008,0.015,,,,,,,,
Auzex Res,AZX,0.09,0.13,0.1,,,,,,,,
AWE Ltd,AWE,1.555,1.625,1.72,,,,,,,,
Biotech Capital,BTC,0.16,0.18,0.18,,,,,,,,
Cabcharge Aust,CAB,4.41,4.64,4.96,,,,,,,,
Carrick Gold Ltd,CRK,0.355,0.44,0.455,,,,,,,,
Central Pet,CTP,0.054,0.061,0.061,,,,,,,,
  opt mar14,CTPO,0.026,0.028,0.029,,,,,,,,
Clancy Explore,CLY,0.081,0.095,0.12,,,,,,,,
  rts29juld,CLYR,0.005,0.012,-,,,,,,,,
Cloncurry Metals,CLU,0.026,0.03,0.037,,,,,,,,
Convergent Min,CVG,0.06,0.075,0.07,,,,,,,,
Cool or Cosy Ltd,COS,0.037,0.04,0.065,,,,,,,,
Ecsi Ltd,ECS,0.016,0.02,0.018,,,,,,,,
Every Day Mine Serv,EDS,0.064,0.07,0.07,,,,,,,,
Forte Energy NL,FTE,0.079,0.1,0.1,,,,,,,,
Fox Res opt nov10,FXRO,0.006,0.018,0.01,,,,,,,,
Gondwana Res opt jun11,GDAO,0.003,0.004,0.004,,,,,,,,
Helix Res,HLX,0.059,0.06,0.06,,,,,,,,
India Equities Fund,INE,0.051,0.055,0.58,,,,,,,,
Midwinter Resourc opt nov11,MWNOA,0.024,0.03,0.03,,,,,,,,
Orion Gold NL,ORN,0.018,0.021,0.019,,,,,,,,
Rimfire Pacific,RIM,0.008,0.009,0.01,,,,,,,,
Spotless Grp Ltd,SPT,2,2.08,2.07,,,,,,,,
Tanami Gold NL,TAM,0.021,0.025,0.039,,,,,,,,
Triausmin Ltd,TRO,0.056,0.059,0.069,,,,,,,,
Triton Gold Ltd,TON,0.086,0.091,0.09,,,,,,,,
WorleyParsons Ltd,WOR,19.95,21.03,21.36,,,,,,,,
