Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4939.5 at 16:36 5/1/2010  Report at 19:05 Tuesday 5/1/2010. Processed 20:32 Tuesday 5/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Abacus Prop new,ABPNA,0.44,0.435,0.435,,,,,,,,
Amcom Telecomm,AMM,0.29,0.28,0.28,,,,,,,,
Antares Energy,AZZ,0.69,0.65,0.65,,,,,,,,
Apollo Gas Ltd,AZO,0.76,0.675,0.675,,,,,,,,
Aquarius Platinum,AQP,7.68,7.45,7.45,,,,,,,,
ARB Corp,ARP,5.26,5.14,5.14,,,,,,,,
Ardent Leisure Grp stp,AAD,1.845,1.735,1.735,,,,,,,,
Asciano Grp stpld,AIO,1.91,1.885,1.885,,,,,,,,
Augur Res Ltd,AUK,0.15,0.12,0.12,,,,,,,,
Aurora Min Ltd,ARM,0.965,0.74,0.79,,,,,,,,
Ausdrill Ltd,ASL,2.2,2.09,2.16,,,,,,,,
Aussie Q Res,AQR,0.115,0.085,0.09,,,,,,,,
AXA Asia Pacific,AXA,6.63,6.58,6.58,,,,,,,,
Beach Energy Ltd,BPT,0.96,0.925,0.925,,,,,,,,
Beadell Resource,BDR,0.4,0.235,0.32,,,,,,,,
BHP Billiton Ltd,BHP,43.64,43.32,43.32,,,,,,,,
Boart Longyear,BLY,0.395,0.365,0.365,,,,,,,,
Brockman Res,BRM,2.52,2.5,2.5,,,,,,,,
Buka Gold Ltd,BKG,0.18,0.14,0.14,,,,,,,,
Campbell Brothers,CPB,30.98,30.09,30.09,,,,,,,,
Challenger FSG Ltd,CGF,4.48,4.27,4.38,,,,,,,,
Charter Hall Grp forus,CHC,0.725,0.72,0.72,,,,,,,,
Clover Corp,CLV,0.28,0.245,0.26,,,,,,,,
Cochlear Ltd,COH,69.79,69.72,69.72,,,,,,,,
Codan Ltd,CDA,1.1,1.025,1.03,,,,,,,,
C'wlth Bank  of Aust  perls v,CBAPA,207.95,207.4,207.4,,,,,,,,
Computershare Ltd,CPU,11.62,11.5,11.5,,,,,,,,
Cortona Res opt jan12,CRCO,0.06,0.04,0.04,,,,,,,,
Dioro Explore NL,DIO,1.27,1.25,1.25,,,,,,,,
Discovery Metals,DML,0.68,0.61,0.62,,,,,,,,
Djerriwarrh Invest,DJW,4.7,4.65,4.65,,,,,,,,
Elders Ltd def,ELDDA,1.7,1.58,1.58,,,,,,,,
  hybrids,ELDPA,61.5,58,58,,,,,,,,
Entek Energy Ltd,ETE,0.26,0.24,0.25,,,,,,,,
Epsilon Energy,EPS,0.13,0.089,0.095,,,,,,,,
Equinox Min Ltd cdi,EQN,4.52,4.45,4.48,,,,,,,,
ETFS Metals etfs pd,ETPMPD,46.24,40.16,41.69,,,,,,,,
Eureka Energy Ltd,EKA,0.105,0.1,0.1,,,,,,,,
Gindalbie Metals,GBG,1.175,1.08,1.08,,,,,,,,
Giralia Res NL,GIR,1.54,1.46,1.475,,,,,,,,
Global Iron Ltd,GFE,0.225,0.205,0.22,,,,,,,,
Global Min,GMI,1.25,1.22,1.22,,,,,,,,
Gloucester Coal,GCL,9.44,9.18,9.18,,,,,,,,
Greenland Min En,GGG,0.78,0.63,0.645,,,,,,,,
  opt jun11,GGGO,0.53,0.4,0.42,,,,,,,,
Halcygen Pharma,HGN,0.71,0.66,0.66,,,,,,,,
Healthscope Ltd,HSP,5.18,5.14,5.14,,,,,,,,
Hillgrove Res Ltd,HGO,0.475,0.44,0.44,,,,,,,,
Horizon Oil Ltd,HZN,0.4,0.37,0.37,,,,,,,,
Ironclad Min,IFE,1.31,0.8,0.8,,,,,,,,
iShares MSCI SKorea cdi 1:1,IKO,54.25,53.62,53.62,,,,,,,,
K2 Asset Mgmt,KAM,0.85,0.79,0.82,,,,,,,,
Kasbah Res,KAS,0.085,0.074,0.074,,,,,,,,
Leighton Hldgs,LEI,39.65,38.47,38.47,,,,,,,,
Macarthur Coal,MCC,11.52,11.25,11.25,,,,,,,,
Magellan Flagship,MFF,0.68,0.64,0.64,,,,,,,,
Magnetic Res,MAU,0.255,0.2,0.2,,,,,,,,
