Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4437.0 at 16:39 16/7/2010  Report at 19:05 Friday 16/7/2010. Processed 22:44 Friday 16/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Adelaide Brighton,ABC,3.18,3.11,2.86,,,,,,,,
Amcor Ltd,AMC,6.88,6.72,6.71,,,,,,,,
Aust Gold Invest,AGV,0.057,0.055,0.037,,,,,,,,
Avoca Res,AVO,2.99,2.72,2.75,,,,,,,,
Clancy Explore rts29juld,CLYR,0.02,-,-,,,,,,,,
Consolidated Global,CGI,0.04,0.035,0.036,,,,,,,,
Dragon Min Ltd,DRA,0.125,0.092,0.099,,,,,,,,
Globe Intl,GLB,0.55,0.445,0.46,,,,,,,,
GoConnect Ltd,GCN,0.044,0.029,0.029,,,,,,,,
Grandbridge Ltd,GBA,0.3,0.185,0.18,,,,,,,,
Halcyon Sec hlcnte10,HLCHA,100.5,100,99.75,,,,,,,,
Indago Res Ltd opt oct14,IDGOA,0.17,0.15,0.15,,,,,,,,
Integra Min Ltd,IGR,0.35,0.335,0.32,,,,,,,,
McMillan Shakespeare,MMS,5.27,4.89,5,,,,,,,,
Oohmedia Grp Ltd,OOH,0.185,0.16,0.165,,,,,,,,
Platina Res opt feb11,PGMO,0.07,0.065,0.064,,,,,,,,
Seymour Whyte Ltd,SWL,1.12,1.095,1.11,,,,,,,,
Shield Min,SHX,0.255,0.235,0.24,,,,,,,,
Silver Chef Ltd,SIV,2.6,2.5,2.43,,,,,,,,
Sundance Energy,SEA,0.265,0.21,0.185,,,,,,,,
Tutt Bryant Grp,TBG,0.905,0.635,0.69,,,,,,,,
Viagold Capital,VIA,0.83,0.6,0.45,,,,,,,,
XState Res opt jun13,XSTO,0.075,-,-,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Cabcharge Aust,CAB,4.64,4.81,4.96,,,,,,,,
Drake Res,DRK,0.125,0.135,0.135,,,,,,,,
Hexima Ltd,HXL,0.18,0.21,0.2,,,,,,,,
Mundo Min,MUN,0.091,0.093,0.1,,,,,,,,
Nufarm Finance (Nz) exc.nov11,NFNG,61.5,74.26,74.26,,,,,,,,
Nufarm Ltd,NUF,3.4,5.15,5.04,,,,,,,,
Oriental Techno,OTI,0.03,0.035,0.035,,,,,,,,
Ramsay Health Care cares,RHCPA,92.16,94.05,94.81,,,,,,,,
TZ Ltd,TZL,0.37,0.46,0.4,,,,,,,,
