ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5844.0 at 2015-04-21T16:35:37. Report at Tuesday, April 21, 2015. Processed Wednesday at 2015-04-22T01:00:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Aconex,ACX,2.14,2.10,2.06,,
Actinogen,ACW,.15,.125,.095,,
Asciano,AIO,6.72,6.58,6.64,,
Atcor Medical,ACG,.275,.23,.27,,
Bendigo&Adelaide Bk pref 2,BENPE,100.00,99.99,99.19,,
Black Ridge Min,BRD,.003,.001,.001,,
Chorus,CNU,3.06,3.01,2.88,,
EBOS Grp,EBO,10.10,10.06,8.57,,
Foyson Res,FOY,.006,.004,.003,,
Frontier Capital,FCG,.31,.30,.25,,
Havilah Res,HAV,.29,.255,.26,,
  opt jun17,HAVO,.08,.051,.06,,
Highfield Res,HFR,1.77,1.675,1.485,,
ICSGlobal,ICS,1.205,1.08,1.05,,
Independence Grp,IGO,5.89,5.68,5.80,,
Kip McGrath Edu Cntr,KME,.47,.46,.42,,
M2 Grp,MTU,11.68,11.57,10.53,,
Macq Atlas Roads stp,MQA,3.66,3.65,3.46,,
Mustera Prop Grp,MPX,.27,.255,.26,,
National Aust Bank nyr3qum,NABPC,100.35,100.29,100.17,,
Newfield Res,NWF,1.03,.91,.83,,
Payce Consolidated,PAY,7.95,7.90,7.90,,
Pro Medicus,PME,1.70,1.56,1.60,,
Select Harvests,SHV,8.59,8.36,7.98,,
Summerset Grp,SNZ,3.41,3.28,3.20,,
Surfstitch Grp,SRF,1.65,1.51,1.445,,
Top End Minerals,TND,.03,.023,.012,,
UBS IQ MSCI Japan etf unt,UBJ,20.67,20.50,-,,
Urbanise.com,UBN,.97,.92,.95,,
White Energy,WEC,.245,.22,.22,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
Antares Energy 10% cn23,AZZG,1.80,1.87,1.90,,
Aurora Div Inc Tr mfunt,AOD,.875,.89,.90,,
BC Iron,BCI,.255,.26,.35,,
Beta Aust Str Bear tmf unt,BBOZ,24.87,-,-,,
BlueScope Steel,BSL,3.66,3.87,4.08,,
Bulletproof Grp,BPF,.205,.21,.23,,
Cape Lambert Res,CFE,.037,.041,.058,,
Core Exploration,CXO,.02,.026,.025,,
Elk Petroleum,ELK,.02,.024,.024,,
Emeco Hldgs,EHL,.086,.095,.115,,
Entek Energy,ETE,.018,.019,.019,,
Funtastic,FUN,.019,.02,.02,,
Genetic Signatures,GSS,.40,.405,.42,,
GPS Alliance,GPS,.03,.17,.17,,
Greencross,GXL,6.71,7.07,7.93,,
Korvest,KOV,3.83,3.85,3.90,,
Macquarie Bank inc sec,MBLHB,77.801,78.50,78.50,,
Mineral Resources,MIN,5.75,5.93,6.50,,
Musgrave Min,MGV,.021,.028,.035,,
New Hope Corp,NHC,2.14,2.25,2.37,,
NRW Hldgs,NWH,.16,.175,.185,,
Phoenix Gold,PXG,.062,.067,.087,,
Pro-Pac Packaging,PPG,.43,.45,.455,,
Rawson Res,RAW,.008,.009,.016,,
Red Metal,RDM,.038,.04,.041,,
RNI NL,RNI,.034,.039,.051,,
Royalco Res,RCO,.195,.205,.205,,
Tassal Grp,TGR,3.13,3.20,3.31,,
UBS IQ MSCI Au etf unt,UBA,20.06,20.35,-,,
Windimurra Vanad,WVL,.007,.01,.012,,
Zenith Minerals,ZNC,.031,.035,.04,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
