ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4989.4 at 2013-02-08T16:50:35. Report at Friday, February 8, 2013. Processed Saturday at 2013-02-09T01:00:10+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
All 200 Fin-x-A-REIT etf unt,FIX,6.02,5.88,5.88,,
Amcor,AMC,8.845,8.47,8.60,,
Antipa Min opt dec14,AZYOA,.052,.034,.048,,
ANZ Banking Grp,ANZ,28.15,26.82,26.82,,
Asciano,AIO,5.08,4.90,4.90,,
Atrum Coal,ATU,.525,.36,.395,,
Aurora Sandringham unt,AOD,.995,.99,.99,,
Austock Grp,ACK,.185,.175,.18,,
Bendigo & Adelaide Bk pref,BENPC,95.60,95.00,95.00,,
BetaShares ASX Fin etf unt,QFN,9.24,9.13,9.13,,
BetaShares Aust Top 20 tmf unt,YMAX,11.12,11.03,11.01,,
BKI Invest,BKI,1.53,1.485,1.485,,
BT Invest Mgt,BTT,3.09,2.99,2.99,,
BWP Trust unt,BWP,2.43,2.40,2.39,,
Carlton Invest,CIN,22.54,22.49,22.29,,
Chandler Macleod,CMG,.595,.57,.565,,
Charter Hall Grp forus,CHC,3.71,3.49,3.48,,
Clime Capital,CAM,1.185,1.17,1.17,,
  7.5% pref,CAMPA,2.08,2.07,2.07,,
CSL,CSL,57.51,55.97,55.97,,
CSR,CSR,2.18,2.04,2.095,,
Dicker Data,DDR,.78,.72,.76,,
Donaco Intl,DNA,.45,.41,.024,,
eBet,EBT,1.385,1.37,1.37,,
Gowing Bros,GOW,2.45,2.40,2.40,,
Insurance Aust Grp,IAG,5.22,5.08,5.075,,
iShares Glb Cons cdi,IXI,75.96,74.93,74.78,,
iShares S&P MidCap cdi,IJH,107.35,105.78,105.21,,
iShares MSCI Aus 200,IOZ,21.58,21.35,21.29,,
iShares S&P 500 cdi,IVV,148.14,145.68,145.40,,
iShares S&P High Div,IHD,15.96,15.80,15.80,,
Laconia Res,LCR,.052,.03,.032,,
MACA,MLD,2.70,2.65,2.63,,
MaxiTRANS Ind,MXI,1.135,1.08,1.08,,
Mayne Pharma,MYX,.39,.375,.38,,
McPherson's,MCP,2.39,2.27,2.27,,
Milton Corp,MLT,19.22,18.92,18.90,,
Mnemon,MNZ,.03,.028,.028,,
Mortgage Choice,MOC,1.98,1.90,1.90,,
National Aust Bank,NAB,29.02,28.03,27.92,,
NeuroDiscovery,NDL,.041,.026,.026,,
Nuplex Industries,NPX,2.76,2.67,2.64,,
Petrel Energy,PRL,.085,.07,.084,,
Primary Health Care,PRY,4.73,4.66,4.66,,
Prophecy Int'l,PRO,.43,.41,.40,,
Ramsay Health Care,RHC,30.31,30.00,30.00,,
REA Grp,REA,23.25,20.85,20.76,,
Reece Aust,REH,22.75,22.41,22.46,,
Royal Wolf Hldgs,RWH,2.81,2.60,2.62,,
Russell High Div etf unt,RDV,26.90,26.85,26.85,,
Singapore Tel cdi,SGT,2.81,2.72,2.72,,
Skilled Grp,SKE,2.94,2.83,2.83,,
Sky Network TV,SKT,4.25,4.17,4.17,,
SkyCity Entertain,SKC,3.32,3.23,3.23,,
Sonic Healthcare,SHL,14.32,13.85,13.75,,
SPDR 200 Financials etf unt,OZF,17.30,17.11,17.04,,
SPDR 200 Fund etf unt,STW,46.41,45.96,45.82,,
SPDR 50 Fund etf unt,SFY,48.76,48.20,48.00,,
SPDR MSCI Aus Sel HDY etf unt,SYI,27.54,27.12,27.12,,
Sumatra Copper cdi,SUM,.21,.19,.20,,
Supply Net,SNL,1.66,1.60,1.615,,
Tassal Grp,TGR,1.685,1.62,1.62,,
Tatts Grp,TTS,3.39,3.35,3.32,,
The Reject Shop,TRS,16.49,16.00,16.00,,
Titan Energy Service,TTN,1.50,1.267,1.295,,
Traffic Tech,TTI,.088,.073,.075,,
Village Roadshow,VRL,4.70,4.67,4.64,,
Vngd US Total Market cdi,VTS,76.20,74.99,74.74,,
Wellcom Grp,WLL,3.15,3.05,3.08,,
Wentworth Hldgs,WWM,.085,.07,.079,,
Whitefield,WHF,3.48,3.39,3.37,,
Woolworths,WOW,32.80,32.06,32.06,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
Alkane Res,ALK,.565,.64,.625,,
Aziana,AZK,.071,.093,.088,,
BetaShares AEBH Fd etf unt,BEAR,20.08,20.24,20.31,,
Castle Minerals,CDT,.071,.077,.077,,
Chesser Res,CHZ,.275,.30,.315,,
Dragon Min,DRA,.48,.49,.49,,
Golden Rim Res,GMR,.047,.062,.062,,
Hill End Gold,HEG,.014,.016,.015,,
Int'l Goldfields,IGS,.02,.022,.022,,
Investigator Res,IVR,.12,.13,.13,,
Invigor Grp,IVO,.049,.12,.10,,
Konekt,KKT,.035,.054,.054,,
Lochard Energy Grp cdi,LHD,.053,.081,.081,,
MetroCoal,MTE,.13,.15,.15,,
New Standard Energy,NSE,.175,.195,.205,,
Nyota Minerals,NYO,.042,.045,.046,,
Resource & Invest,RNI,.13,.155,.14,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
