Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4574.1 at 16:41 18/6/2010  Report at 19:05 Friday 18/6/2010. Processed 19:12 Friday 18/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
1300 Smiles Ltd,ONT,3.2,3.15,3.05,,,,,,,,
Advanced Share,ASW,0.445,0.375,0.405,,,,,,,,
Avoca Res,AVO,2.59,2.55,2.36,,,,,,,,
Dexion Ltd,DEX,0.72,0.695,0.7,,,,,,,,
Fleetwood Corp,FWD,9.8,8.9,9.5,,,,,,,,
Gazal Corp,GZL,1.6,1.54,1.51,,,,,,,,
Heartware Int Inc cdi,HIN,2.35,2.1,1.925,,,,,,,,
Kingsgate Cons,KCN,10.5,9.99,9.24,,,,,,,,
Kingsrose Min Ltd,KRM,0.98,0.825,0.9,,,,,,,,
Korab Res,KOR,0.485,0.43,0.45,,,,,,,,
Lihir Gold Ltd,LGL,4.38,4.22,4.18,,,,,,,,
Nyota Min Ltd,NYO,0.315,0.27,0.29,,,,,,,,
OceanaGold Corp cdi,OGC,3.8,3.58,3.72,,,,,,,,
Oohmedia Grp Ltd,OOH,0.16,0.155,0.15,,,,,,,,
Orion Metals Ltd,ORM,0.105,0.079,0.07,,,,,,,,
Perseus Min Ltd,PRU,2.35,2.17,2.26,,,,,,,,
Riversdale Min,RIV,10.95,10.39,9.56,,,,,,,,
Sihayo Gold Ltd,SIH,0.14,0.115,0.099,,,,,,,,
Silver Lake Resource,SLR,2,1.94,1.44,,,,,,,,
St Barbara Ltd,SBM,0.39,0.38,0.33,,,,,,,,
Viridis Clean Energy unt  def,VIRDA,0.052,-,-,,,,,,,,
West African Res,WAF,0.34,0.245,-,,,,,,,,
White Energy Co,WEC,3.84,3.7,3.48,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Adcorp Aust,AAU,0.16,0.17,0.17,,,,,,,,
Alliance Res,AGS,0.3,0.315,0.33,,,,,,,,
Allied Brands Ltd,ABQ,0.032,0.035,0.071,,,,,,,,
Atlantic Gold NL,ATV,0.035,0.038,0.04,,,,,,,,
Augustus Min opt jul10,AUJO,0.015,0.03,0.024,,,,,,,,
Austock Grp Ltd,ACK,0.15,0.19,0.195,,,,,,,,
Auzex Res,AZX,0.1,0.14,0.12,,,,,,,,
Barra Res opt dec10,BARO,0.001,0.008,0.008,,,,,,,,
Bauxite Resource,BAU,0.24,0.26,0.265,,,,,,,,
Burleson Energy opt aug10,BURO,0.001,0.007,0.011,,,,,,,,
Callabonna Uranium,CUU,0.009,0.01,0.01,,,,,,,,
Cbio Ltd,CBZ,0.28,0.305,0.3,,,,,,,,
Challenger Winetr unt,CWT,0.215,0.22,0.255,,,,,,,,
Downer EDI Ltd,DOW,4.1,4.44,5.98,,,,,,,,
ERO Min Ltd,ERO,0.016,0.021,0.022,,,,,,,,
Firestone Energy,FSE,0.017,0.018,0.018,,,,,,,,
Healthlinx Ltd opt dec13,HTXOA,0.055,0.06,0.07,,,,,,,,
ING Real Est Ente unt,IEF,0.084,0.091,0.1,,,,,,,,
Key Pet,KEY,0.072,0.076,0.082,,,,,,,,
Malachite Res,MAR,0.048,0.051,0.05,,,,,,,,
Marenica Energy,MEY,0.097,0.11,0.12,,,,,,,,
NeuroDiscovery,NDL,0.03,0.033,0.035,,,,,,,,
Newera Uranium,NRU,0.018,0.022,0.022,,,,,,,,
Northern Uranium opt mar12,NTUOB,0.023,0.027,0.026,,,,,,,,
Oaks Hotels & Resort,OAK,0.34,0.405,0.35,,,,,,,,
Oilex Ltd,OEX,0.077,0.082,0.085,,,,,,,,
Redbank Copper,RCP,0.022,0.03,0.029,,,,,,,,
Resource Min Corp,RMI,0.003,0.004,0.004,,,,,,,,
Rivercity Motorway stp,RCY,0.025,0.034,0.045,,,,,,,,
Sino Strategic Intl,SSI,0.28,0.32,0.35,,,,,,,,
Stirling Res,SRE,0.075,0.093,0.095,,,,,,,,
Toro Energy Ltd,TOE,0.076,0.081,0.08,,,,,,,,
Victorian Gold Mines opt mar14,VGMO,0.02,0.025,0.025,,,,,,,,
Westoz Inv Ltd,WIC,0.975,1.01,0.985,,,,,,,,
