ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4237.5 at 2011-11-03T16:38:54. Report at Thursday, November 3, 2011. Processed Friday at 2011-11-04T01:00:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
AMCB Fund No 5,AKY,100.87,100.69,100.69,,
ANZ Banking Grp pref cps3,ANZPC,101.00,100.09,100.30,,
CS100 Emrg Mkt Infr unt,CSU,.94,.935,.935,,
Devine Ltd def,DVNDA,.86,-,-,,
Excelsior Gold,EXG,.13,.11,.115,,
Freedom Foods Grp,FNP,.42,.40,.40,,
Jameson Res,JAL,.185,.17,.175,,
MAp Grp forus,MAP,3.48,3.41,3.45,,
Naracoota Res Ltd,NRR,.30,.26,.26,,
Nexus Bonds Ltd nexus4,NXBHD,74.74,71.50,71.50,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
APN European Ret stp,AEZ,.002,.003,.003,,
Aquarius Platinum,AQP,2.51,2.67,2.58,,
Aurora Minerals,ARM,.125,.13,.13,,
Benitec,BLT,.017,.018,.018,,
Biota Hldgs,BTA,.76,.78,.78,,
Calliden Grp,CIX,.165,.18,.17,,
Celamin Hldgs NL opt mar14,CNLO,.11,.18,.15,,
Clean Seas Tuna,CSS,.079,.091,.086,,
Collins Foods,CKF,1.16,1.87,1.86,,
Coretrack,CKK,.07,.074,.072,,
Dynasty Metals,DMA,.13,.135,.135,,
Eden Energy Ltd opt jun14,EDEO,.014,.027,.016,,
Fairstar Res,FAS,.033,.036,.035,,
Forte Energy,FTE,.03,.037,.036,,
General Min Corp,GMM,.065,.078,.078,,
Gippsland,GIP,.023,.026,.024,,
Gold Anomaly Ltd opt jun12,GOAOA,.005,.007,.007,,
Golden Cross Res,GCR,.01,.011,.011,,
Hawthorn Res opt apr12,HAWO,.001,.002,.002,,
Hill End Gold,HEG,.026,.028,.027,,
Ironclad Min opt mar12,IFEO,.06,.09,.065,,
Kibaran Nickel,KNL,.085,.10,.10,,
KIM Rare Earths,KRE,.10,.11,.105,,
Magma Metals,MMW,.115,.125,.12,,
Northern Iron,NFE,.955,1.15,1.01,,
Northern Min,NMI,.032,.033,.033,,
OneSteel,OST,.945,1.21,1.135,,
Overland Res,OVR,.08,.095,.094,,
Red River Res,RVR,.05,.061,.06,,
Ridge Resources,RID,.135,.14,.14,,
Silex Systems,SLX,1.95,2.29,2.25,,
Strategic Elements,SOR,.07,.083,.08,,
Syndicated Metals,SMD,.099,.11,.10,,
Woolworths,WOW,23.21,23.71,23.71,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
