Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4542.1 at 16:36 28/7/2010  Report at 19:05 Wednesday 28/7/2010. Processed 19:12 Wednesday 28/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
ANZ Banking Grp pref,ANZPA,103.61,103.35,102,,,,,,,,
Atomic Res,ATQ,0.265,0.26,0.185,,,,,,,,
  opt aug11,ATQO,0.072,0.06,0.035,,,,,,,,
Centennial Coal,CEY,6.05,6,4.88,,,,,,,,
Desane Grp Hldings,DGH,0.57,0.515,0.52,,,,,,,,
Growthpoint Prop stp,GOZ,2.05,1.93,1.95,,,,,,,,
Guildford Coal,GUF,0.235,0.215,-,,,,,,,,
Healthscope Ltd,HSP,6.02,6.01,5.62,,,,,,,,
iShares MSCI Sing,ISG,13.73,13.5,13.5,,,,,,,,
Ishine Int Res,ISH,0.3,0.28,0.27,,,,,,,,
Noble Min Res opt jul13,NMGOA,0.069,0.065,-,,,,,,,,
Oohmedia Grp Ltd,OOH,0.2,0.19,0.165,,,,,,,,
Quest Pet opt mar11,QPNO,0.005,0.003,0.002,,,,,,,,
Reckon Ltd,RKN,2.14,2.07,2.09,,,,,,,,
Silver Chef Ltd,SIV,2.85,2.58,2.43,,,,,,,,
Sterihealth Ltd,STP,1.8,1.7,1.45,,,,,,,,
Summit Res,SMM,2.41,2.24,2.11,,,,,,,,
Suncorp-Metway 5.068%prf,SUNPA,102,101,100,,,,,,,,
Trafalgar Corp stp,TGP,0.945,0.9,0.85,,,,,,,,
Viagold Capital,VIA,0.91,0.9,0.45,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Adelaide Energy,ADE,0.081,0.088,0.085,,,,,,,,
Amcbf One,AKS,102,104,104.17,,,,,,,,
CI Res Ltd,CII,0.68,0.72,0.69,,,,,,,,
Clancy Explore,CLY,0.079,0.08,0.12,,,,,,,,
Emmerson Res,ERM,0.11,0.16,0.165,,,,,,,,
Marion Energy,MAE,0.02,0.022,0.022,,,,,,,,
Sthn Gold,SAU,0.07,0.075,0.078,,,,,,,,
Tanami Gold NL,TAM,0.019,0.019,0.03,,,,,,,,
