Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4503.9 at 16:42 18/8/2010  Report at 19:05 Wednesday 18/8/2010. Processed 19:17 Wednesday 18/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
3D Res Ltd,DDD,0.045,0.032,0.029,,,,,,,,
Adamus Res,ADU,0.6,0.58,0.545,,,,,,,,
Alkane Res Ltd,ALK,0.515,0.46,0.4,,,,,,,,
Alpha Financial Prod ser1frn12,AFPHA,35,32,32.5,,,,,,,,
Ampella Min,AMX,1.95,1.76,1.575,,,,,,,,
Aurora Oil & Gas,AUT,1.17,1.06,0.87,,,,,,,,
Aust Agriculture,AAC,1.68,1.545,1.525,,,,,,,,
Austral Gold,AGD,0.305,0.3,0.19,,,,,,,,
Avoca Res,AVO,3.1,2.94,2.99,,,,,,,,
AWB Ltd,AWB,1.455,1.1,1.035,,,,,,,,
Bendigo & Adelaide pref,BENPB,93.45,90,87.7,,,,,,,,
Bougainville Copper,BOC,0.9,0.815,0.87,,,,,,,,
Chandler Macleod,CMG,0.33,0.28,0.28,,,,,,,,
Elixir Pet Ltd,EXR,0.071,0.066,0.053,,,,,,,,
Embelton Ltd,EMB,4.9,4.75,4.6,,,,,,,,
Exco Res Ltd,EXS,0.475,0.41,0.295,,,,,,,,
Forge Grp Ltd,FGE,3.34,3.16,3.17,,,,,,,,
Gloucester Coal,GCL,12.53,12.5,11.254,,,,,,,,
Golden West Res,GWR,1.07,0.99,0.8,,,,,,,,
Great Western Exp,GTE,0.37,0.365,0.2,,,,,,,,
Ideas Intl,IDE,0.57,0.53,0.47,,,,,,,,
Integra Min Ltd,IGR,0.405,0.395,0.36,,,,,,,,
Intrepid Mines,IAU,0.76,0.74,0.64,,,,,,,,
Kasbah Res,KAS,0.13,0.115,0.085,,,,,,,,
Legend Corp,LGD,0.22,0.19,0.185,,,,,,,,
Lynas Corp,LYC,1.03,0.95,0.82,,,,,,,,
McMillan Shakespeare,MMS,6.45,5.94,5.48,,,,,,,,
Mesbon China Nylon,MES,0.145,0.135,0.135,,,,,,,,
Metals X Ltd,MLX,0.165,0.145,0.155,,,,,,,,
Mineral Res,MIN,8.99,8.87,8.43,,,,,,,,
Noble Min Res opt jul13,NMGOA,0.08,0.076,0.075,,,,,,,,
Overseas & Gen cdi,OGL,0.26,0.25,0.185,,,,,,,,
Papillon Res Ltd,PIR,0.215,0.205,0.15,,,,,,,,
Perseus Min Ltd,PRU,2.59,2.45,2.4,,,,,,,,
Regis Res,RRL,1.21,1.15,1.025,,,,,,,,
  opt jan14,RRLO,0.84,0.77,0.66,,,,,,,,
Royal Res opt oct13,ROYOA,0.21,0.17,0.12,,,,,,,,
Run Corp Ltd,RNC,0.085,0.072,0.065,,,,,,,,
Silver Mines Ltd,SVL,0.15,0.11,0.115,,,,,,,,
  opt may11,SVLO,0.05,-,-,,,,,,,,
Summit Res,SMM,2.55,2.45,2.41,,,,,,,,
Suncorp-Metway pref,SUNPB,100,99.65,98.3,,,,,,,,
Sundance Energy,SEA,0.33,0.32,0.3,,,,,,,,
Union Res Ltd,UCL,0.012,0.01,0.005,,,,,,,,
Vesture Ltd,VES,0.155,0.11,0.14,,,,,,,,
Victorian Gold Mines,VGM,0.27,0.18,0.17,,,,,,,,
  opt mar14,VGMO,0.061,0.045,0.045,,,,,,,,
WHL Energy Ltd opt jun12,WHNO,0.011,0.01,0.01,,,,,,,,
Woolworths Ltd perp.frn,WOWHB,99.2,99,98.5,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
3Q Hldgs Ltd,TQH,0.08,0.11,0.11,,,,,,,,
Aacl Hldgs Ltd,AAY,0.05,0.07,0.07,,,,,,,,
Apac Coal,AAL,0.027,0.04,0.035,,,,,,,,
Aruma Res Ltd,AAJ,0.15,0.155,0.16,,,,,,,,
Aston Res Ltd def,AZT,5.5,-,-,,,,,,,,
Cudeco Ltd,CDU,2.25,4.59,4.15,,,,,,,,
E & A Ltd,EAL,0.21,0.24,0.225,,,,,,,,
Enerji Ltd,ERJ,0.023,0.024,0.025,,,,,,,,
Fisher & Paykel H,FPH,2.22,2.26,2.36,,,,,,,,
Gulf Mines Ltd,GLM,0.018,0.02,0.02,,,,,,,,
Karmelsonix Ltd opt jul11,KSXO,0.002,0.005,0.005,,,,,,,,
Luminus Systems,LSL,0.002,0.008,0.008,,,,,,,,
Medigard Ltd rts 18aug,MGZR,0.001,0.021,-,,,,,,,,
Modena Res Ltd,MDA,0.018,0.02,0.028,,,,,,,,
PharmAust Ltd opt mar12,PAAO,0.005,0.008,0.008,,,,,,,,
Phoslock Water,PHK,0.072,0.075,0.093,,,,,,,,
Port Bouvard Ltd,PBD,0.095,0.105,0.115,,,,,,,,
Primary Health Care,PRY,3.01,3.39,3.46,,,,,,,,
Sky City Entertain,SKC,2.25,2.35,2.28,,,,,,,,
Treasury Grp,TRG,4.52,4.55,4.8,,,,,,,,
Two Way Ltd,TTV,0.028,0.029,0.03,,,,,,,,
Uranex NL,UNX,0.125,0.14,0.16,,,,,,,,
Viking Ash,VKA,0.19,0.195,0.195,,,,,,,,
Virax Hldgs,VHL,0.028,0.074,0.066,,,,,,,,
Westoz Inv Ltd,WIC,0.935,0.97,0.985,,,,,,,,
