Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4453.6 at 16:34 31/5/2010  Report at 19:05 Monday 31/5/2010. Processed 19:11 Monday 31/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Healthscope Ltd,HSP,5.56,5.3,4.66,,,,,,,,
Heartware Int Inc cdi,HIN,1.925,1.89,1.59,,,,,,,,
HGL Ltd,HNG,1.28,1.19,1.17,,,,,,,,
India Equities Fund,INE,0.605,0.585,0.52,,,,,,,,
Jindalee Res,JRL,1.325,0.995,1.13,,,,,,,,
Pac Min Ltd,PFM,0.26,0.25,0.25,,,,,,,,
PharmAust Ltd opt mar12,PAAO,0.025,0.02,-,,,,,,,,
Sino Gas Energy rts09jund,SEHRA,0.002,0.001,-,,,,,,,,
STW Comms,SGN,0.97,0.94,0.905,,,,,,,,
Wattyl Ltd,WYL,1.31,1.25,0.945,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Antisense Therapeutic,ANP,0.014,0.015,0.016,,,,,,,,
Ausenco Ltd,AAX,2.16,2.34,4.3,,,,,,,,
Bauxite Resource,BAU,0.265,0.3,0.31,,,,,,,,
Becton Prop Grp 9.5% cn10,BECG,0.35,0.38,0.46,,,,,,,,
Cbio Ltd,CBZ,0.3,0.315,0.315,,,,,,,,
Empire Res,ERL,0.045,0.046,0.065,,,,,,,,
Jervois Min,JRV,0.003,0.004,0.004,,,,,,,,
Laserbond Ltd,LBL,0.04,0.05,0.052,,,,,,,,
Marion Energy,MAE,0.023,0.026,0.042,,,,,,,,
Metal Storm Ltd,MST,0.008,0.009,0.012,,,,,,,,
Metcash Ltd,MTS,3.84,3.87,4.03,,,,,,,,
Orion Pet Ltd,OIP,0.058,0.06,0.068,,,,,,,,
Provet Hldgs Ltd,PVT,1.3,1.34,1.385,,,,,,,,
Questus Ltd,QSS,0.05,0.058,0.06,,,,,,,,
Reclaim Ind,RCM,0.02,0.05,0.046,,,,,,,,
Redbank Copper,RCP,0.029,0.032,0.046,,,,,,,,
Republic Gold Ltd,RAU,0.015,0.017,0.019,,,,,,,,
Resource Base,RBX,0.027,0.03,0.035,,,,,,,,
Stuart Pet Ltd,STU,0.375,0.39,0.475,,,,,,,,
Swish Grp Ltd,SWG,0.001,0.002,0.003,,,,,,,,
Target Energy,TEX,0.018,0.019,0.024,,,,,,,,
Trinity Grp stp,TCQ,0.069,0.075,0.099,,,,,,,,
TZ Ltd,TZL,0.5,0.51,0.65,,,,,,,,
