Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4833.9 at 16:43 30/4/2010  Report at 19:06 Friday 30/4/2010. Processed 20:35 Friday 30/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Altera Res Ltd,AEA,0.36,0.3,0.26,,,,,,,,
Ambition Grp Ltd,AMB,0.42,0.39,0.41,,,,,,,,
Ampella Min,AMX,1.55,1.37,1.39,,,,,,,,
Ansell Ltd,ANN,12.96,12.46,12.87,,,,,,,,
Azure Min,AZS,0.105,0.065,0.047,,,,,,,,
East Energy Resource,EER,0.375,0.225,0.11,,,,,,,,
Eldorado Gold cdi  1:1,EAU,16.56,15.04,14.86,,,,,,,,
Fairstar Res,FAS,0.15,0.145,0.09,,,,,,,,
  opt aug11,FASOA,0.05,0.046,0.025,,,,,,,,
Geopacific Res def,GPRDA,0.875,0.65,-,,,,,,,,
Living Cell Tech,LCT,0.41,0.295,0.28,,,,,,,,
Medtech Global,MDG,0.057,0.055,0.056,,,,,,,,
Medusa Min Ltd,MML,4.73,4.68,4.05,,,,,,,,
Papillon Res Ltd opt dec12,PIROA,0.06,0.053,0.033,,,,,,,,
ResMed Inc cdi  10:1,RMD,7.12,6.96,7.05,,,,,,,,
Resource And Invest,RNI,0.17,0.069,0.089,,,,,,,,
Rialto Energy,RIA,0.41,0.38,0.18,,,,,,,,
  opt jun11,RIAO,0.075,0.07,0.05,,,,,,,,
Richmond Min,RHM,0.34,0.32,0.26,,,,,,,,
Silver Chef Ltd,SIV,2.45,2.32,2.44,,,,,,,,
Waterco Ltd,WAT,1.05,1,1,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Aii200finxareit etf unt,FIX,5.83,5.98,-,,,,,,,,
Aii200res etf unt,RSR,5.28,5.45,5.37,,,,,,,,
Alcoa Inc cdi,AAI,20,23.4,45.19,,,,,,,,
Becton Prop Grp stp,BEC,0.071,0.074,0.08,,,,,,,,
Coffey Intl,COF,1.25,1.755,1.72,,,,,,,,
Energy And Min opt jul11,EMAO,0.031,0.043,0.042,,,,,,,,
Eromanga Hydro,ERH,0.08,0.087,0.085,,,,,,,,
Eumundi Grp Ltd,EBG,0.03,0.054,0.05,,,,,,,,
Fluorotechnics,FLS,0.18,0.3,0.31,,,,,,,,
Geothermal Res,GHT,0.235,0.26,0.27,,,,,,,,
Green Rock Energy,GRK,0.025,0.03,0.031,,,,,,,,
Hill End Gold,HEG,0.115,0.135,0.15,,,,,,,,
Innamincka Pet,INP,0.083,0.09,0.088,,,,,,,,
Island Sky Aust,ISK,0.057,0.07,0.07,,,,,,,,
Jameson Res,JAL,0.074,0.076,0.25,,,,,,,,
Kuth Energy Ltd,KEN,0.08,0.092,0.09,,,,,,,,
Mirvac Industrial unt,MIX,0.04,0.044,0.042,,,,,,,,
Northern Uranium,NTU,0.09,0.097,0.11,,,,,,,,
Penrice Soda,PSH,0.515,0.75,0.77,,,,,,,,
Prime Retirement unt,PTN,0.072,0.084,0.09,,,,,,,,
Straits Res,SRL,1.24,1.285,1.26,,,,,,,,
TZ Ltd,TZL,0.65,0.77,0.7,,,,,,,,
Viterra Inc cdi  1:1,VTA,8.95,9.18,9.85,,,,,,,,
White Canyon Uranium,WCU,0.115,0.155,0.15,,,,,,,,
Yellow Rock,YRR,0.029,0.039,0.036,,,,,,,,
