Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4403.7 at 16:35 2/6/2010  Report at 19:05 Wednesday 2/6/2010. Processed 19:12 Wednesday 2/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
1300 Smiles Ltd,ONT,3.06,3.05,3.05,,,,,,,,
Ammtec Ltd,AEC,3.4,3.36,3.36,,,,,,,,
Aust Education unt,AEU,0.66,0.545,0.545,,,,,,,,
DMC Min Ltd,DMM,0.555,0.55,0.55,,,,,,,,
Eagle Nickel Ltd,ENL,0.065,0.04,0.04,,,,,,,,
Eldorado Gold cdi,EAU,20.58,20.4,20.4,,,,,,,,
ETFS Metals etfs pm,ETPMPM,114.85,114.32,114.32,,,,,,,,
ETFS Metals etfs gold,GOLD,144.2,143.9,143.9,,,,,,,,
Halcyon Sec hlcnte10,HLCHA,99.25,99,99,,,,,,,,
Heartware Int Inc cdi,HIN,2.03,1.89,1.925,,,,,,,,
HGL Ltd,HNG,1.35,1.19,1.28,,,,,,,,
Imperial Corp Ltd def,IMPDA,0.097,-,0.09,,,,,,,,
Oohmedia Grp Ltd,OOH,0.155,0.145,0.15,,,,,,,,
Silver Lake Resource,SLR,1.625,1.425,1.44,,,,,,,,
STW Comms,SGN,0.975,0.94,0.97,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Alliance Res,AGS,0.325,0.33,0.33,,,,,,,,
Arafura Pearls,APB,0.008,0.01,0.01,,,,,,,,
Argosy Min cdi,AGY,0.027,0.03,0.03,,,,,,,,
Ausamerican Min,AIW,0.04,0.049,0.045,,,,,,,,
Ausenco Ltd,AAX,1.97,2.34,2.16,,,,,,,,
Cardia Bioplastics opt jun11,CNNO,0.001,0.002,0.002,,,,,,,,
Downer EDI Ltd,DOW,4.37,5.98,5.98,,,,,,,,
Engin Ltd,ENG,0.41,0.5,0.5,,,,,,,,
Excalibur Min,EXM,0.005,0.006,0.006,,,,,,,,
Excela Ltd,EXA,0.25,0.26,0.26,,,,,,,,
Geodynamics Ltd,GDY,0.375,0.43,0.43,,,,,,,,
Golden Cross opt mar11,GCRO,0.002,0.003,0.003,,,,,,,,
Hire Intelligence,HII,0.1,0.105,0.105,,,,,,,,
Insurance Aust Grp,IAG,3.22,3.41,3.41,,,,,,,,
iSOFT Group Ltd,ISF,0.385,0.545,0.465,,,,,,,,
LBT Innovations,LBT,0.071,0.08,0.077,,,,,,,,
Liberty Resource,LBY,0.052,0.06,0.06,,,,,,,,
Metals Finance,MFC,0.065,0.071,0.071,,,,,,,,
Mintails Ltd,MLI,0.018,0.019,0.019,,,,,,,,
Neptune Marine,NMS,0.215,0.235,0.235,,,,,,,,
  opt dec10,NMSO,0.09,0.095,0.091,,,,,,,,
Nomad Bld,NOD,0.12,0.15,0.15,,,,,,,,
Novogen Ltd,NRT,0.17,0.38,0.38,,,,,,,,
Orion Pet Ltd,OIP,0.049,0.06,0.058,,,,,,,,
Pac Energy,PEA,0.25,0.27,0.27,,,,,,,,
Papyrus Aust,PPY,0.25,0.255,0.255,,,,,,,,
Platinum Aust,PLA,0.655,0.72,0.72,,,,,,,,
Pro Medicus Ltd   ,PME,0.54,0.545,0.545,,,,,,,,
QBE Insurance Grp,QBE,18.42,19.13,19.13,,,,,,,,
Republic Gold Ltd,RAU,0.014,0.017,0.015,,,,,,,,
Scantech Ltd,SCD,0.23,0.235,0.235,,,,,,,,
Stuart Pet Ltd,STU,0.36,0.39,0.375,,,,,,,,
Triton Gold Ltd,TON,0.115,0.12,0.12,,,,,,,,
TZ Ltd,TZL,0.4,0.51,0.5,,,,,,,,
