Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4939.4 at 17:02 19/4/2010  Report at 19:05 Monday 19/4/2010. Processed 19:11 Monday 19/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Alpha Financial Prod ser1frn12,AFPHA,28.75,28.5,25.5,,,,,,,,
Andean Res Ltd,AND,3.28,3.12,2.9,,,,,,,,
Aneka Tambang cdi  1:5,ATM,1.3,1.14,1.14,,,,,,,,
Aurora Oil & Gas,AUT,0.52,0.5,0.475,,,,,,,,
Ausquest Ltd,AQD,0.2,0.18,0.125,,,,,,,,
Automotive Hldgs,AHE,2.77,2.72,2.74,,,,,,,,
China West Hldgs,CWH,0.3,0.205,0.125,,,,,,,,
Coalspur Mines,CPL,0.67,0.655,0.54,,,,,,,,
Cochlear Ltd,COH,75.95,75.9,73.9,,,,,,,,
Codan Ltd,CDA,1.5,1.41,1.43,,,,,,,,
Decmil Grp Ltd,DCG,1.85,1.84,1.65,,,,,,,,
Discovery Metals,DML,0.94,0.935,0.845,,,,,,,,
Electro Optic Sys,EOS,1.4,1.32,1.19,,,,,,,,
Globe Sec,GTI,0.11,0.105,0.09,,,,,,,,
Heartware Int Inc cdi  35:1,HIN,1.47,1.46,1.39,,,,,,,,
Hunnu Coal Ltd,HUN,1.03,0.95,0.6,,,,,,,,
iShares S&P MCap 400  1:1,IJH,88.77,87.3,86.69,,,,,,,,
iShares S&P SCap 600  1:1,IJR,68.27,66.97,66.77,,,,,,,,
Ishine Int Res,ISH,0.26,0.25,0.22,,,,,,,,
Kasbah Res,KAS,0.09,0.084,0.076,,,,,,,,
Kimberley Metals,KBL,0.26,0.245,0.21,,,,,,,,
Lodestar Min,LSR,0.15,0.13,0.14,,,,,,,,
Pac Ore Ltd,PSF,0.053,0.045,0.038,,,,,,,,
Peet Ltd,PPC,2.42,2.41,2.39,,,,,,,,
Quest Pet,QPN,0.014,0.013,0.011,,,,,,,,
Richmond Min,RHM,0.27,0.23,0.26,,,,,,,,
SAI Global Ltd,SAI,4.28,4.25,4,,,,,,,,
Samson Oil & Gas,SSN,0.045,0.041,0.035,,,,,,,,
  opt dec12,SSNO,0.025,0.024,0.02,,,,,,,,
Sphere Min Ltd,SPH,2.29,2.1,1.86,,,,,,,,
White Energy Co,WEC,3.33,2.7,2.65,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
AMP Capital China unt,AGF,0.84,0.86,0.845,,,,,,,,
Apollo Min Ltd,AON,0.15,0.165,0.16,,,,,,,,
Diatreme Res,DRX,0.085,0.088,0.095,,,,,,,,
Energy Res,ERA,17.45,17.57,17.66,,,,,,,,
Minotaur Explore,MEP,0.2,0.205,0.205,,,,,,,,
Pharmanet Grp opt jun11,PNOO,0.004,0.005,-,,,,,,,,
QLD Min Corp opt may12,QMNO,0.025,0.029,-,,,,,,,,
Qmastor Ltd,QML,0.245,0.275,0.29,,,,,,,,
Redbank Copper,RCP,0.048,0.049,0.06,,,,,,,,
Strzelecki Metals,STZ,0.026,0.038,0.04,,,,,,,,
Viterra Inc cdi  1:1,VTA,9.48,9.62,9.85,,,,,,,,
